source,target,relation,weight
"P260","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P261","MAT_LiTFSI_doped_polymer_matrix_functionaliz","studies","1"
"P261","MAT_poly_electrolytes","studies","1"
"P261","METH_Calorimetric_T_g_measurement","uses","1"
"P261","METH_Conductivity_Measurement","uses","1"
"P261","METH_Dielectric_Spectroscopy","uses","1"
"P261","METH_DFT","uses","1"
"P261","METH_ion_dynamics_analysis","uses","1"
"P261","CONC_Relaxation_Dynamics","addresses","1"
"P261","CONC_Segmental_Dynamics","addresses","1"
"P261","CONC_Percolation","addresses","1"
"P261","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P261","INST_Oak_Ridge_National_Laboratory","from","1"
"P262","MAT_Graphene","studies","1"
"P262","MAT_in_situ_polymerized_1","studies","1"
"P262","MAT_3_dioxolane","studies","1"
"P262","MAT_anchored_anion_clusters","studies","1"
"P262","MAT_lithium_metal_anode","studies","1"
"P262","MAT_LiFePO__cathode","studies","1"
"P262","MAT_LiNi___Co___Mn___O__high_voltage_cathode","studies","1"
"P262","METH_Mechanical_balance__zone_construction","uses","1"
"P262","METH_scaffold_design","uses","1"
"P262","METH_in_situ_polymerization","uses","1"
"P262","METH_Conductivity_Measurement","uses","1"
"P262","METH_battery_cycling_tests","uses","1"
"P262","METH_pouch_cell_fabrication","uses","1"
"P262","CONC_Transport_Properties","addresses","1"
"P262","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P263","MAT_Ion_selective_membranes_in_charged_confi","studies","1"
"P263","MAT_electrolyte_solutions_with_finite_size_i","studies","1"
"P263","METH_Direct_numerical_simulations","uses","1"
"P263","METH_modified_Poisson_Nernst_Planck_equations","uses","1"
"P263","METH_electrohydrodynamic_coupling_analysis","uses","1"
"P263","METH_Debye_number_and_steric_parameter_variat","uses","1"
"P263","CONC_Transport_Properties","addresses","1"
"P263","CONC_Ion_Transport","addresses","1"
"P263","CONC_Membranes","addresses","1"
"P263","CONC_Drug_Delivery","addresses","1"
"P263","INST_Tongji_University","from","1"
"P264","MAT_Core_shell_soft_particles","studies","1"
"P264","MAT_electrolyte_solutions_with_finite_size_i","studies","1"
"P264","METH_Analytical_solution_derivation","uses","1"
"P264","METH_flat_plate_geometry_approximation","uses","1"
"P264","METH_ion_steric_exclusion_effect","uses","1"
"P264","METH_ion_partitioning_effect","uses","1"
"P264","METH_hydrophobic_core_consideration","uses","1"
"P264","CONC_Drug_Delivery","addresses","1"
"P264","INST_Birla_Institute_of_Technology_Mesra","from","1"
"P265","MAT_Ionogels","studies","1"
"P265","MAT_PLA","studies","1"
"P265","MAT_Elastomers","studies","1"
"P265","METH_AFM","uses","1"
"P265","METH_in_situ_XRD","uses","1"
"P265","METH_NMR","uses","1"
"P265","METH_Raman_spectroscopy","uses","1"
"P265","METH_Calorimetry","uses","1"
"P265","METH_piezoionic_testing","uses","1"
"P265","CONC_Interfaces","addresses","1"
"P265","CONC_Transport_Properties","addresses","1"
"P265","CONC_Ion_Transport","addresses","1"
"P265","INST_Donghua_University__State_Key_Laboratory","from","1"
"P266","MAT_Elastomers","studies","1"
"P266","MAT_liquid_crystal_phase_with_fluorine_chain","studies","1"
"P266","MAT_continuous_percolating_phase_with_flexib","studies","1"
"P266","METH_Association_dynamics_regulation","uses","1"
"P266","METH_chain_entanglement_control","uses","1"
"P266","METH_fracture_toughness_testing","uses","1"
"P266","METH_fatigue_threshold_measurement","uses","1"
"P266","METH_recyclability_self_healability_testing","uses","1"
"P266","CONC_Recyclability","addresses","1"
"P266","CONC_Toughness","addresses","1"
"P266","CONC_Fracture_Mechanics","addresses","1"
"P266","CONC_Fatigue_Resistance","addresses","1"
"P266","CONC_Entanglement","addresses","1"
"P266","CONC_Polymer_Networks","addresses","1"
"P266","INST_Xi_an_Jiaotong_University","from","1"
"P267","MAT_Iontronic_devices__ionic_sensors","studies","1"
"P267","MAT_neuromorphic_sensors","studies","1"
"P267","MAT_artificial_synapses","studies","1"
"P267","MAT_energy_harvesters","studies","1"
"P267","MAT_power_generators","studies","1"
"P267","METH_Review_of_ion_transport_mechanisms","uses","1"
"P267","METH_electrochemical_interactions","uses","1"
"P267","METH_electron_ion_coupling","uses","1"
"P267","METH_neuromorphic_sensing_architectures","uses","1"
"P267","METH_energy_harvesting_mechanisms","uses","1"
"P267","CONC_Biocompatibility","addresses","1"
"P267","CONC_Biodegradability","addresses","1"
"P267","CONC_Sustainability","addresses","1"
"P267","CONC_Transport_Properties","addresses","1"
"P267","CONC_Ion_Transport","addresses","1"
"P267","CONC_Sensing","addresses","1"
"P267","CONC_Energy_Harvesting","addresses","1"
"P268","MAT_Ionogels","studies","1"
"P268","MAT_hierarchical_hydrogen_bond__association","studies","1"
"P268","MAT_topological_entanglements_as_complementa","studies","1"
"P268","METH_Gel_point_state_optimization","uses","1"
"P268","METH_Rheology","uses","1"
"P268","METH_electrophysiological_signal_recording","uses","1"
"P268","METH_self_healing_testing","uses","1"
"P268","METH_adhesion_testing","uses","1"
"P268","CONC_Hydrogen_Bonding","addresses","1"
"P268","CONC_Viscoelasticity","addresses","1"
"P268","CONC_Topology","addresses","1"
"P268","CONC_Entanglement","addresses","1"
"P268","CONC_Crosslinking","addresses","1"
"P268","CONC_Relaxation_Dynamics","addresses","1"
"P268","CONC_Adhesion","addresses","1"
"P268","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P268","INST_Donghua_University","from","1"
"P269","MAT_Electronic_textiles","studies","1"
"P269","MAT_conductive_fibers","studies","1"
"P269","MAT_energy_harvesting_storage_textiles","studies","1"
"P269","MAT_sensing_textiles","studies","1"
"P269","MAT_PLA","studies","1"
"P269","METH_Review_of_4R_paradigm__Repair","uses","1"
"P269","METH_Recycle","uses","1"
"P269","METH_Replacement","uses","1"
"P269","METH_Reduction_","uses","1"
"P269","METH_material_selection_framework","uses","1"
"P269","METH_biofabrication_concepts","uses","1"
"P269","METH_supply_chain_analysis","uses","1"
"P269","METH_market_viability_assessment","uses","1"
"P269","CONC_Sustainability","addresses","1"
"P269","INST_University_of_Cambridge","from","1"
"P270","MAT_PEO_LiTFSI_polymer_electrolyte_system","studies","1"
"P270","MAT_neutral_polymers_with_lithium_salts","studies","1"
"P270","METH_Review_of_six_diffusion_coefficients__D_","uses","1"
"P270","METH_D_self","uses","1"
"P270","METH___and_D_self","uses","1"
"P270","METH_D__","uses","1"
"P270","METH_D__","uses","1"
"P270","METH_and_D__","uses","1"
"P270","METH_activity_coefficient_analysis","uses","1"
"P270","METH_limiting_current_prediction","uses","1"
"P270","METH_NMR","uses","1"
"P270","CONC_Diffusion","addresses","1"
"P270","CONC_Transport_Properties","addresses","1"
"P270","CONC_Ion_Transport","addresses","1"
"P270","INST_Lawrence_Berkeley_National_Laboratory","from","1"
"P271","MAT_Comblike_polymers_with_PEO_side_chains_a","studies","1"
"P271","MAT_PPEOMA","studies","1"
"P271","MAT_PPEOCL","studies","1"
"P271","MAT_PNBCEM","studies","1"
"P271","MAT_PPEOSt","studies","1"
"P271","MAT_LiClO__salt","studies","1"
"P271","METH_DSC","uses","1"
"P271","METH_Conductivity_Measurement","uses","1"
"P271","METH_segmental_relaxation_time_measurement","uses","1"
"P271","METH_fragility_analysis","uses","1"
"P271","METH_decoupling_exponent_calculation","uses","1"
"P271","CONC_Segmental_Dynamics","addresses","1"
"P271","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P271","INST_Oak_Ridge_National_Laboratory","from","1"
"P272","MAT_Ionic_Liquids","studies","1"
"P272","MAT_Ionic_Liquids","studies","1"
"P272","MAT_imidazolium_cations","studies","1"
"P272","MAT_centipede_like_structures","studies","1"
"P272","METH_RAFT","uses","1"
"P272","METH_IL_impregnation","uses","1"
"P272","METH_Mechanical_Testing","uses","1"
"P272","METH_self_healing_testing","uses","1"
"P272","METH_Conductivity_Measurement","uses","1"
"P272","METH_cyclic_fatigue_testing","uses","1"
"P272","CONC_Hydrogen_Bonding","addresses","1"
"P272","CONC_Ionic_Interactions","addresses","1"
"P272","CONC_Self_Healing","addresses","1"
"P272","CONC_Fatigue_Resistance","addresses","1"
"P272","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P272","INST_Northwestern_Polytechnical_University","from","1"
"P273","MAT_Polymer_salt_complexes__PEO_based","studies","1"
"P273","MAT_comb_like_polymers","studies","1"
"P273","MAT_network_polymers","studies","1"
"P273","MAT_Polyelectrolytes","studies","1"
"P273","MAT_proton_conducting_polymers","studies","1"
"P273","MAT_mixed_ionic_electronic_conductors","studies","1"
"P273","MAT_solvent_free_polymer_electrolytes","studies","1"
"P273","METH_Review_of_solid_electrolyte_classes","uses","1"
"P273","METH_metal_salt_complex_formation","uses","1"
"P273","METH_structure_characterization","uses","1"
"P273","METH_ion_transport_measurement_and_interpreta","uses","1"
"P273","METH_Conductivity_Measurement","uses","1"
"P273","METH_dynamic_percolation_theory","uses","1"
"P273","CONC_Relaxation_Dynamics","addresses","1"
"P273","CONC_Percolation","addresses","1"
"P273","CONC_Transport_Properties","addresses","1"
"P273","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P273","CONC_Ion_Transport","addresses","1"
"P273","INST_Northwestern_University","from","1"
"P274","MAT_Single_ion_conducting_polymers","studies","1"
"P274","MAT_Ionic_Liquids","studies","1"
"P274","MAT_glassy_polymer_electrolytes","studies","1"
"P274","METH_Arrhenius_analysis_below_T_g","uses","1"
"P274","METH_dielectric_permittivity_measurement","uses","1"
"P274","METH_instantaneous_shear_modulus_measurement","uses","1"
"P274","METH_Anderson_and_Stuart_model","uses","1"
"P274","METH_TEM","uses","1"
"P274","CONC_Segmental_Dynamics","addresses","1"
"P274","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P274","INST_Oak_Ridge_National_Laboratory","from","1"
"P275","MAT_Polyelectrolytes","studies","1"
"P275","METH_Dissipative_particle_dynamics__simulatio","uses","1"
"P275","METH_parametric_studies_on_chain_topology_sti","uses","1"
"P275","METH_EDL_analysis","uses","1"
"P275","METH_confinement_effects","uses","1"
"P275","CONC_Transport_Properties","addresses","1"
"P276","MAT_Block_Copolymers","studies","1"
"P276","MAT_PIL_content_ranging_3_2_70_4_mol_","studies","1"
"P276","MAT_poly_neutral_block","studies","1"
"P276","METH_DSC","uses","1"
"P276","METH_SAXS","uses","1"
"P276","METH_Conductivity_Measurement","uses","1"
"P276","METH_phase_behavior_analysis","uses","1"
"P276","CONC_Phase_Separation","addresses","1"
"P276","CONC_Microphase_Separation","addresses","1"
"P276","CONC_Homopolymers","addresses","1"
"P276","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P277","MAT_PEDOT_PSS","studies","1"
"P277","MAT_protic_ILs___p_MIM__DCA_","studies","1"
"P277","MAT__p_IM__DCA_","studies","1"
"P277","MAT_aprotic_IL___EMIM__DCA_","studies","1"
"P277","MAT_six_ions_ranging_hard_to_soft__cations__","studies","1"
"P277","MAT__p_MIM__","studies","1"
"P277","MAT__EMIM__","studies","1"
"P277","MAT_anions__BF___","studies","1"
"P277","MAT__TCB__","studies","1"
"P277","MAT__DCA__","studies","1"
"P277","METH_HSAB__theory_guided_IL_design","uses","1"
"P277","METH_Conductivity_Measurement","uses","1"
"P277","METH_Mechanical_Testing","uses","1"
"P277","METH_IL_synthesis_and_characterization","uses","1"
"P277","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P278","MAT_Poly_2_vinylpyridinium___P2VPPS","studies","1"
"P278","MAT_polyzwitterion_","studies","1"
"P278","MAT_Polyacrylates","studies","1"
"P278","MAT_polyanion_","studies","1"
"P278","MAT_miscible_polyzwitterion_polyanion_blends","studies","1"
"P278","METH_SAXS","uses","1"
"P278","METH_Dielectric_Spectroscopy","uses","1"
"P278","METH_Gordon_Taylor_equation_for_T_g_analysis","uses","1"
"P278","METH_MD_Simulation","uses","1"
"P278","METH_effective_activation_energy_analysis","uses","1"
"P278","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P278","INST_Texas_A_M_University","from","1"
"P279","MAT_Polymers_under_stretching","studies","1"
"P279","MAT_lattice_polymer_models","studies","1"
"P279","METH_Dynamic_Monte_Carlo_simulations_with_Max","uses","1"
"P279","METH_comparison_of_stress_induced_vs_strain_i","uses","1"
"P279","METH_TEM","uses","1"
"P279","CONC_Crystallization","addresses","1"
"P279","CONC_Viscoelasticity","addresses","1"
"P279","CONC_Crosslinking","addresses","1"
"P279","CONC_Relaxation_Dynamics","addresses","1"
"P279","CONC_Nanocomposites","addresses","1"
"P279","INST_Nanjing_University__School_of_Chemistry_","from","1"
"P280","MAT_Hydrogels","studies","1"
"P280","MAT_Hydrogels","studies","1"
"P280","MAT_stimulus_responsive__heat","studies","1"
"P280","MAT_Hydrogels","studies","1"
"P280","METH_Michell_s_instability_exploitation","uses","1"
"P280","METH_mechanical_simulation","uses","1"
"P280","METH_stimulus_triggered_shape_morphing","uses","1"
"P280","METH_task_demonstration__screwing_bottle_cap","uses","1"
"P280","METH_kicking_ball","uses","1"
"P280","METH_synergetic_deformations_","uses","1"
"P280","CONC_Actuation","addresses","1"
"P280","INST_Zhejiang_University","from","1"
"P281","MAT_Poly__P4VPy","studies","1"
"P281","MAT_Mw_50000_","studies","1"
"P281","MAT_maleic_acid_alt_ethylene_copolymer__MA_a","studies","1"
"P281","MAT_from_hydrolysis_of_MAH_alt_E_","studies","1"
"P281","MAT_interpolymer_complexes_via_acid_base_H_b","studies","1"
"P281","METH_FTIR","uses","1"
"P281","METH_TEM","uses","1"
"P281","METH_Calorimetry","uses","1"
"P281","METH_Painter_association_model","uses","1"
"P281","METH_viscometry","uses","1"
"P281","METH_TGA","uses","1"
"P281","CONC_Hydrogen_Bonding","addresses","1"
"P281","INST_Pontificia_Universidad_Cat_lica_de_Chile","from","1"
"P282","MAT_Semicrystalline_polymers__PE","studies","1"
"P282","MAT_iPP","studies","1"
"P282","MAT_PEO","studies","1"
"P282","MAT_PVDF","studies","1"
"P282","MAT_nylon","studies","1"
"P282","MAT_etc__","studies","1"
"P282","MAT_flow_induced_crystallization__systems","studies","1"
"P282","METH_Synchrotron_radiation_X_ray_scattering","uses","1"
"P282","METH_ultrafast_X_ray_detectors","uses","1"
"P282","METH_rheo_optical_devices","uses","1"
"P282","METH_SAXS","uses","1"
"P282","METH_polarized_optical_microscopy","uses","1"
"P282","METH_birefringence","uses","1"
"P282","METH_Neutron_Scattering","uses","1"
"P282","METH_MD_Simulation","uses","1"
"P282","CONC_Phase_Separation","addresses","1"
"P282","CONC_Crystallization","addresses","1"
"P282","INST_University_of_Science_and_Technology_of_","from","1"
"P283","MAT_Polymer_blends_in_viscoelastic_solvents","studies","1"
"P283","MAT_polymer_solutions_undergoing_stress_indu","studies","1"
"P283","METH_Two_fluid_theory","uses","1"
"P283","METH_thermodynamic_analysis","uses","1"
"P283","METH_constitutive_equations_for_polymer__and_","uses","1"
"P283","METH_linear_viscoelastic_regime_analysis","uses","1"
"P283","CONC_Phase_Separation","addresses","1"
"P283","CONC_Viscoelasticity","addresses","1"
"P283","CONC_Interfaces","addresses","1"
"P283","INST_Seconda_Universit__di_Napoli__Dipartimen","from","1"
"P284","MAT_Semicrystalline_polymers__HDPE","studies","1"
"P284","MAT_iPP","studies","1"
"P284","MAT_LLDPE","studies","1"
"P284","MAT_LDPE","studies","1"
"P284","MAT_PB_1","studies","1"
"P284","MAT_P4M1P","studies","1"
"P284","MAT_PVDF","studies","1"
"P284","MAT_PBA","studies","1"
"P284","MAT_PBAT","studies","1"
"P284","MAT_PBN","studies","1"
"P284","METH_SAXS","uses","1"
"P284","METH_AFM","uses","1"
"P284","METH_FTIR","uses","1"
"P284","METH_MD_IMC__simulations","uses","1"
"P284","METH_true_stress_strain_analysis","uses","1"
"P284","METH_crystal_phase_transition_tracking","uses","1"
"P284","METH_cavitation_detection","uses","1"
"P284","CONC_Crystallization","addresses","1"
"P284","INST_Zhejiang_University__State_Key_Laborator","from","1"
"P285","MAT_Poly","studies","1"
"P285","MAT_cold_crystallized_thin_films_on_silicon_","studies","1"
"P285","MAT_SAM_modification_","studies","1"
"P285","METH_Infrared_reflection_absorption_spectrosc","uses","1"
"P285","METH_AFM","uses","1"
"P285","METH_film_thickness_variation","uses","1"
"P285","METH_molecular_weight_variation","uses","1"
"P285","METH_substrate_modification__11_mercapto_1_un","uses","1"
"P285","METH_1_dodecanethiol_SAMs_on_Au_","uses","1"
"P285","CONC_Crystallization","addresses","1"
"P285","CONC_Entanglement","addresses","1"
"P285","CONC_Interfaces","addresses","1"
"P285","CONC_Surface_Properties","addresses","1"
"P285","CONC_Transport_Properties","addresses","1"
"P286","MAT_TPU__Thermoplastic_Polyurethane_","studies","1"
"P286","MAT_MDI_BDO_hard_segments","studies","1"
"P286","MAT_PTMO_soft_segments","studies","1"
"P286","MAT_two_polymorphs__triclinic_Form_II__and_p","studies","1"
"P286","METH_DSC","uses","1"
"P286","METH_WAXD","uses","1"
"P286","METH_polarized_light_optical_microscopy","uses","1"
"P286","METH_Calorimetry","uses","1"
"P286","METH_isothermal_crystallization_kinetics","uses","1"
"P286","CONC_Crystallization","addresses","1"
"P286","CONC_Surface_Properties","addresses","1"
"P287","MAT_Polyesters","studies","1"
"P287","MAT_18_series__X___2","studies","1"
"P287","MAT______OCO____COO______and_PE_2","studies","1"
"P287","MAT_Polyethylene","studies","1"
"P287","METH_WAXS_WAXD","uses","1"
"P287","METH_IR_spectral_analysis__correlation_splitt","uses","1"
"P287","METH_progression_bands_","uses","1"
"P287","METH_crystal_structure_determination","uses","1"
"P287","METH_subcell_analysis","uses","1"
"P287","METH_comparison_with_n_alkane_dispersion_curv","uses","1"
"P287","CONC_Crystallization","addresses","1"
"P287","CONC_Recyclability","addresses","1"
"P287","CONC_Biodegradability","addresses","1"
"P288","MAT_Block_Copolymers","studies","1"
"P288","MAT_Polyurethane","studies","1"
"P288","MAT_Polyesters","studies","1"
"P288","MAT_Nylon","studies","1"
"P288","MAT_Block_Copolymers","studies","1"
"P288","METH_Dynamic_Monte_Carlo_simulations_comparin","uses","1"
"P288","METH_biaxial_stretching_simulation","uses","1"
"P288","METH_concentrate__vs_dilute__microdomain_case","uses","1"
"P288","CONC_Crystallization","addresses","1"
"P288","CONC_Toughness","addresses","1"
"P288","CONC_Crosslinking","addresses","1"
"P288","CONC_Relaxation_Dynamics","addresses","1"
"P288","INST_Nanjing_University__School_of_Chemistry_","from","1"
"P289","MAT_Nylon","studies","1"
"P289","MAT_Nylon","studies","1"
"P289","METH_DSC","uses","1"
"P289","METH_XRD","uses","1"
"P289","METH_FTIR","uses","1"
"P289","METH_in_situ_POM","uses","1"
"P289","METH_NMR","uses","1"
"P289","METH_crystallization_Gibbs_free_energy__calcu","uses","1"
"P289","CONC_Crystallization","addresses","1"
"P289","CONC_Hydrogen_Bonding","addresses","1"
"P289","CONC_Polymer_Networks","addresses","1"
"P290","MAT_Poly__of_various_molecular_weights__9k","studies","1"
"P290","MAT_36k","studies","1"
"P290","MAT_110k_","studies","1"
"P290","MAT_PLA","studies","1"
"P290","MAT_two_crystal_forms_____stable","studies","1"
"P290","MAT_requires_strict_up_down_order_of_polar_c","studies","1"
"P290","MAT_no_up_down_order_requirement_","studies","1"
"P290","METH_TEM","uses","1"
"P290","METH_lamellar_thickness_determination","uses","1"
"P290","METH_growth_rate_equation_model_development","uses","1"
"P290","METH_Monte_Carlo_simulation_comparison","uses","1"
"P290","CONC_Crystallization","addresses","1"
"P290","CONC_Surface_Properties","addresses","1"
"P290","INST_Xi_an_Jiaotong_University__State_Key_Lab","from","1"
"P291","MAT_Atactic_stereoirregular_polymers_that_ca","studies","1"
"P291","MAT_precision_polymers_with_regularly_spaced","studies","1"
"P291","MAT_polymers_with_specific_ordering_features","studies","1"
"P291","METH_Review_of_crystal_structure_analysis","uses","1"
"P291","METH_X_ray_diffraction","uses","1"
"P291","METH_thermal_analysis","uses","1"
"P291","METH_molecular_modeling","uses","1"
"P291","CONC_Crystallization","addresses","1"
"P291","CONC_Hydrogen_Bonding","addresses","1"
"P291","INST_University_of_the_Basque_Country__POLYMA","from","1"
"P293","MAT_Polythiourethanes","studies","1"
"P293","MAT_thiourethane_bonds","studies","1"
"P293","MAT_Polyurethane","studies","1"
"P293","METH_Review_covering_synthesis","uses","1"
"P293","METH_catalysis","uses","1"
"P293","METH_DMTA","uses","1"
"P293","METH_DSC","uses","1"
"P293","METH_FTIR","uses","1"
"P293","METH_dynamic_bond_exchange_characterization","uses","1"
"P293","METH_chemical_recycling_reprocessing","uses","1"
"P293","CONC_Recyclability","addresses","1"
"P293","INST_POLYMAT","from","1"
"P294","MAT_PEDOT_PSS","studies","1"
"P294","MAT_carboxyl__and_amide__functional_groups","studies","1"
"P294","METH_Multiscale_characterization","uses","1"
"P294","METH_MD_Simulation","uses","1"
"P294","METH_in_vivo_ECG_EMG_testing","uses","1"
"P294","METH_contact_impedance_measurement","uses","1"
"P294","METH_Tensile_Testing","uses","1"
"P294","METH_FTIR","uses","1"
"P294","METH_Conductivity_Measurement","uses","1"
"P294","CONC_Hydrogen_Bonding","addresses","1"
"P294","CONC_Biocompatibility","addresses","1"
"P294","CONC_Polymer_Networks","addresses","1"
"P294","CONC_Adhesion","addresses","1"
"P294","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P297","MAT_Cellulose","studies","1"
"P297","MAT_LiFePO4_cathode","studies","1"
"P297","MAT_lithium_ion_battery","studies","1"
"P297","METH_Binder_synthesis","uses","1"
"P297","METH_electrode_fabrication","uses","1"
"P297","METH_electrochemical_testing__cycling_stabili","uses","1"
"P297","METH_capacity_","uses","1"
"P297","METH_Conductivity_Measurement","uses","1"
"P297","CONC_Sustainability","addresses","1"
"P297","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P297","INST_Chongqing_University_of_Technology","from","1"
"P298","MAT_Two_component_supramolecular_adhesives_f","studies","1"
"P298","MAT_Ionic_Liquids","studies","1"
"P298","MAT_water_as_modulator_cross_linker","studies","1"
"P298","METH_Adhesion_strength_testing","uses","1"
"P298","METH_TEM","uses","1"
"P298","METH_various_substrate_testing","uses","1"
"P298","METH_supramolecular_interaction_balance__H_bo","uses","1"
"P298","METH_electrostatic","uses","1"
"P298","METH_____stacking","uses","1"
"P298","METH_cation___","uses","1"
"P298","CONC_Hydrogen_Bonding","addresses","1"
"P298","CONC_Supramolecular_Chemistry","addresses","1"
"P298","CONC_Crosslinking","addresses","1"
"P298","CONC_Interfaces","addresses","1"
"P298","CONC_Surface_Properties","addresses","1"
"P298","CONC_Adhesion","addresses","1"
"P298","INST_Shaanxi_Normal_University__Key_Laborator","from","1"
"P299","MAT_Diaminoglyoxime__tetrafunctional_cross_l","studies","1"
"P299","MAT_Polyurethane","studies","1"
"P299","MAT_triple_dynamic_bonds__oxime_carbamate___","studies","1"
"P299","METH_One_pot_polycondensation","uses","1"
"P299","METH_Rheology","uses","1"
"P299","METH_DMA","uses","1"
"P299","METH_Tensile_Testing","uses","1"
"P299","METH_stress_relaxation","uses","1"
"P299","METH_reprocessing_tests","uses","1"
"P299","CONC_Hydrogen_Bonding","addresses","1"
"P299","CONC_Fatigue_Resistance","addresses","1"
"P299","CONC_Crosslinking","addresses","1"
"P299","CONC_Relaxation_Dynamics","addresses","1"
"P299","CONC_Polymer_Networks","addresses","1"
"P299","INST_State_Key_Laboratory_of_Advanced_Fiber_M","from","1"
"P300","MAT_Polyurethane","studies","1"
"P300","MAT_2__bipyridine__4","studies","1"
"P300","MAT_4__dicarbohydrazide","studies","1"
"P300","MAT_intramolecular_rotatable_conjugated_stru","studies","1"
"P300","MAT_H_bonding_sites","studies","1"
"P300","METH_Tensile_Testing","uses","1"
"P300","METH_UV_excitation__photoluminescence","uses","1"
"P300","METH_self_healing_tests__40_C","uses","1"
"P300","METH_24_h_","uses","1"
"P300","METH_acid_base_response_testing","uses","1"
"P300","METH_thermal_mechanical_poor_solvent_experime","uses","1"
"P300","CONC_Hydrogen_Bonding","addresses","1"
"P300","CONC_Self_Healing","addresses","1"
"P300","CONC_Fluorescence","addresses","1"
"P300","CONC_Biocompatibility","addresses","1"
"P301","MAT_Aliphatic_quaternary_ammonium_salts","studies","1"
"P301","MAT_various_alkyl_chain_lengths_and_counteri","studies","1"
"P301","METH_Photoluminescence_spectroscopy","uses","1"
"P301","METH_excitation_wavelength_variation","uses","1"
"P301","METH_alkyl_chain_length_variation","uses","1"
"P301","METH_counterion_effects","uses","1"
"P301","METH_mechanical_stimuli_response","uses","1"
"P301","CONC_Fluorescence","addresses","1"
"P301","CONC_Phosphorescence","addresses","1"
"P302","MAT_Supramolecular_poly_network_from_thiocti","studies","1"
"P302","MAT_oligopeptide_modified_1","studies","1"
"P302","MAT_2_dithiolane_building_blocks","studies","1"
"P302","MAT_electron_rich_groups__hydroxyl","studies","1"
"P302","MAT_ester","studies","1"
"P302","MAT_carbonyl","studies","1"
"P302","MAT_amide_","studies","1"
"P302","METH_Clusteroluminescence_spectroscopy","uses","1"
"P302","METH_77K_phosphorescence_measurement","uses","1"
"P302","METH_disulfide_exchange_kinetics","uses","1"
"P302","METH_metal_coordination_kinetics","uses","1"
"P302","METH_reprocessability_testing","uses","1"
"P302","METH_chemical_closed_loop_recycling","uses","1"
"P302","CONC_Hydrogen_Bonding","addresses","1"
"P302","CONC_Supramolecular_Chemistry","addresses","1"
"P302","CONC_Phosphorescence","addresses","1"
"P302","CONC_Clusteroluminescence","addresses","1"
"P302","CONC_Polymer_Networks","addresses","1"
"P302","INST_East_China_University_of_Science_and_Tec","from","1"
"P303","MAT_Polyesters","studies","1"
"P303","MAT_amine_initiators__triethylamine","studies","1"
"P303","MAT_TEA__as_chain_end_groups","studies","1"
"P303","MAT_amine_ester_complexes","studies","1"
"P303","METH_PL_spectroscopy","uses","1"
"P303","METH_quantum_yield_measurement","uses","1"
"P303","METH_concentration_dependent_PL","uses","1"
"P303","METH_excitation_dependent_emission_analysis","uses","1"
"P303","METH_lifetime_measurement","uses","1"
"P303","METH_UV_vis","uses","1"
"P303","METH_molecular_simulation","uses","1"
"P303","CONC_Clusteroluminescence","addresses","1"
"P303","CONC_Copolymers","addresses","1"
"P303","INST_Zhejiang_University","from","1"
"P304","MAT_Clusteroluminogens__polymers__natural__s","studies","1"
"P304","MAT_Cellulose","studies","1"
"P304","MAT_proteins","studies","1"
"P304","MAT_PEG","studies","1"
"P304","MAT_PAM","studies","1"
"P304","MAT_Polyurea","studies","1"
"P304","MAT_small_molecules","studies","1"
"P304","MAT_metal_clusters","studies","1"
"P304","METH_Review_of_photoluminescence_mechanisms","uses","1"
"P304","METH_through_space_conjugation__theory_develo","uses","1"
"P304","METH_application_demonstrations","uses","1"
"P304","CONC_Biocompatibility","addresses","1"
"P304","CONC_Relaxation_Dynamics","addresses","1"
"P304","CONC_Sensing","addresses","1"
"P304","INST_HKUST","from","1"
"P307","MAT_Graft_type_polymer_electrolyte_membranes","studies","1"
"P307","MAT_ion_channel_structures","studies","1"
"P307","MAT_hydrophilic_hydrophobic_phase_separated_","studies","1"
"P307","METH_Dissipative_particle_dynamics__simulatio","uses","1"
"P307","METH_SANS__comparison","uses","1"
"P307","METH_Teubner_Strey_model_analysis","uses","1"
"P307","METH___parameter_optimization","uses","1"
"P307","METH_coarse_grained_particle_assignment","uses","1"
"P307","CONC_Grafting","addresses","1"
"P307","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P308","MAT_TPU__Thermoplastic_Polyurethane_","studies","1"
"P308","MAT_Polyacrylates","studies","1"
"P308","MAT_Polyacrylates","studies","1"
"P308","MAT_TPU__Thermoplastic_Polyurethane_","studies","1"
"P308","METH_MD_Simulation","uses","1"
"P308","METH_Tensile_Testing","uses","1"
"P308","METH_fracture_energy_measurement","uses","1"
"P308","METH_self_healing_tests__45_C","uses","1"
