id,type,label,category,year,journal
"MAT_dithiols__1","Material","dithiols (1","material","",""
"MAT_2_ethanedithiol","Material","2-ethanedithiol","material","",""
"MAT_6_hexanedithiol","Material","6-hexanedithiol","material","",""
"MAT_10_decanedithiol_","Material","10-decanedithiol)","material","",""
"MAT_thiol_ene_networks_with_dynamic_ether_li","Material","thiol-ene networks with dynamic ether linkages","material","",""
"METH_Thiol_ene_click_polymerization","Method","Thiol-ene click polymerization","method","",""
"METH_cross_link_density_variation","Method","cross-link density variation","method","",""
"METH_chemical_recycling_demonstration","Method","chemical recycling demonstration","method","",""
"P211","Paper","A New Approach to the Theory of Relaxing Polymeric Media","rheology","1946","Journal of Chemical Physics 1946, 14, 80"
"MAT_Polymeric_networks","Material","Polymeric networks","material","",""
"MAT_relaxing_media","Material","relaxing media","material","",""
"METH_Molecular_theory_development","Method","Molecular theory development","method","",""
"METH_kinetic_theory_of_elasticity_extension_t","Method","kinetic theory of elasticity extension to non-isot","method","",""
"METH_thermodynamic_analysis","Method","thermodynamic analysis","method","",""
"INST_Princeton_University","Institution","Princeton University","institution","",""
"P212","Paper","嵌段共聚物增容剂对不相容均聚物共混体系相行为和界面性质的影响 (Effect of block copolymer compatibilizers on phase behavior and inte","block_copolymer","2016","高分子学报 (Acta Polymerica Sinica) 2016, No. 3, 271-286"
"MAT_A_A_b_B_B_ternary_blends","Material","A/A-b-B/B ternary blends","material","",""
"METH_Review_of_experimental","Method","Review of experimental","method","",""
"METH_theoretical","Method","theoretical","method","",""
"METH_and_simulation_studies_on_copolymer_comp","Method","and simulation studies on copolymer compatibilizat","method","",""
"INST_______________","Institution","中国科学院长春应用化学研究所","institution","",""
"P213","Paper","Unified Memory Kernel for Polymer Dynamics: Coupling Hydrodynamic and Excluded Volume Effects in Gen","polymer_simulation","2025","Macromolecules 2025 (DOI: 10.1021/acs.macromol.5c01796)"
"MAT_Polymer_chains_in_various_solvent_condit","Material","Polymer chains in various solvent conditions","material","",""
"METH_Generalized_Langevin_equation","Method","Generalized Langevin equation","method","",""
"METH_memory_kernel_function__derivation","Method","memory kernel function  derivation","method","",""
"METH_Langevin_dynamics_simulation_validation","Method","Langevin dynamics simulation validation","method","",""
"P214","Paper","Slip-Link Theory Predicts Entangled, Star-Branched Relaxation Measurably Different from Tube Model P","rheology","2025","Macromolecules 2025 (DOI: 10.1021/acs.macromol.5c01583)"
"MAT_Entangled_star_branched_polymer_melts","Material","Entangled star-branched polymer melts","material","",""
"METH_Slip_link_model_calculations","Method","Slip-link model calculations","method","",""
"METH_corrected_algorithm_for_star_branched_re","Method","corrected algorithm for star-branched relaxation","method","",""
"METH_relaxation_spectrum_and_zero_shear_rate_","Method","relaxation spectrum and zero-shear-rate viscosity ","method","",""
"METH_comparison_with_tube_models","Method","comparison with tube models","method","",""
"P215","Paper","Viscoelastic properties of physically crosslinked networks, Part 2. Dynamic mechanical moduli","rheology","1992","Journal of Non-Newtonian Fluid Mechanics 1992, 43, 273-288"
"MAT_Transient_polymer_networks_with_reversib","Material","Transient polymer networks with reversible crosslinks","material","",""
"METH_Linear_response_theory_for_oscillatory_d","Method","Linear response theory for oscillatory deformation","method","",""
"METH_transient_network_model","Method","transient network model","method","",""
"INST_Cavendish_Laboratory","Institution","Cavendish Laboratory","institution","",""
"P216","Paper","管子模型 (Tube Model Review)","rheology","2018","高分子学报 (Acta Polymerica Sinica) 2018, No. 12, 1493-1512"
"MAT_Entangled_polymer_melts_and_concentrated","Material","Entangled polymer melts and concentrated solutions","material","",""
"METH_Review_of_tube_model__and_its_modificati","Method","Review of tube model  and its modifications: conto","method","",""
"METH_constraint_release","Method","constraint release","method","",""
"METH_convective_constraint_release","Method","convective constraint release","method","",""
"METH_GLaMM_theory","Method","GLaMM theory","method","",""
"P217","Paper","Steady-State Extensional Viscosity of Wormlike Micellar Solutions via Dissipative Particle Dynamics ","polymer_simulation","2025","Macromolecules 2025 (DOI: 10.1021/acs.macromol.5c01993)"
"MAT_Wormlike_micellar_solutions__surfactant_","Material","Wormlike micellar solutions (surfactant self-assembled aggre","material","",""
"MAT_CPyCl_NaSal_systems_","Material","CPyCl/NaSal systems)","material","",""
"METH_Dissipative_particle_dynamics__simulatio","Method","Dissipative particle dynamics  simulations","method","",""
"METH_steady_state_extensional_viscosity_measu","Method","steady-state extensional viscosity measurement","method","",""
"METH_micellar_structure_analysis","Method","micellar structure analysis","method","",""
"METH_scission_kinetics_analysis","Method","scission kinetics analysis","method","",""
"P218","Paper","Influence of Chain Entanglement on Rheological and Mechanical Behaviors of Polymerized Ionic Liquids","ionic_material","1021","Macromolecules (DOI: 10.1021/acs.macromol.2c02586)"
"MAT_wide_range_of_molecular_weights","Material","wide range of molecular weights","material","",""
"METH_LAOS","Method","LAOS","method","",""
"METH_cyclic_stretch_testing","Method","cyclic stretch testing","method","",""
"P219","Paper","聚合物弹性体材料应力-应变关系的理论研究 (Theoretical Study on Stress-Strain Relationship of Polymer Elastomers)","other","2019","高分子学报 (Acta Polymerica Sinica) 2019, Vol. 50, No. 12"
"METH_Comprehensive_comparison_of_30__constitu","Method","Comprehensive comparison of 30+ constitutive model","method","",""
"METH_nonlinear_curve_fitting","Method","nonlinear curve fitting","method","",""
"METH_Fr_chet_distance_calculation_for_model_s","Method","Fréchet distance calculation for model similarity","method","",""
"METH_mathematical_equivalence_analysis","Method","mathematical equivalence analysis","method","",""
"P220","Paper","近平衡态与快速启动剪切下缠结高分子流体流变行为研究 (Rheological Behavior of Entangled Polymer Fluids Under Near-Equilibrium a","polymer_simulation","2015","高分子学报 (Acta Polymerica Sinica) 2015, No. 7, 858-866"
"MAT_Entangled_polymer_melts_and_solutions","Material","Entangled polymer melts and solutions","material","",""
"METH_Brownian_dynamics_simulation","Method","Brownian dynamics simulation","method","",""
"METH_GLaMM_theory_calculations","Method","GLaMM theory calculations","method","",""
"METH_startup_shear_experiments","Method","startup shear experiments","method","",""
"METH_comparison_of_simulation_vs_theory_vs_ex","Method","comparison of simulation vs theory vs experiment","method","",""
"INST_________","Institution","吉林大学物理学院","institution","",""
"P221","Paper","高分子/棒状纳米粒子复合物的分子动力学模拟 (MD Simulation of Polymer/Rod Nanoparticle Composites)","polymer_simulation","2021","高等学校化学学报 (Chemical Journal of Chinese Universities) 2021, Vol. 42, No. 3, 875-883"
"MAT_Polymer_nanocomposites__with_rod_shaped_","Material","Polymer nanocomposites  with rod-shaped nanoparticles in pol","material","",""
"MAT_volume_fractions_0_8__10_","Material","volume fractions 0.8%-10%","material","",""
"METH_shear_flow_analysis","Method","shear flow analysis","method","",""
"METH_chain_structure_analysis__normalized_R_g","Method","chain structure analysis (normalized R_g","method","",""
"METH_gyration_tensor","Method","gyration tensor","method","",""
"METH_orientation_suppression_parameter_","Method","orientation suppression parameter)","method","",""
"METH_tumbling_dynamics_analysis","Method","tumbling dynamics analysis","method","",""
"P222","Paper","高分子黏弹性的经典唯象模型 (Classical Phenomenological Models for Polymer Viscoelasticity)","rheology","2016","高分子学报 (Acta Polymerica Sinica) 2016, No. 6, 688-698"
"METH_Review_of_three_classical_phenomenologic","Method","Review of three classical phenomenological models:","method","",""
"METH_Voigt_Kelvin_model","Method","Voigt-Kelvin model","method","",""
"METH_Boltzmann_superposition_principle_deriva","Method","Boltzmann superposition principle derivation","method","",""
"METH_linear_viscoelasticity_fundamentals","Method","linear viscoelasticity fundamentals","method","",""
"INST______________________________","Institution","中国科学院长春应用化学研究所高分子物理与化学国家重点实验室","institution","",""
"P223","Paper","高分子动力学的单链模型 (Single-Chain Models for Polymer Dynamics)","other","2017","高分子学报 (Acta Polymerica Sinica) 2017, No. 5, 727-737"
"MAT_Polymer_dilute_solutions","Material","Polymer dilute solutions","material","",""
"MAT_linear_and_branched_polymers","Material","linear and branched polymers","material","",""
"METH_Review_of_three_single_chain_models__Rou","Method","Review of three single-chain models: Rouse model","method","",""
"METH_Zimm_model","Method","Zimm model","method","",""
"METH_partially_permeable_sphere_model","Method","partially permeable sphere model","method","",""
"METH_derivation_of_dynamic_equations","Method","derivation of dynamic equations","method","",""
"METH_diffusion_coefficients","Method","diffusion coefficients","method","",""
"METH_intrinsic_viscosity","Method","intrinsic viscosity","method","",""
"P224","Paper","Dynamic reaction-induced phase separation in tunable, adaptive covalent networks","vitrimers","2020","Chemical Science 2020, 11, 5028-5036"
"MAT_benzalcyanoacetate_based_Michael_accepto","Material","benzalcyanoacetate-based Michael-acceptors","material","",""
"MAT_tetrathiol_crosslinker_PTMP","Material","tetrathiol crosslinker PTMP","material","",""
"MAT_catalyst_free","Material","catalyst-free","material","",""
"MAT_room_temperature_dynamic_bonds","Material","room-temperature dynamic bonds","material","",""
"METH_Thia_Michael_reaction_kinetics_control_v","Method","Thia-Michael reaction kinetics control via electro","method","",""
"METH_optical_microscopy_","Method","optical microscopy)","method","",""
"METH_compression_molding_reprocessing","Method","compression molding reprocessing","method","",""
"INST_University_of_Chicago__Pritzker_School_o","Institution","University of Chicago (Pritzker School of Molecular Engineering)","institution","",""
"P225","Paper","Multipotent Elastomers via Tempering of Phase-Separated Dynamic Covalent Networks","vitrimers","2025","ACS Macro Letters 2025, 14, 1728-1734"
"MAT_benzalcyanoacetate__based_Michael_accept","Material","benzalcyanoacetate -based Michael acceptors","material","",""
"MAT_tetrathiol_crosslinkers","Material","tetrathiol crosslinkers","material","",""
"METH_Raman_spectroscopy_for_tM_adduct_quantif","Method","Raman spectroscopy for tM adduct quantification","method","",""
"METH_cyclic_loading_unloading","Method","cyclic loading-unloading","method","",""
"P226","Paper","Accessing pluripotent materials through tempering of dynamic covalent polymer networks","vitrimers","2024","Science 2024, 383, 545-551"
"MAT_ditopic_BCA_Michael_acceptor","Material","ditopic BCA Michael acceptor","material","",""
"MAT_pentaerythritol_tetrakis_tetrathiol_cros","Material","pentaerythritol tetrakis tetrathiol crosslinker","material","",""
"MAT_dithiol_chain_extender","Material","dithiol chain extender","material","",""
"METH_spatial_patterning","Method","spatial patterning","method","",""
"P227","Paper","Flagellar dynamics and entanglement of E. coli bacteria in polymeric hydrogel","hydrogel","2025","Physical Review E 2025, 112, 054404 (Editors' Suggestion)"
"MAT_E__coli_bacteria_with_fluorescently_labe","Material","E. coli bacteria with fluorescently labeled flagella","material","",""
"METH_Site_directed_mutagenesis_for_flagellar_","Method","Site-directed mutagenesis for flagellar labeling","method","",""
"METH_specific_fluorescence_labeling","Method","specific fluorescence labeling","method","",""
"METH_fluorescence_microscopy_for_direct_flage","Method","fluorescence microscopy for direct flagellar visua","method","",""
"METH_shape_quantifiers_and_descriptors_for_fl","Method","shape quantifiers and descriptors for flagella ana","method","",""
"METH_motility_tracking","Method","motility tracking","method","",""
"INST_University_of_Arkansas__Physics","Institution","University of Arkansas (Physics","institution","",""
"P228","Paper","Entropy-Driven Intramolecular Cross-Linking of Polymers near the Solubility Limit","block_copolymer","1021","Macromolecules (DOI: 10.1021/acs.macromol.6c00472)"
"MAT_Single_chain_nanoparticles","Material","Single-chain nanoparticles","material","",""
"MAT_poly__P4VP","Material","poly (P4VP","material","",""
"MAT_60_kDa_","Material","60 kDa)","material","",""
"MAT_phosphotungstic_acid__as_noncovalent_cro","Material","phosphotungstic acid  as noncovalent crosslinker","material","",""
"MAT_homopolymers","Material","homopolymers","material","",""
"MAT_random_copolymers","Material","random copolymers","material","",""
"METH_Dynamic_light_scattering","Method","Dynamic light scattering","method","",""
"METH_transmission_electron_microscopy","Method","transmission electron microscopy","method","",""
"METH_concentration_dependent_cross_linking","Method","concentration-dependent cross-linking","method","",""
"METH_entropy_driven_intramolecular_collapse","Method","entropy-driven intramolecular collapse","method","",""
"P229","Paper","Ionic polymers for bioelectronics","hydrogel","2025","Progress in Polymer Science 2025, 167, 101994"
"MAT_Ionic_polymers__polys","Material","Ionic polymers: polys","material","",""
"MAT_eutectogels","Material","eutectogels","material","",""
"MAT_mixed_ionic_electronic_conducting_polyme","Material","mixed ionic-electronic conducting polymers","material","",""
"METH_Review_of_polymer_design","Method","Review of polymer design","method","",""
"METH_and_characterization_for_bioelectronic_d","Method","and characterization for bioelectronic devices","method","",""
"METH_ion_transport_mechanisms","Method","ion transport mechanisms","method","",""
"METH_device_fabrication__organic_electrochemi","Method","device fabrication (organic electrochemical transi","method","",""
"METH_amperometric_detectors","Method","amperometric detectors","method","",""
"METH_controlled_release_devices","Method","controlled-release devices","method","",""
"METH_neuromorphic_computing_","Method","neuromorphic computing)","method","",""
"P230","Paper","Quaternary tannic acid with improved leachability and biocompatibility for antibacterial medical the","tpu_elastomer","2021","Journal of Materials Chemistry B 2021, 9, 4746-4762"
"MAT_quaternary_tannic_acid____tannic_acid__g","Material","quaternary tannic acid  — tannic acid  grafted with quaterna","material","",""
"METH_Melt_extrusion_blending","Method","Melt extrusion blending","method","",""
"METH_antibacterial_testing__in_vitro","Method","antibacterial testing (in vitro","method","",""
"METH_flow_state","Method","flow state","method","",""
"METH_in_vivo_","Method","in vivo)","method","",""
"METH_biocompatibility_testing","Method","biocompatibility testing","method","",""
"METH_mechanical_property_characterization","Method","mechanical property characterization","method","",""
"METH_dissolution_rate_measurement","Method","dissolution rate measurement","method","",""
"P231","Paper","Effect of stereochemical constraints on the structural properties of folded proteins","polymer_simulation","2025","Physical Review E 2025, 112, 054405 (Editors' Suggestion)"
"MAT_Folded_proteins","Material","Folded proteins","material","",""
"MAT_coarse_grained_protein_models","Material","coarse-grained protein models","material","",""
"METH_Collapse_simulations_of_coarse_grained_m","Method","Collapse simulations of coarse-grained models with","method","",""
"METH_structural_analysis__R_g","Method","structural analysis (R_g","method","",""
"METH_fraction_of_core_amino_acids_f_core","Method","fraction of core amino acids f_core","method","",""
"METH_packing_fraction__","Method","packing fraction φ","method","",""
"METH_structure_factor_S_","Method","structure factor S)","method","",""
"METH_comparison_with_x_ray_crystal_structures","Method","comparison with x-ray crystal structures","method","",""
"INST_Yale_University__Mechanical_Engineering","Institution","Yale University (Mechanical Engineering","institution","",""
"P232","Paper","Geometry of disordered porous environments regulates cell migration","other","2026","Physical Review E 2026, 113, 014407 (Editors' Suggestion)"
"MAT_Extracellular_matrix__porous_environment","Material","Extracellular matrix  porous environments","material","",""
"MAT_computational_cell_migration_models","Material","computational cell migration models","material","",""
"METH_3D_cellular_Potts_model_with_amoeboid_li","Method","3D cellular Potts model with amoeboid-like cell sh","method","",""
"METH_computational_modeling_and_theory","Method","computational modeling and theory","method","",""
"METH_motility_regime_analysis","Method","motility regime analysis","method","",""
"METH_transport_property_calculations","Method","transport property calculations","method","",""
"INST_European_Molecular_Biology_Laboratory__E","Institution","European Molecular Biology Laboratory (EMBL)","institution","",""
"P233","Paper","Tough hydrogels enabled by transient entanglements","hydrogel","2026","Nature Communications 2026 (DOI: 10.1038/s41467-026-70194-9)"
"METH_Network_design_with_dangling_chains_for_","Method","Network design with dangling chains for transient ","method","",""
"METH_toughness_","Method","toughness)","method","",""
"METH_comparison_with_permanently_trapped_enta","Method","comparison with permanently trapped entanglements","method","",""
"INST_Sichuan_University__State_Key_Laboratory","Institution","Sichuan University (State Key Laboratory of Advanced Polymer Materials)","institution","",""
"P234","Paper","In Situ Visualization of Microphase Separation in High-Performance Hyperbranched Polyurethane","polymer_crystallization","1021","Macromolecules (DOI: 10.1021/acs.macromol.5c02875)"
"MAT_hyperbranched_poly__as_dual_function_mac","Material","hyperbranched poly  as dual-function macromonomer","material","",""
"METH_Fluorescence_spectroscopy__cluster_trigg","Method","Fluorescence spectroscopy (cluster-triggered emiss","method","",""
"METH_through_space_conjugation_TSC_","Method","through-space conjugation TSC)","method","",""
"METH_quantum_yield_measurement","Method","quantum yield measurement","method","",""
"METH_in_situ_fluorescence_visualization_of_ph","Method","in situ fluorescence visualization of phase separa","method","",""
"CONC_Fluorescence","Concept","Fluorescence","concept","",""
"P235","Paper","Recent Advances in Dielectric Elastomer Actuators: Materials, Structures, and Applications","hydrogel","1021","ACS Materials Letters (DOI: 10.1021/acsmaterialslett.6c00113)"
"MAT_silicone","Material","silicone","material","",""
"MAT_compliant_electrodes__carbon_grease","Material","compliant electrodes (carbon grease","material","",""
"METH_Review_of_materials","Method","Review of materials","method","",""
"METH_Maxwell_stress_analysis___","Method","Maxwell stress analysis ²)","method","",""
"METH_polymer_network_engineering","Method","polymer network engineering","method","",""
"METH_functional_component_incorporation","Method","functional component incorporation","method","",""
"P236","Paper","Dynamic Covalent Oleogel with Mechanical Force-Induced Reversible Phase Transition for Self-Adaptive","vitrimers","2025","Advanced Functional Materials 2025, 35, 2501417"
"MAT_Poly___oleogels","Material","Poly ) oleogels","material","",""
"MAT_thioctic_acid____natural_small_molecule_","Material","thioctic acid  — natural small molecule with disulfide bonds","material","",""
"MAT_dynamic_disulfide_covalent_networks","Material","dynamic disulfide covalent networks","material","",""
"MAT_various_common_oils_as_gelation_media","Material","various common oils as gelation media","material","",""
"METH_Ring_opening_polymerization__of_thioctic","Method","Ring-opening polymerization  of thioctic acid","method","",""
"METH_thermally_stimulated_polymerization","Method","thermally stimulated polymerization","method","",""
"METH_tribological_testing","Method","tribological testing","method","",""
"METH_mechanical_force_induced_phase_transitio","Method","mechanical force-induced phase transition characte","method","",""
"METH_H_bonding_and_Al_carboxylate_coordinatio","Method","H-bonding and Al-carboxylate coordination crosslin","method","",""
"INST_Lanzhou_Institute_of_Chemical_Physics","Institution","Lanzhou Institute of Chemical Physics","institution","",""
"P237","Paper","Unexpected strong paramagnetism of hydrogels containing carbon-oxygen double bonds induced by calciu","hydrogel","2025","Nature Materials 2025 (DOI: 10.1038/s41563-025-02477-3)"
"MAT_N_isopropyl_acrylamide","Material","N-isopropyl acrylamide","material","",""
"MAT_sodium_hyaluronate","Material","sodium hyaluronate","material","",""
"MAT_calcium_cations","Material","calcium cations","material","",""
"METH_SQUID_magnetometry","Method","SQUID magnetometry","method","",""
"METH_inductively_coupled_plasma_mass_spectrom","Method","inductively coupled plasma mass spectrometry","method","",""
"METH_computational_modeling","Method","computational modeling","method","",""
"METH_MRI_contrast_agent_testing","Method","MRI contrast agent testing","method","",""
"METH_magnetic_drug_delivery_demonstration","Method","magnetic drug delivery demonstration","method","",""
"INST_Multiple_Chinese_institutions__Shanghai_","Institution","Multiple Chinese institutions (Shanghai Institute of Applied Physics CAS","institution","",""
"P238","Paper","Synergy between dynamic covalent boronic ester and boron-nitrogen coordination: strategy for self-he","tpu_elastomer","2021","Materials Horizons 2021, 8, 216"
"MAT_dynamic_covalent_boronic_ester_bonds","Material","dynamic covalent boronic ester bonds","material","",""
"MAT_boron_nitrogen__coordination","Material","boron-nitrogen  coordination","material","",""
"MAT_chain_extenders_containing_boron_and_nit","Material","chain extenders containing boron and nitrogen","material","",""
"METH_Boronic_ester_transesterification","Method","Boronic ester transesterification","method","",""
"METH_B_N_coordination_characterization","Method","B-N coordination characterization","method","",""
"METH_self_healing_efficiency_measurement","Method","self-healing efficiency measurement","method","",""
"METH_surface_wetting_for_accelerated_healing","Method","surface wetting for accelerated healing","method","",""
"INST_Hefei_University_of_Technology__Departme","Institution","Hefei University of Technology (Department of Polymer Science and Engineering)","institution","",""
"P239","Paper","Dynamic Boronate Ester Chemistry Facilitating 3D Printing Interlayer Adhesion and Modular 4D Printin","shape_memory","2025","Advanced Functional Materials 2025, 35, 2501417"
"MAT_dynamic_boronate_ester_bonds","Material","dynamic boronate ester bonds","material","",""
"METH_boronate_bond_exchange_for_interlayer_ad","Method","boronate bond exchange for interlayer adhesion","method","",""
"METH_shape_memory_effect_for_4D_printing","Method","shape memory effect for 4D printing","method","",""
"CONC_4D_Printing","Concept","4D Printing","concept","",""
"INST_Zhejiang_Sci_Tech_University","Institution","Zhejiang Sci-Tech University","institution","",""
"P240","Paper","Programmable Liquid Crystal Elastomers Via Magnetic Field Assisted Oligomerization","rheology","2025","Advanced Functional Materials 2025, 35, 2501417"
"MAT_liquid_crystal_oligomers","Material","liquid crystal oligomers","material","",""
"MAT_mesogens_with_positive_diamagnetic_aniso","Material","mesogens with positive diamagnetic anisotropy","material","",""
"METH_Magnetic_field_alignment_during_thio_Mic","Method","Magnetic field alignment during thio-Michael polya","method","",""
"METH_photo_crosslinking","Method","photo-crosslinking","method","",""
"METH_nematic_phase_characterization","Method","nematic phase characterization","method","",""
"METH_actuation_testing__radial_contraction_ex","Method","actuation testing (radial contraction/expansion","method","",""
"METH_thickness_contraction","Method","thickness contraction","method","",""
"METH_bending_","Method","bending)","method","",""
"INST_Institut_Charles_Gerhardt_Montpellier__I","Institution","Institut Charles Gerhardt Montpellier (ICGM)","institution","",""
"P241","Paper","基于π-π堆积作用的磁性(聚)离子液体的合成与性能 (Synthesis and Properties of Magnetic (Poly)Ionic Liquids based on π-π Sta","ionic_material","2020","PhD Dissertation, 2020"
"MAT_ROMP_derived_magnetic_polys","Material","ROMP-derived magnetic polys","material","",""
"MAT_biphenyl_and_pyrene_____stacking_units","Material","biphenyl and pyrene π-π stacking units","material","",""
"MAT_azobenzene_photoresponsive_units","Material","azobenzene photoresponsive units","material","",""
"MAT_perylene_diimide_derivatives","Material","perylene diimide derivatives","material","",""
"METH_Ring_opening_metathesis_polymerization","Method","Ring-opening metathesis polymerization","method","",""
"METH_post_modification","Method","post-modification","method","",""
"METH_ZFC_FC_measurements","Method","ZFC-FC measurements","method","",""
"METH_UV_vis_photoresponse_testing","Method","UV-vis photoresponse testing","method","",""
"INST________________Tianjin_University_","Institution","天津大学材料科学与工程学院 (Tianjin University)","institution","",""
"P242","Paper","Gel-Based Ionic Circuits","hydrogel","2025","Chemical Reviews 2025, 125, 8956-9011 (special issue "Tough Gels")"
"MAT_ionic_conductors","Material","ionic conductors","material","",""
"MAT_ionic_resistors","Material","ionic resistors","material","",""
"MAT_capacitors","Material","capacitors","material","",""
"MAT_memristors","Material","memristors","material","",""
"MAT_transistors","Material","transistors","material","",""
"MAT_bipolar_junction_transistors","Material","bipolar junction transistors","material","",""
"MAT_TENGs","Material","TENGs","material","",""
"METH_Review_of_gel_based_ionic_circuit_fundam","Method","Review of gel-based ionic circuit fundamentals","method","",""
"METH_materials_strategies","Method","materials strategies","method","",""
"METH_and_device_architectures","Method","and device architectures","method","",""
"METH_electrochemical_processes","Method","electrochemical processes","method","",""
"METH_device_integration","Method","device integration","method","",""
"P243","Paper","Self-healing and hyperelastic magneto-iono-elastomers through molecular confinement of magnetic anio","self_healing","2025","Science Advances 2025"
"MAT_urethane_group_based_polymer_matrix","Material","urethane group-based polymer matrix","material","",""
"MAT_potential_hydrogen_bonds__and_metal_coor","Material","potential hydrogen bonds  and metal-coordination bonds","material","",""
"METH_MIL_loading_optimization","Method","MIL loading optimization","method","",""
"METH_self_healing_","Method","self-healing)","method","",""
"METH_magnetization_characterization","Method","magnetization characterization","method","",""
"P244","Paper","Polyelectrolyte elastomer-based ionotronic sensors with multi-mode sensing capabilities via multi-ma","hydrogel","2023","Nature Communications 2023, 14, 4853"
"MAT_DLP_based_3D_printing_materials","Material","DLP-based 3D printing materials","material","",""
"METH_photo_polymerizable_ionic_monomer_synthe","Method","photo-polymerizable ionic monomer synthesis","method","",""
"METH_capacitive_sensor_design","Method","capacitive sensor design","method","",""
"METH_drone_remote_control_demonstration","Method","drone remote control demonstration","method","",""
"INST_Southern_University_of_Science_and_Techn","Institution","Southern University of Science and Technology (SUSTech)","institution","",""
"P245","Paper","Enhanced Mechanical Properties of Polyurethane Ionogels by Synergistic Interaction of Phase-Locking ","ionic_material","","Small (DOI: small-journal.com)"
"MAT_PUCD_IL__vs_PUCB_IL","Material","PUCD/IL  vs PUCB/IL","material","",""
"METH_Swelling_strategy_for_IL_incorporation","Method","Swelling strategy for IL incorporation","method","",""
"METH_capacitive_sensor_fabrication","Method","capacitive sensor fabrication","method","",""
"METH_human_movement_monitoring","Method","human movement monitoring","method","",""
"INST_South_China_University_of_Technology__Sc","Institution","South China University of Technology (School of Materials Science and Engineerin","institution","",""
"P246","Paper","Transparent, flexible, and paramagnetic ionogels based on PMMA and the iron-based ionic liquid [Bmim","ionic_material","2010","Journal of Materials Chemistry 2010 (DOI: 10.1039/c0jm01733g)"
"MAT_various_other_ILs_for_comparison","Material","various other ILs for comparison","material","",""
"METH_UV_Vis_spectroscopy","Method","UV/Vis spectroscopy","method","",""
"METH_magnetic_property_characterization","Method","magnetic property characterization","method","",""
"METH_thermal_stability_analysis","Method","thermal stability analysis","method","",""
"P247","Paper","Energy Applications of Ionic Liquids: Recent Developments and Future Prospects","ionic_material","2023","Chemical Reviews 2023, 123, 12170-12253 (virtual special issue "Ionic Liquids for Diverse Applications")"
"MAT_dual_ion","Material","dual-ion","material","",""
"MAT_redox_flow_","Material","redox flow)","material","",""
"MAT_supercapacitors","Material","supercapacitors","material","",""
"MAT_thermoelectric_cells","Material","thermoelectric cells","material","",""
"MAT_CO__electroreduction","Material","CO₂ electroreduction","material","",""
"MAT_H__production","Material","H₂ production","material","",""
"MAT_heat_transfer_fluids","Material","heat transfer fluids","material","",""
"MAT_phase_change_materials","Material","phase-change materials","material","",""
"MAT_CO__capture_conversion","Material","CO₂ capture/conversion","material","",""
"METH_Comprehensive_review_of_IL_structures_pr","Method","Comprehensive review of IL structures/properties","method","",""
"METH_electrolyte_design__liquid","Method","electrolyte design (liquid","method","",""
"METH_quasi_solid","Method","quasi-solid","method","",""
"METH_solid_state_","Method","solid-state)","method","",""
"METH_electrochemical_characterization","Method","electrochemical characterization","method","",""
"METH_thermal_analysis","Method","thermal analysis","method","",""
"P248","Paper","Theory and Simulations of Ionic Liquids in Nanoconfinement","ionic_material","2023","Chemical Reviews 2023, 123, 6668-6715"
"MAT_nanoporous_electrodes__supercapacitors","Material","nanoporous electrodes (supercapacitors","material","",""
"MAT_batteries_","Material","batteries)","material","",""
"MAT_confined_IL_lubricants","Material","confined IL lubricants","material","",""
"METH_Theoretical_models__lattice_models","Method","Theoretical models (lattice models","method","",""
"METH_off_lattice_models","Method","off-lattice models","method","",""
"METH_Schmickler_s_model","Method","Schmickler's model","method","",""
"METH_mean_field_continuum_","Method","mean-field continuum)","method","",""
"METH_molecular_simulations","Method","molecular simulations","method","",""
"METH_equivalent_circuit_models","Method","equivalent circuit models","method","",""
"METH_statistical_mechanics","Method","statistical mechanics","method","",""
"P249","Paper","Lyotropic Microphase Separation in Aqueous Solutions of Double Sulfobetaine Diblock Copolymers Induc","block_copolymer","1021","Macromolecules (DOI: 10.1021/acs.macromol.5c01463)"
"MAT_poly_2__N_2_methacryloyloxyethyl_N","Material","poly(2-(N-2-methacryloyloxyethyl-N","material","",""
"MAT_N_dimethyl_ammonioethanesulfonate_","Material","N-dimethyl)ammonioethanesulfonate)","material","",""
"MAT_poly_4__N_2_methacryloyloxyethyl_N","Material","poly(4-(N-2-methacryloyloxyethyl-N","material","",""
"MAT_N_dimethyl_ammoniobutanesulfonate_","Material","N-dimethyl)ammoniobutanesulfonate)","material","",""
"METH_fractional_precipitation","Method","fractional precipitation","method","",""
"METH_phase_behavior_characterization_as_funct","Method","phase behavior characterization as function of pol","method","",""
"P250","Paper","Polymer Network Diffusion in Charged Gels","ionic_material","2024","(Preprint/Article, 2024)"
"MAT_Charged_polymer_gels_with_immobilized_io","Material","Charged polymer gels with immobilized ionic species","material","",""
"MAT_model_gels_with_controlled_network_struc","Material","model gels with controlled network structure","material","",""
"METH_Dynamic_light_scattering__for_collective","Method","Dynamic light scattering  for collective diffusion","method","",""
"METH_tunable_model_polymer_network_synthesis","Method","tunable model polymer network synthesis","method","",""
"METH_decomposition_of_diffusion_into_mixing__","Method","decomposition of diffusion into mixing  and elasti","method","",""
"METH_Donnan_equilibrium_analysis","Method","Donnan equilibrium analysis","method","",""
"INST_The_University_of_Tokyo__Department_of_B","Institution","The University of Tokyo (Department of Bioengineering","institution","",""
