paper_id,english_safe_file_name,original_file_name,title,authors,journal,year,DOI,keywords,research_field,material_system,core_topic,preliminary_category,readable_status,notes
P200,P200_unidentified.pdf,acs.macromol.0c01436.pdf,pubs.acs.org/Macromolecules Article,"Luwei Lu, Haoqi Zhu, Yuyuan Lu, Lijia An, and Liang Dai",Macromolecules,2020,10.1021/acs.macromol.0c01436,,,,,rheology,readable,
P201,P201_unidentified.pdf,acs.macromol.2c00288.pdf,pubs.acs.org/Macromolecules Article,"Zhenhua Wang, Ruishu Wang, Yuyuan Lu, Lijia An, An-Chang Shi, and Zhen-Gang Wang",Macromolecules,2022,10.1021/acs.macromol.2c00288,,,,,rheology,readable,
P202,P202_unidentified.pdf,acsmacrolett.1c00518.pdf,pubs.acs.org/macroletters Letter,"Yongjin Ruan, Yuyuan Lu, Lijia An, and Zhen-Gang Wang",Polymer,2021,10.1021/acsmacrolett.1c00518,,,,,rheology,readable,
P203,P203_unidentified.pdf,cr068040u.pdf,"206 Chem.Rev.2008,108,206- 237","206 Chem.Rev.2008,108,206- 237",Science,2008,10.1021/cr068040uCCC:$71.00,,,,,rheology,readable,
P204,P204_unidentified.pdf,jp0632790.pdf,"23502 J. Phys. Chem. B 2006, 110, 23502-23506","23502 J. Phys. Chem. B 2006, 110, 23502-23506",Science,2006,10.1021/jp0632790,,,,,rheology,readable,
P205,P205_unidentified.pdf,s10118-017-1915-8.pdf,"Chinese Journal of Polymer Science Vol. 35, No. 7, (2017), 874−886 Chinese Journal of Polymer Science","Chinese Journal of Polymer Science Vol. 35, No. 7, (2017), 874−886 Chinese Journal of Polymer Science",Science,2017,10.1007/s10118-017-1915-8,,,,,rheology,readable,
P206,P206_unidentified.pdf,s10118-020-2487-6.pdf,Chinese Journal of,"Chinese J. Polym. Sci. 2021, 39, 387–396",Science,2021,10.1007/s10118-020-2487-6,,,,,rheology,readable,
P207,P207_unidentified.pdf,s41467-024-55177-y.pdf,All-polymer piezo-ionic-electric electronics,"Received:10July2024 TianpeiXu1,LongJin 1 ,YongAo1,JielingZhang1,YueSun1,ShenglongWang1,",Polymer,2024,10.1038/s41467-024-55177-y,,,,,rheology,readable,
P208,P208_unidentified.pdf,光热响应液晶弹性体纤维的粘弹性动力学.pdf,RESEARCH ARTICLE,"Shihao Xu, Zhixiu Hao,* Xindong Chen, Chao Wan, Li Yu, and Xi-Qiao Feng*",,2024,10.1002/adfm.202311425,,,,,rheology,readable,
P209,P209_unidentified.pdf,具有动态醚键的可回收硫醇-烯网络的设计：蠕变和动力学的规律.pdf,pubs.acs.org/Macromolecules Article,"Pawan Kumar, # Rahul Patwal, # and Ramkrishna Sarkar*",Macromolecules,2025,10.1021/acs.macromol.5c02805,,,,,rheology,readable,
P210,P210_unidentified.pdf,嵌段共聚物增容剂对不相容均...体系相行为和界面性质的影响_王健.pdf,第3期 高 分 子 学 报 No．3,,,1991,10.11777/j．issn1000-3304.2016．15340,,,,,rheology,readable,
P211,P211_unidentified.pdf,抗蠕变 缠结.pdf,RESEARCH ARTICLE,"Le Yao, Yi Huang, Guoqing Chen, Ziqian Zhou, He Zhu, Qi Zhang,* and Shiping Zhu*",Polymer,2025,10.1002/adma.202513105,,,,,rheology,readable,
P212,P212_unidentified.pdf,松弛聚合介质理论的新方法.pdf,A New Approach to the Theory of,,Polymer,2004,10.1063/1.1724109,,,,,rheology,readable,
P213,P213_unidentified.pdf,滑联理论预测纠缠的星形分支弛豫与管模型预测明显不同.pdf,pubs.acs.org/Macromolecules Article,"Maria Katzarova,* Diego Becerra, Andrés Córdoba, Konstantin Taletskiy, and Jay D. Schieber*",Macromolecules,2025,10.1021/acs.macromol.5c01583,,,,,rheology,readable,
P214,P214_unidentified.pdf,物理交联网络的粘弹性第 2 部分：动态机械模量.pdf,"Journal of Non-Newtonian Fluid Mechanics, 43 (1992) 273-288 273","Cavendish Laboratory, Madingley Road, Cambridge CB3 OHE (UK)",Science,1992,,,,,,rheology,readable,
P215,P215_unidentified.pdf,管子模型_阮永金.pdf,第 12 期 高 分 子 学 报 No. 12,,Polymer,2018,10.11777/j.issn1000-3304.2018.18172,,,,,rheology,readable,
P216,P216_unidentified.pdf,聚合物动力学的统一记忆核：广义朗之万方程中流体力学与排除体积效应的耦合.pdf,pubs.acs.org/Macromolecules Article,"Xiaofei Tian, † Qinhang Liu, † Zhi-Chao Yan, Tongfei Shi, and Jizhong Chen*",Macromolecules,2025,10.1021/acs.macromol.5c01796,,,,,rheology,readable,
P217,P217_unidentified.pdf,聚合物弹性体材料应力-应变关系的理论研究_丁芳.pdf,"第 50 卷 第 12 期 高 分 子 学 报 Vol. 50, No. 12","丁 芳1, 3 张 欢1, 3 丁明明2, 3 石彤非2, 3 李云琦1, 3** 安立佳2, 3",Polymer,2019,10.11777/j.issn1000-3304.2019.19132,,,,,rheology,readable,
P218,P218_unidentified.pdf,近平衡态与快速启动剪切下缠结高分子流体流变行为研究_刘冬梅.pdf,第7期 高 分 子 学 报 No．7,,,2015,10.11777/j．issn1000-3304.2015．15055,,,,,rheology,readable,
P219,P219_unidentified.pdf,通过耗散粒子动力学模拟的蠕虫状胶束溶液的稳态拉伸粘度.pdf,pubs.acs.org/Macromolecules Article,"Yusuke Koide,* Takato Ishida, Takashi Uneyama, and Yuichi Masubuchi",Macromolecules,2025,10.1021/acs.macromol.5c01993,,,,,rheology,readable,
P220,P220_unidentified.pdf,链缠结对聚合离子液体流变和力学行为的影响.pdf,pubs.acs.org/Macromolecules Article,"Gang Liu, Ronald G. Larson, Lei Li, Huan Luo, Xi He, Yanhua Niu,* and Guangxian Li*",Macromolecules,1998,10.1021/acs.macromol.2c02586,,,,,rheology,readable,
P221,P221_unidentified.pdf,高分子_棒状纳米粒子复合物的分子动力学模拟_刘爱清.pdf,高 等 学 校 化 学 学 报,,,2021,10.7503/cjcu20200593,,,,,rheology,readable,
P222,P222_unidentified.pdf,高分子动力学的单链模型_阮永金.pdf,第5期 高 分 子 学 报 No. 5,,Polymer,2017,10.11777/j.issn1000-3304.2017.16320,,,,,rheology,readable,
P223,P223_unidentified.pdf,高分子黏弹性的经典唯象模型_卢宇源.pdf,第6期 高 分 子 学 报 No．6,,Polymer,2016,10.11777/j．issn1000-3304.2016．16108,,,,,rheology,readable,
P224,P224_unidentified.pdf,d0sc00605j.pdf,EDGE ARTICLE,"Citethis:Chem.Sci.,2020,11,5028",Nature,2020,10.1039/d0sc00605j,,,,,adaptive_network,readable,
P225,P225_unidentified.pdf,multipotent-elastomers-via-tempering-of-phase-separated-dynamic-covalent-networks.pdf,pubs.acs.org/macroletters Letter,"Nicholas R. Boynton, Camaryn M. Bennett, Trevor D. Hagan, Gabrielle R. Solymosy,",Polymer,2025,10.1021/acsmacrolett.5c00653,,,,,elastomer,readable,
P226,P226_unidentified.pdf,science.adi5009.pdf,"MATERIALS SCIENCE (DRIPS)process(31,32).Theequilibriumcon-","NicholasR.Boynton1,JosephM.Dennis2,NeilD.Dolinski1,CharlieA.Lindberg1, electron-withdrawingsubstituents(–NO 2 ).Given",Nature,2024,,,,,,adaptive_network,readable,
P227,P227_unidentified.pdf,溶解度极限附近聚合物的熵驱动分子内交联.pdf,pubs.acs.org/Macromolecules Article,"Xueqing Liu, Yunhui Wen, Shuailong Li, Zhiqin Xia, Xin Li, Peifan Li, and Shaowei Shi*",Macromolecules,2026,10.1021/acs.macromol.6c00472,,,,,other,readable,
P228,P228_unidentified.pdf,大肠杆菌在聚合物水凝胶中的鞭毛动力学与缠结.pdf,"PHYSICAL REVIEW E 112,054404(2025)","DikshaShrestha ,1,2DeborahOkyere,3,4SamMortenson,1JingyiChen,3,4andYongWang 1,2,4,*",Science,2025,10.1103/yf26-83jl,,,,,biophysics,readable,
P229,P229_unidentified.pdf,无序多孔环境的几何结构调控细胞迁移.pdf,"PHYSICAL REVIEW E 113,014407(2026)","LaeschkirWürthner 1,2,*andFrederikGraw 2,3,4,†",Physical Review,2026,10.1103/hvtd-qwp1,,,,,biophysics,readable,
P230,P230_unidentified.pdf,立体化学对折叠蛋白质结构特性的影响.pdf,"PHYSICAL REVIEW E 112,054405(2025)","JackA.Logan ,1,*JacobSumner ,2,3,*AlexT.Grigas ,2,3MarkD.Shattuck ,4andCoreyS.O’Hern 5,2,3,6,7",Small,2025,10.1103/9wf9-ywhw,,,,,biophysics,readable,
P231,P231_unidentified.pdf,生物电子学用离子聚合物.pdf,Progress in Polymer Science 167 (2025) 101994,"Ilaria Abdel Aziz a, David Mecerreyes a , b , ∗",Science,2025,10.1016/j.progpolymsci.2025.101994,,,,,hydrogel,readable,
P232,P232_unidentified.pdf,生物相容性.pdf,Materials Chemistry B,"Cite this: J. Mater. Chem. B, 2021, thermoplastic polyurethane catheters",Journal of Materials Chemistry,2021,10.1039/d1tb00227a,,,,,polyurethane,readable,
P233,P233_unidentified.pdf,由瞬时缠结增强的坚韧水凝胶.pdf,ARTICLE IN PRESS,"Received: 14 January 2025 Zhaoyang Yuan, Zhenxing Cao, Hao Wang, Haitao Wu, Jing Zheng, Rongchun Zhang &",Nature,2025,10.1038/s41467-026-70194-9,,,,,hydrogel,readable,
P234,P234_unidentified.pdf,电介质弹性体致动器：材料、结构和应用中的最新进展.pdf,www.acsmaterialsletters.org Review,"Junbo Peng, § Luohui Zhou, § Ofoq Normahmedov, Xudong Liang,* and Ye Shi*",Nature,2021,10.1021/acsmaterialslett.6c00113,,,,,elastomer,readable,
P235,P235_unidentified.pdf,相当标准的大分子写作.pdf,pubs.acs.org/Macromolecules Article,"Jingyuan Wei, Yufei Zhang, Huan Ma, Jia Li, Junzhuo Cheng, Haotian Ma, Shenggui Du, Kai Cheng,",Macromolecules,2025,10.1021/acs.macromol.5c02875,,,,,polyurethane,readable,
P236,P236_unidentified.pdf,硫辛酸离子交联.pdf,RESEARCH ARTICLE,"Ao Xie, Jiaying Zhang, Xin-Gang Wang,* Xiaopeng Ruan, Luyao Bao, Hao-Zhe Xu,",Polymer,2025,10.1002/adfm.202501417,,,,,hydrogel,readable,
P237,P237_unidentified.pdf,硼酸酯_形状记忆.pdf,RESEARCH ARTICLE,"Wenjun Peng, Hanxin Xia, Jingjun Wu, Zizheng Fang,* and Xianming Zhang*",,2025,10.1002/adfm.202503682,,,,,other,readable,
P238,P238_unidentified.pdf,硼酸酯_自修复聚氨酯.pdf,COMMUNICATION,"Citethis:Mater.Horiz.,2021, self-healing polyurethane elastomers at room",Polymer,2021,10.1039/d0mh01142h,,,,,polyurethane,readable,
P239,P239_unidentified.pdf,碳-氧双键水凝胶中钙离子诱导的意外强顺磁性.pdf,nature materials,"Received: 7 January 2025 Ruoyang Chen 1,11, Yue-Yu Zhang 2,3,11, Xing Huang 2,4,11, Liping Wang2,11,",Nature,2025,10.1038/s41563-025-02477-3,,,,,hydrogel,readable,
P240,P240_unidentified.pdf,磁场介导抗磁液晶排列.pdf,RESEARCH ARTICLE,"Rakine Mouhoubi, Vincent Lapinte, and Sébastien Blanquer*",,2025,10.1002/adfm.202424400,,,,,elastomer,readable,
P241,P241_unidentified.pdf,离子凝胶电路.pdf,This article is licensed under CC-BY 4.0,"Hyunjae Yoo, § Yun Hyeok Lee, § Min-Gyu Lee, § and Jeong-Yun Sun*",Nature,2025,10.1021/acs.chemrev.5c00245,,,,,other,readable,
P242,P242_unidentified.pdf,一种离子液体.pdf,Polyelectrolyte elastomer-based ionotronic,"Received:30November2022 CaicongLi1,2,4,JianxiangCheng1,3,4,YunfengHe 1,2,4,XiangnanHe1,3,ZiyiXu1,2,",Polymer,2023,10.1038/s41467-023-40583-5,,,,,ionic_liquid,readable,
P243,P243_unidentified.pdf,基于π-π堆积作用的磁性（聚）离子液体的合成与性能.pdf,基于 π-π 堆积作用的磁性(聚)离子液体的,,,2020,,,,,,ionic_liquid,readable,
P244,P244_unidentified.pdf,磁性离子凝胶.pdf,Science AdvAnceS | ReSeAR ch AR ticle,"Xuan Zhang1, Lishu Zhang2, Meilin Liu1, Chin Boon Chng1, Eddy Pang Yi Ler1,3, Jinrun Zhou1, Science. no claim to",Science,2025,,,,,,ionic_liquid,readable,
P245,P245_unidentified.pdf,磁性离子液体.pdf,PAPER www.rsc.org/materials | JournalofMaterials Chemistry,"Transparent, flexible, and paramagnetic ionogels based on PMMA and the",,2010,10.1039/c0jm01733g,,,,,ionic_liquid,readable,
P246,P246_unidentified.pdf,离子二醇合成.pdf,RESEARCH ARTICLE,"Wanjiang Li, Chuhao Ma, Shaoji Wu, Xulian Hu, Zhao Liu, and Yurong Yan*",Polymer,2025,10.1002/smll.202503699,,,,,ionic_liquid,readable,
P247,P247_unidentified.pdf,离子液体在能源领域的应用：最新进展与未来展望.pdf,pubs.acs.org/CR Review,"Longgang Sun, Yongxin Hu, Hao Lyu, Zihao Wang, Zhen Song,",Chemical Reviews,2023,10.1021/acs.chemrev.3c00391,,,,,ionic_liquid,readable,
P248,P248_unidentified.pdf,纳米受限环境中离子液体的理论与模拟.pdf,pubs.acs.org/CR Review,"Svyatoslav Kondrat,* Guang Feng,* Fernando Bresme,* Michael Urbakh,* and Alexei A. Kornyshev*",Nanoscale,2023,10.1021/acs.chemrev.2c00728,,,,,ionic_liquid,readable,
P249,P249_unidentified.pdf,聚合和胶体离子液体 —— 合成与应用.pdf,pubs.acs.org/CR Review,"Qi Li, Feng Yan, and John Texter*",Science,2024,10.1021/acs.chemrev.3c00429,,,,,ionic_liquid,readable,
P250,P250_unidentified.pdf,2401.17551.pdf,Polymer Network Diffusion in Charged Gels,"Shoei Sano,1 Takashi Yasuda,1 Takeshi Fujiyabu,1 Naoyuki Sakumichi,2, and Takamasa Sakai2,",Polymer,2024,,,,,,ionomer,readable,
P251,P251_unidentified.pdf,AFM离子皮肤设计.pdf,www.afm-journal.de,"Electronicskins(E-skins),whichareintelligentextensionsofthehumanskin, ing of two main parts: the function part",,2023,10.1002/adfm.202306793,,,,,ionomer,readable,
P252,P252_unidentified.pdf,SAXS看相分离形貌(甜菜碱错配相分离).pdf,pubs.acs.org/Macromolecules Article,"Yuji Higaki,* Yasuhiro Eguchi, Takumi Masuda, and Yuri Mitsunobu",Macromolecules,2025,10.1021/acs.macromol.5c01463,,,,,ionomer,readable,
P253,P253_unidentified.pdf,gel-based-ionic-circuits.pdf,This article is licensed under CC-BY 4.0,"Hyunjae Yoo, § Yun Hyeok Lee, § Min-Gyu Lee, § and Jeong-Yun Sun*",Nature,2025,10.1021/acs.chemrev.5c00245,,,,,ionomer,readable,
P254,P254_unidentified.pdf,science与状态无关的离子电导率.pdf,assembles into a lattice that contains numerous energetically near-,"equivalent sites (11, 12) to accommodate its counterion, while still",,2025,,,,,,ionomer,readable,
P255,P255_unidentified.pdf,为聚电解质复杂材料制定设计规则：聚电解质长度、带电基团与主链的作用.pdf,pubs.acs.org/Macromolecules Article,"Role of Polyelectrolyte Length, Charged Group, and Backbone",Macromolecules,2026,10.1021/acs.macromol.6c00009,,,,,ionomer,readable,
P256,P256_unidentified.pdf,从离子导电基本原理.pdf,pubs.acs.org/Macromolecules Perspective,"CiteThis:Macromolecules2020,53,4141−4157 ReadOnline",Macromolecules,2020,10.1021/acs.macromol.9b02742,,,,,ionomer,readable,
P257,P257_unidentified.pdf,具有抗衡阴离子介导的机械性能的高性能聚乙烯离聚物基热塑性弹性体.pdf,pubs.acs.org/Macromolecules Article,"Jun Zhang, # Xiaohui Mao, # Zhe Ma, Li Pan,* Bin Wang, and Yuesheng Li*",Macromolecules,2023,10.1021/acs.macromol.3c00066,,,,,ionomer,readable,
P258,P258_unidentified.pdf,分子运动、离子运动和可移动离子浓度在聚(环氧乙烷)基聚氨酯离子聚合物中.pdf,"Macromolecules2008,41,5723-5728 5723","Macromolecules2008,41,5723-5728 5723",Science,2008,10.1021/ma800263bCCC:$40.75,,,,,ionomer,readable,
P259,P259_unidentified.pdf,刷状聚合物网络性质.pdf,PUBLISHEDONLINE:30NOVEMBER2015|DOI:10.1038/NMAT4508,"WilliamF.M.Daniel1,JoannaBurdyńska2,MohammadVatankhah-Varnoosfaderani1,",Macromolecules,2016,10.1038/NMAT4508,,,,,ionomer,readable,
P260,P260_unidentified.pdf,单体极性对聚醚电解质的聚合物动力学、玻璃化转变及离子电导率的影响.pdf,This article is licensed under CC-BY 4.0,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",Macromolecules,2025,10.1021/acs.macromol.5c02520,,,,,ionomer,readable,
P261,P261_unidentified.pdf,受限通道中依赖离子尺寸的电对流传输.pdf,"PHYSICAL REVIEW E 113,015416(2026)","QingChen,1PengWang,2YeyeWen,3WenLi,4ZhengwuJiang,4ZhiguoYan,4",Science,2026,10.1103/yrqz-h2zc,,,,,ionomer,readable,
P262,P262_unidentified.pdf,定向排列的 “机械平衡” 设计实现聚合物电解质中近乎无摩擦的光传输.pdf,pubs.acs.org/JACS Article,"Song Duan, Zongtao Lu, Yun Zheng,* Xiang Liu, Lifen Zhang, Zhenghao Li, Zewen Liu, Yiyuan Luo,",Polymer,2025,10.1021/jacs.5c13961,,,,,ionomer,readable,
P263,P263_unidentified.pdf,揭示聚合物电解质中超离子传输的途径.pdf,MaterialsTodayxxx(xxxx)xxx,"Ain Uddina, Michelle Lehmanna , Harmandeep Singhb , Vera Bocharovaa,",Science,2025,10.1016/j.mattod.2025.06.043,,,,,ionomer,readable,
P264,P264_unidentified.pdf,无限介质中软颗粒的扩散泳迁移率解析解.pdf,"PHYSICAL REVIEW E 113,045412(2026)","DepartmentofMathematics,BirlaInstituteofTechnologyMesra,Ranchi835215,Jharkhand,India",Science,2026,10.1103/gsyz-nd37,,,,,ionomer,readable,
P265,P265_unidentified.pdf,武培怡 压电 SAXS.pdf,Supporting Information,"Weiyan Zhu1, Baohu Wu2, Zhouyue Lei1*, and Peiyi Wu1*",Science,,,,,,,ionomer,readable,
P266,P266_unidentified.pdf,离子传感器综述.pdf,Iontronics: Neuromorphic Sensing and Energy,"Yun Goo Ro, Sangyun Na, Jeeyoon Kim, Yoojin Chang, Seungjae Lee, Min Sub Kwak, Seokhee Jung,",,2025,10.1021/acsnano.5c04885,,,,,ionomer,readable,
P267,P267_unidentified.pdf,离子凝胶增韧.pdf,pubs.acs.org/Macromolecules Article,"Zibi Wang, Xiaoxu Liu, Fahu Yang, Xinxin Li, Haipeng Li, Dong Liu, and Fei Chen*",Macromolecules,2023,10.1021/acs.macromol.3c01656,,,,,ionomer,readable,
P268,P268_unidentified.pdf,离子皮肤 分析.pdf,Self-compliant ionic skin by leveraging,"Received:22September2023 HuatingYe1,BaohuWu 2,ShengtongSun 1 &PeiyiWu 1",Polymer,2024,10.1038/s41467-024-45079-4,,,,,ionomer,readable,
P269,P269_unidentified.pdf,离子聚氨酯.pdf,ISSN 1998-0124 CN 11-5974/O4,"Guoxian Zhang1, Chunmei Li1 ( ✉ ), JiaoJun Tan1,2, Mingqi Wang1, Yafeng Ren1, Feijie Ge1 ( ✉ ), and",Science,2023,10.1007/s12274-023-6194-9,,,,,ionomer,readable,
P270,P270_unidentified.pdf,纺织电子器件.pdf,nature materials,"Received: 14 October 2022 HaoTian Harvey Shi1,2,3,8, Yifei Pan1,2, Lin Xu 4, Xueming Feng1,2,5,",Nature,2022,10.1038/s41563-023-01615-z,,,,,ionomer,readable,
P271,P271_unidentified.pdf,聚合物电解质中的扩散和迁移.pdf,Progress in Polymer Science 103 (2020) 101220,"Youngwoo Chooa, David M. Halata, Irune Villaluengaa, Ksenia Timachovaa,b,",Science,2019,10.1016/j.progpolymsci.2020.101220,,,,,ionomer,readable,
P272,P272_unidentified.pdf,聚合物电解质中离子传输与链段松弛的解耦.pdf,week ending,"YangyangWang,1 Alexander L. Agapov,2,3 Fei Fan,3 Kunlun Hong,4 Xiang Yu,1",Science,2011,10.1103/PhysRevLett.108.088303,,,,,ionomer,readable,
P273,P273_unidentified.pdf,聚合物电解质中离子跳跃能垒控制机制.pdf,pubs.acs.org/Macromolecules Article,"Catalin Gainaru,* Rajeev Kumar, Ivan Popov, Md Anisur Rahman, Michelle Lehmann, Eric Stacy,",Macromolecules,2023,10.1021/acs.macromol.3c00879,,,,,ionomer,readable,
P274,P274_unidentified.pdf,聚合物离子传输.pdf,"Chem. Rev. 1988, 88, 109-124 109","Chem. Rev. 1988, 88, 109-124 109",Polymer,,,,,,,ionomer,readable,
P275,P275_unidentified.pdf,聚合物链构象触发无电荷纳米通道中的电渗透流动.pdf,pubs.acs.org/Macromolecules Article,"Xinxi Liu, Zexuan Li, Andriy Yaroshchuk, Wenyao Zhang, Yuqing Zhao, Qiuwang Wang,",Macromolecules,2025,10.1021/acs.macromol.5c02010,,,,,ionomer,readable,
P276,P276_unidentified.pdf,聚离子液体悬挂链长度-导电性.pdf,pubs.acs.org/Macromolecules Article,,Macromolecules,2025,10.1021/acs.macromol.5c00878,,,,,ionomer,readable,
P277,P277_unidentified.pdf,质子离子液体抗衡离子对自支撑 PEDOT-PSS 薄膜导电性与拉伸性的影响.pdf,This article is licensed under CC-BY-NC-ND 4.0,"Thuy T. Le, Fatima Abbas, Shawn Bourdo, Fumiya Watanabe, and Noureen Siraj*",Macromolecules,2025,10.1021/acs.macromol.5c01646,,,,,ionomer,readable,
P278,P278_unidentified.pdf,超离子.pdf,This article is licensed under CC-BY 4.0,"Hongwei Li, Qinyu Zhu, Yuya Shinohara, Yangyang Wang, Panagiotis Christakopoulos,",Macromolecules,2025,10.1021/acs.macromol.5c00806,,,,,ionomer,readable,
P279,P279_unidentified.pdf,米歇尔失稳介导的水凝胶基环形执行器快速重构.pdf,RESEARCH ARTICLE,"Qing Li Zhu, Zhijie Li, Hanlei Cheng, Weixuan Liu, Zhi Jian Wang, Olena Khoruzhenko,",Nature,2025,10.1002/adma.202511239,,,,,hydrogel,readable,
P280,P280_unidentified.pdf,1-s2.0-S0032386121009290-main.pdf,Polymer235(2021)124306,"Wen Luo, Jiping Wang, Yaqian Guo, Wenbing Hu*",Science,2021,10.1016/j.polymer.2021.124306,,,,,crystallization,readable,
P281,P281_unidentified.pdf,1-s2.0-S0040603102006159-main.pdf,ThermochimicaActa402(2003)209–218,"Viviana Villara, Lourdes Irustab, Mar´ıa José Fernández-Berridib, Juan José Iruinb,",Science,2003,10.1016/S0040-6031(02)00615-9,,,,,crystallization,readable,
P282,P282_unidentified.pdf,1-s2.0-S007967002300031X-main (1).pdf,Progress in Polymer Science 140 (2023) 101676,"Shanshan Xu a, Jian Zhou a , b, Pengju Pan a , b , ∗",Science,2023,10.1016/j.progpolymsci.2023.101676,,,,,crystallization,readable,
P283,P283_unidentified.pdf,224_1_online.pdf,RESEARCH ARTICLE | JUNE 02 2010,,Polymer,2010,10.1063/1.3455587,,,,,crystallization,readable,
P284,P284_unidentified.pdf,cui-et-al-2018-multiscale-and-multistep-ordering-of-flow-induced-nucleation-of-polymers.pdf,"CiteThis:Chem.Rev.2018,118,1840−1886 pubs.acs.org/CR","CiteThis:Chem.Rev.2018,118,1840−1886 pubs.acs.org/CR",Science,2018,10.1021/acs.chemrev.7b00500,,,,,crystallization,readable,
P285,P285_unidentified.pdf,冷结晶聚乳酸薄膜中，厚度和分子量增加时层状晶体的择优取向的非单调变化.pdf,pubs.acs.org/Macromolecules Article,"Decai Lin, Zebin Su, Yuxiang Chen, Jianquan Xu, Günter Reiter,* Cuiyun Zhang, and Xinping Wang*",Macromolecules,2026,10.1021/acs.macromol.6c00397,,,,,crystallization,readable,
P286,P286_unidentified.pdf,可持续长间距脂肪族聚酯的晶体结构.pdf,pubs.acs.org/Macromolecules Article,"Kohji Tashiro,* Colby-Ann Donohoe, Marcel Eck, Stefan Mecking, and Rufina G. Alamo*",Macromolecules,2026,10.1021/acs.macromol.6c00020,,,,,crystallization,readable,
P287,P287_unidentified.pdf,应力松弛在热塑性弹性体中双轴拉伸诱导的硬段结晶中的作用.pdf,pubs.acs.org/Macromolecules Article,"Rongsheng Sun, Yaqian Guo, and Wenbing Hu*",Macromolecules,2026,10.1021/acs.macromol.5c03602,,,,,crystallization,readable,
P288,P288_unidentified.pdf,热塑性聚氨酯的等温结晶中的多态自毒化.pdf,This article is licensed under CC-BY 4.0,"Zakarya Baouch, Irene Guardincerri, Katalee Jariyavidyanont, Leire Sangroniz, Yunxiang Shi,",Macromolecules,2026,10.1021/acs.macromol.5c02761,,,,,crystallization,readable,
P289,P289_unidentified.pdf,熔体记忆对双向随机共聚酰胺的影响：平衡熔点以上拉伸诱导晶体保留的直接证据.pdf,pubs.acs.org/Macromolecules Article,"Yunqi Xu, § Kejian Yang,*,§ Wanding Chen, Minghui Wu, Yueshuai Xu, Zhongke Yuan,* Zhikun Zheng,",Macromolecules,2025,10.1021/acs.macromol.5c01641,,,,,crystallization,readable,
P290,P290_unidentified.pdf,结晶.pdf,Progress in Polymer Science 140 (2023) 101676,"Shanshan Xu a, Jian Zhou a , b, Pengju Pan a , b , ∗",Science,2023,10.1016/j.progpolymsci.2023.101676,,,,,crystallization,readable,
P291,P291_unidentified.pdf,聚乳酸中的多态性自毒现象：聚合物结晶中的一种新现象.pdf,"PHYSICAL REVIEW LETTERS 136, 018101 (2026)","Shu-Gui Yang ,1,2 Xiang-bing Zeng,3 Feng Liu ,1,2 and Goran Ungar 1,3",Science,2025,10.1103/yf56-tfhd,,,,,crystallization,readable,
P292,P292_unidentified.pdf,聚合物的立构无关型结晶.pdf,nature chemistry,"Received: 12 February 2025 Leire Sangroniz1, Ainara Sangroniz1, Changxia Shi2,3, Miriam Scoti 4,",Nature,2025,10.1038/s41557-026-02113-w,,,,,crystallization,readable,
P293,P293_unidentified.pdf,聚合物非立体规整性结晶.pdf,nature chemistry,"Received: 12 February 2025 Leire Sangroniz1, Ainara Sangroniz1, Changxia Shi2,3, Miriam Scoti 4,",Nature,2025,10.1038/s41557-026-02113-w,,,,,crystallization,readable,
P294,P294_unidentified.pdf,羧基酰胺功能化PEDO-TPSS共聚物中的氢键作用打破电导率-界面性能权衡.pdf,pubs.acs.org/Macromolecules Article,"Qiao Fan, Kai Zhang, Yufei Liu, Lanlan Wei, Yucheng Yin, Tingting Luo, Min He,* Chong Chen,",Macromolecules,2025,10.1021/acs.macromol.5c02741,,,,,other,readable,
P295,P295_unidentified.pdf,聚合物链构象触发无电荷纳米通道中的电渗透流动.pdf,pubs.acs.org/Macromolecules Article,"Xinxi Liu, Zexuan Li, Andriy Yaroshchuk, Wenyao Zhang, Yuqing Zhao, Qiuwang Wang,",Macromolecules,2025,10.1021/acs.macromol.5c02010,,,,,other,readable,
P296,P296_unidentified.pdf,聚硫氨酯.pdf,Journal Pre-proof,"Polythiourethanes: Synthesis, Applications, and Opportunities",Advanced Materials,2023,10.1016/j.progpolymsci.2023.101735,,,,,polyurethane,readable,
P297,P297_unidentified.pdf,肟氨酯.pdf,Science AdvAnceS | ReSeAR ch AR ticle,,Science,2025,,,,,,polyurethane,readable,
P298,P298_unidentified.pdf,1-s2.0-S0144861723003132-main.pdf,Journal Pre-proof,"XuSu,HanFang,HaoYang,FangfangZou,GangLi,LianWang,",Science,2023,10.1016/j.carbpol.2023.120848,,,,,adhesion,readable,
P299,P299_unidentified.pdf,Angew Chem Int Ed - 2023 - Guan - Supramolecular Adhesives with Extended Tolerance to Extreme Conditions via.pdf,A Journal of the Gesellschaft Deutscher Chemiker,"Authors:Wang Guan, Wenhe Jiang, Xinling Deng, Wansheng Tao,",Science,2023,10.1002/anie.202303506,,,,,adhesion,readable,
