paper_id,method_name,method_type,purpose,measured_information,strengths,limitations,key_result
P237,Rheology,characterization,,,,,
P237,TEM,characterization,,,,,
P237,Tensile,characterization,,,,,
P237,NMR,characterization,,,,,
P237,AFM,characterization,,,,,
P238,SAXS,characterization,,,,,
P238,FTIR,characterization,,,,,
P238,DMA,characterization,,,,,
P238,DSC,characterization,,,,,
P238,Rheology,characterization,,,,,
P238,TEM,characterization,,,,,
P238,Tensile,characterization,,,,,
P238,NMR,characterization,,,,,
P238,DFT,characterization,,,,,
P239,Piezoelectric,characterization,,,,,
P239,SEM,characterization,,,,,
P239,DFT,characterization,,,,,
P239,TEM,characterization,,,,,
P239,Rheology,characterization,,,,,
P239,Dielectric,characterization,,,,,
P239,Cyclic Voltammetry,characterization,,,,,
P239,NMR,characterization,,,,,
P239,XPS,characterization,,,,,
P240,FTIR,characterization,,,,,
P240,NMR,characterization,,,,,
P240,DMA,characterization,,,,,
P240,DSC,characterization,,,,,
P240,SEM,characterization,,,,,
P240,Rheology,characterization,,,,,
P240,TEM,characterization,,,,,
P240,Tensile,characterization,,,,,
P240,WAXD,characterization,,,,,
P240,AFM,characterization,,,,,
P241,DMA,characterization,,,,,
P241,DLS,characterization,,,,,
P241,TEM,characterization,,,,,
P241,Dielectric,characterization,,,,,
P241,Cyclic Voltammetry,characterization,,,,,
P241,SEM,characterization,,,,,
P242,FTIR,characterization,,,,,
P242,Piezoelectric,characterization,,,,,
P242,DMA,characterization,,,,,
P242,DSC,characterization,,,,,
P242,SEM,characterization,,,,,
P242,Rheology,characterization,,,,,
P242,TEM,characterization,,,,,
P242,Dielectric,characterization,,,,,
P242,TGA,characterization,,,,,
P242,Tensile,characterization,,,,,
P242,NMR,characterization,,,,,
P243,TEM,characterization,,,,,
P244,FTIR,characterization,,,,,
P244,DSC,characterization,,,,,
P244,DFT,characterization,,,,,
P244,TEM,characterization,,,,,
P244,Dielectric,characterization,,,,,
P244,TGA,characterization,,,,,
P244,Cyclic Voltammetry,characterization,,,,,
P244,Tensile,characterization,,,,,
P244,SEM,characterization,,,,,
P244,AFM,characterization,,,,,
P244,XPS,characterization,,,,,
P245,FTIR,characterization,,,,,
P245,DMA,characterization,,,,,
P245,DSC,characterization,,,,,
P245,SEM,characterization,,,,,
P245,TEM,characterization,,,,,
P245,UV-Vis,characterization,,,,,
P245,TGA,characterization,,,,,
P245,GPC,characterization,,,,,
P245,Cyclic Voltammetry,characterization,,,,,
P245,NMR,characterization,,,,,
P246,FTIR,characterization,,,,,
P246,Piezoelectric,characterization,,,,,
P246,DSC,characterization,,,,,
P246,SEM,characterization,,,,,
P246,TEM,characterization,,,,,
P246,Cyclic Voltammetry,characterization,,,,,
P246,Tensile,characterization,,,,,
P246,NMR,characterization,,,,,
P247,DMA,characterization,,,,,
P247,DSC,characterization,,,,,
P247,SEM,characterization,,,,,
P247,MD Simulation,characterization,,,,,
P247,TEM,characterization,,,,,
P247,Cyclic Voltammetry,characterization,,,,,
P247,NMR,characterization,,,,,
P247,DFT,characterization,,,,,
P248,DMA,characterization,,,,,
P248,DLS,characterization,,,,,
P248,MD Simulation,characterization,,,,,
P248,TEM,characterization,,,,,
P248,Dielectric,characterization,,,,,
P248,TGA,characterization,,,,,
P248,Cyclic Voltammetry,characterization,,,,,
P248,SEM,characterization,,,,,
P248,AFM,characterization,,,,,
P248,DFT,characterization,,,,,
P249,DMA,characterization,,,,,
P249,SEM,characterization,,,,,
P249,TEM,characterization,,,,,
P249,Dielectric,characterization,,,,,
P249,Cyclic Voltammetry,characterization,,,,,
P249,Rheology,characterization,,,,,
P250,Rheology,characterization,,,,,
P250,SEM,characterization,,,,,
P250,TEM,characterization,,,,,
P250,DLS,characterization,,,,,
P251,DMA,characterization,,,,,
P251,DSC,characterization,,,,,
P251,SEM,characterization,,,,,
P251,TEM,characterization,,,,,
P251,Tensile,characterization,,,,,
P251,Rheology,characterization,,,,,
P251,AFM,characterization,,,,,
P252,SAXS,characterization,,,,,
P252,DMA,characterization,,,,,
P252,DLS,characterization,,,,,
P252,SEM,characterization,,,,,
P252,TEM,characterization,,,,,
P252,GPC,characterization,,,,,
P252,NMR,characterization,,,,,
P252,DFT,characterization,,,,,
P253,DMA,characterization,,,,,
P253,DLS,characterization,,,,,
P253,TEM,characterization,,,,,
P253,Dielectric,characterization,,,,,
P253,Cyclic Voltammetry,characterization,,,,,
P253,SEM,characterization,,,,,
P254,FTIR,characterization,,,,,
P254,DSC,characterization,,,,,
P254,SEM,characterization,,,,,
P254,MD Simulation,characterization,,,,,
P254,TEM,characterization,,,,,
P254,DFT,characterization,,,,,
P254,Dielectric,characterization,,,,,
P254,Cyclic Voltammetry,characterization,,,,,
P254,NMR,characterization,,,,,
P254,XPS,characterization,,,,,
P255,SAXS,characterization,,,,,
P255,DMA,characterization,,,,,
P255,Neutron Scattering,characterization,,,,,
P255,SEM,characterization,,,,,
P255,Rheology,characterization,,,,,
P255,TEM,characterization,,,,,
P255,Cyclic Voltammetry,characterization,,,,,
P255,GPC,characterization,,,,,
P255,NMR,characterization,,,,,
P256,DMA,characterization,,,,,
P256,Neutron Scattering,characterization,,,,,
P256,SEM,characterization,,,,,
P256,MD Simulation,characterization,,,,,
P256,TEM,characterization,,,,,
P256,Rheology,characterization,,,,,
P256,Dielectric,characterization,,,,,
P256,Cyclic Voltammetry,characterization,,,,,
P256,NMR,characterization,,,,,
P257,SAXS,characterization,,,,,
P257,NMR,characterization,,,,,
P257,DMA,characterization,,,,,
P257,DSC,characterization,,,,,
P257,SEM,characterization,,,,,
P257,Rheology,characterization,,,,,
P257,TEM,characterization,,,,,
P257,Dielectric,characterization,,,,,
P257,GPC,characterization,,,,,
P257,Tensile,characterization,,,,,
P257,WAXD,characterization,,,,,
P257,AFM,characterization,,,,,
P258,SAXS,characterization,,,,,
P258,FTIR,characterization,,,,,
P258,DSC,characterization,,,,,
P258,SEM,characterization,,,,,
P258,MD Simulation,characterization,,,,,
P258,TEM,characterization,,,,,
P258,Dielectric,characterization,,,,,
P258,NMR,characterization,,,,,
P259,DMA,characterization,,,,,
P259,DSC,characterization,,,,,
P259,SEM,characterization,,,,,
P259,MD Simulation,characterization,,,,,
P259,Rheology,characterization,,,,,
P259,TEM,characterization,,,,,
P259,Cyclic Voltammetry,characterization,,,,,
P259,GPC,characterization,,,,,
P259,NMR,characterization,,,,,
P259,AFM,characterization,,,,,
P260,SAXS,characterization,,,,,
P260,FTIR,characterization,,,,,
P260,NMR,characterization,,,,,
P260,DSC,characterization,,,,,
P260,MD Simulation,characterization,,,,,
P260,Rheology,characterization,,,,,
P260,TEM,characterization,,,,,
P260,Dielectric,characterization,,,,,
P260,GPC,characterization,,,,,
P260,WAXD,characterization,,,,,
P261,DLS,characterization,,,,,
P261,SEM,characterization,,,,,
P261,TEM,characterization,,,,,
P261,Dielectric,characterization,,,,,
P261,Cyclic Voltammetry,characterization,,,,,
P261,Rheology,characterization,,,,,
P262,FTIR,characterization,,,,,
P262,DSC,characterization,,,,,
P262,SEM,characterization,,,,,
P262,MD Simulation,characterization,,,,,
P262,TEM,characterization,,,,,
P262,DFT,characterization,,,,,
P262,Dielectric,characterization,,,,,
P262,Cyclic Voltammetry,characterization,,,,,
P262,NMR,characterization,,,,,
P262,XPS,characterization,,,,,
P263,DMA,characterization,,,,,
P263,SEM,characterization,,,,,
P263,TEM,characterization,,,,,
P263,Dielectric,characterization,,,,,
P263,TGA,characterization,,,,,
P263,Cyclic Voltammetry,characterization,,,,,
P263,NMR,characterization,,,,,
P263,DFT,characterization,,,,,
P264,DMA,characterization,,,,,
P264,TEM,characterization,,,,,
P264,Dielectric,characterization,,,,,
P264,Cyclic Voltammetry,characterization,,,,,
P264,SEM,characterization,,,,,
P264,DFT,characterization,,,,,
P265,SAXS,characterization,,,,,
P265,FTIR,characterization,,,,,
P265,Piezoelectric,characterization,,,,,
P265,SEM,characterization,,,,,
P265,MD Simulation,characterization,,,,,
P265,Rheology,characterization,,,,,
P265,TEM,characterization,,,,,
P265,Dielectric,characterization,,,,,
P265,Cyclic Voltammetry,characterization,,,,,
P265,Tensile,characterization,,,,,
P265,NMR,characterization,,,,,
P265,AFM,characterization,,,,,
P266,Piezoelectric,characterization,,,,,
P266,DMA,characterization,,,,,
P266,DLS,characterization,,,,,
P266,DSC,characterization,,,,,
P266,SEM,characterization,,,,,
P266,TEM,characterization,,,,,
P266,Dielectric,characterization,,,,,
P266,Cyclic Voltammetry,characterization,,,,,
P266,Rheology,characterization,,,,,
P267,SAXS,characterization,,,,,
P267,FTIR,characterization,,,,,
P267,DSC,characterization,,,,,
P267,SEM,characterization,,,,,
P267,TEM,characterization,,,,,
P267,Tensile,characterization,,,,,
P267,Rheology,characterization,,,,,
P268,SAXS,characterization,,,,,
P268,FTIR,characterization,,,,,
P268,NMR,characterization,,,,,
P268,DMA,characterization,,,,,
P268,DSC,characterization,,,,,
P268,SEM,characterization,,,,,
P268,Rheology,characterization,,,,,
P268,TEM,characterization,,,,,
P268,UV-Vis,characterization,,,,,
P268,TGA,characterization,,,,,
P268,GPC,characterization,,,,,
P268,Tensile,characterization,,,,,
P268,WAXD,characterization,,,,,
P268,AFM,characterization,,,,,
P269,SAXS,characterization,,,,,
P269,FTIR,characterization,,,,,
P269,DMA,characterization,,,,,
P269,Neutron Scattering,characterization,,,,,
P269,SEM,characterization,,,,,
P269,TEM,characterization,,,,,
P269,Dielectric,characterization,,,,,
P269,TGA,characterization,,,,,
P269,GPC,characterization,,,,,
P269,Cyclic Voltammetry,characterization,,,,,
P269,Tensile,characterization,,,,,
P269,NMR,characterization,,,,,
P269,AFM,characterization,,,,,
P269,DFT,characterization,,,,,
P270,Piezoelectric,characterization,,,,,
P270,DMA,characterization,,,,,
P270,SEM,characterization,,,,,
P270,TEM,characterization,,,,,
P270,Tensile,characterization,,,,,
P270,Rheology,characterization,,,,,
P271,Neutron Scattering,characterization,,,,,
P271,DSC,characterization,,,,,
P271,SEM,characterization,,,,,
P271,MD Simulation,characterization,,,,,
P271,TEM,characterization,,,,,
P271,Rheology,characterization,,,,,
P271,Dielectric,characterization,,,,,
P271,Cyclic Voltammetry,characterization,,,,,
P271,NMR,characterization,,,,,
P272,SEM,characterization,,,,,
P272,TEM,characterization,,,,,
P272,Dielectric,characterization,,,,,
P272,Cyclic Voltammetry,characterization,,,,,
P272,NMR,characterization,,,,,
P273,SAXS,characterization,,,,,
P273,DMA,characterization,,,,,
P273,DSC,characterization,,,,,
P273,SEM,characterization,,,,,
P273,TEM,characterization,,,,,
P273,Dielectric,characterization,,,,,
P273,Cyclic Voltammetry,characterization,,,,,
P273,Rheology,characterization,,,,,
P274,FTIR,characterization,,,,,
P274,DMA,characterization,,,,,
P274,Neutron Scattering,characterization,,,,,
P274,SEM,characterization,,,,,
P274,Rheology,characterization,,,,,
P274,TEM,characterization,,,,,
P274,Dielectric,characterization,,,,,
P274,Cyclic Voltammetry,characterization,,,,,
P274,NMR,characterization,,,,,
P275,DMA,characterization,,,,,
P275,DSC,characterization,,,,,
P275,SEM,characterization,,,,,
P275,MD Simulation,characterization,,,,,
P275,TEM,characterization,,,,,
P275,Dielectric,characterization,,,,,
P275,Cyclic Voltammetry,characterization,,,,,
P275,Rheology,characterization,,,,,
P276,SAXS,characterization,,,,,
P276,FTIR,characterization,,,,,
P276,NMR,characterization,,,,,
P276,DSC,characterization,,,,,
P276,SEM,characterization,,,,,
P276,Rheology,characterization,,,,,
P276,TEM,characterization,,,,,
P276,Dielectric,characterization,,,,,
P276,TGA,characterization,,,,,
P276,Cyclic Voltammetry,characterization,,,,,
P276,WAXD,characterization,,,,,
P277,DMA,characterization,,,,,
P277,SEM,characterization,,,,,
P277,TEM,characterization,,,,,
P277,TGA,characterization,,,,,
P277,Cyclic Voltammetry,characterization,,,,,
P277,Tensile,characterization,,,,,
P277,NMR,characterization,,,,,
P277,AFM,characterization,,,,,
P277,XPS,characterization,,,,,
P278,SAXS,characterization,,,,,
P278,DMA,characterization,,,,,
P278,Neutron Scattering,characterization,,,,,
P278,DSC,characterization,,,,,
P278,SEM,characterization,,,,,
P278,MD Simulation,characterization,,,,,
P278,TEM,characterization,,,,,
P278,Dielectric,characterization,,,,,
P278,TGA,characterization,,,,,
P278,GPC,characterization,,,,,
P278,WAXD,characterization,,,,,
P279,SAXS,characterization,,,,,
P279,DMA,characterization,,,,,
P279,DSC,characterization,,,,,
P279,TEM,characterization,,,,,
P279,Tensile,characterization,,,,,
P279,SEM,characterization,,,,,
P280,Rheology,characterization,,,,,
P280,SEM,characterization,,,,,
P280,MD Simulation,characterization,,,,,
P280,TEM,characterization,,,,,
P281,Neutron Scattering,characterization,,,,,
P281,FTIR,characterization,,,,,
P281,TEM,characterization,,,,,
P281,DMA,characterization,,,,,
P282,SAXS,characterization,,,,,
P282,FTIR,characterization,,,,,
P282,NMR,characterization,,,,,
P282,Neutron Scattering,characterization,,,,,
P282,SEM,characterization,,,,,
P282,MD Simulation,characterization,,,,,
P282,Rheology,characterization,,,,,
P282,TEM,characterization,,,,,
P282,Tensile,characterization,,,,,
P282,WAXD,characterization,,,,,
P282,AFM,characterization,,,,,
P283,Rheology,characterization,,,,,
P283,TEM,characterization,,,,,
P284,SAXS,characterization,,,,,
P284,FTIR,characterization,,,,,
P284,DMA,characterization,,,,,
P284,DSC,characterization,,,,,
P284,SEM,characterization,,,,,
P284,MD Simulation,characterization,,,,,
P284,Rheology,characterization,,,,,
P284,TEM,characterization,,,,,
P284,WAXD,characterization,,,,,
P284,AFM,characterization,,,,,
P285,FTIR,characterization,,,,,
P285,DSC,characterization,,,,,
P285,SEM,characterization,,,,,
P285,MD Simulation,characterization,,,,,
P285,TEM,characterization,,,,,
P285,Dielectric,characterization,,,,,
P285,Cyclic Voltammetry,characterization,,,,,
P285,WAXD,characterization,,,,,
P285,AFM,characterization,,,,,
P286,FTIR,characterization,,,,,
P286,NMR,characterization,,,,,
P286,DSC,characterization,,,,,
P286,SEM,characterization,,,,,
P286,TEM,characterization,,,,,
P286,Cyclic Voltammetry,characterization,,,,,
P286,Tensile,characterization,,,,,
P286,WAXD,characterization,,,,,
P286,DFT,characterization,,,,,
P287,Rheology,characterization,,,,,
P287,SEM,characterization,,,,,
P287,TEM,characterization,,,,,
P288,SAXS,characterization,,,,,
P288,FTIR,characterization,,,,,
P288,Piezoelectric,characterization,,,,,
P288,DMA,characterization,,,,,
P288,DSC,characterization,,,,,
P288,SEM,characterization,,,,,
P288,TEM,characterization,,,,,
P288,WAXD,characterization,,,,,
P289,SAXS,characterization,,,,,
P289,FTIR,characterization,,,,,
P289,NMR,characterization,,,,,
P289,DSC,characterization,,,,,
P289,SEM,characterization,,,,,
P289,MD Simulation,characterization,,,,,
P289,Rheology,characterization,,,,,
P289,TEM,characterization,,,,,
P289,Dielectric,characterization,,,,,
P289,TGA,characterization,,,,,
P289,Tensile,characterization,,,,,
P289,WAXD,characterization,,,,,
P290,SAXS,characterization,,,,,
P290,FTIR,characterization,,,,,
P290,NMR,characterization,,,,,
P290,Neutron Scattering,characterization,,,,,
P290,SEM,characterization,,,,,
P290,MD Simulation,characterization,,,,,
P290,Rheology,characterization,,,,,
P290,TEM,characterization,,,,,
P290,Tensile,characterization,,,,,
P290,WAXD,characterization,,,,,
P290,AFM,characterization,,,,,
P291,SAXS,characterization,,,,,
P291,NMR,characterization,,,,,
P291,DMA,characterization,,,,,
P291,DSC,characterization,,,,,
P291,SEM,characterization,,,,,
P291,MD Simulation,characterization,,,,,
P291,TEM,characterization,,,,,
P291,WAXD,characterization,,,,,
P292,NMR,characterization,,,,,
P292,SEM,characterization,,,,,
P292,MD Simulation,characterization,,,,,
P292,TEM,characterization,,,,,
P292,Tensile,characterization,,,,,
P292,WAXD,characterization,,,,,
P293,NMR,characterization,,,,,
P293,SEM,characterization,,,,,
P293,MD Simulation,characterization,,,,,
P293,TEM,characterization,,,,,
P293,Tensile,characterization,,,,,
P293,WAXD,characterization,,,,,
P294,FTIR,characterization,,,,,
P294,NMR,characterization,,,,,
P294,DMA,characterization,,,,,
P294,DSC,characterization,,,,,
P294,SEM,characterization,,,,,
P294,MD Simulation,characterization,,,,,
P294,TEM,characterization,,,,,
P294,Dielectric,characterization,,,,,
P294,Cyclic Voltammetry,characterization,,,,,
P294,Tensile,characterization,,,,,
P294,WAXD,characterization,,,,,
P294,AFM,characterization,,,,,
P294,XPS,characterization,,,,,
P295,DMA,characterization,,,,,
P295,DSC,characterization,,,,,
P295,SEM,characterization,,,,,
P295,MD Simulation,characterization,,,,,
P295,TEM,characterization,,,,,
P295,Dielectric,characterization,,,,,
P295,Cyclic Voltammetry,characterization,,,,,
P295,Rheology,characterization,,,,,
P296,SAXS,characterization,,,,,
P296,FTIR,characterization,,,,,
P296,NMR,characterization,,,,,
P296,DMA,characterization,,,,,
P296,DSC,characterization,,,,,
P296,TEM,characterization,,,,,
P296,TGA,characterization,,,,,
P296,WAXD,characterization,,,,,
P297,FTIR,characterization,,,,,
P297,DMA,characterization,,,,,
P297,SEM,characterization,,,,,
P297,Rheology,characterization,,,,,
P297,TEM,characterization,,,,,
P297,TGA,characterization,,,,,
P297,Tensile,characterization,,,,,
P297,NMR,characterization,,,,,
P297,AFM,characterization,,,,,
P298,FTIR,characterization,,,,,
P298,DMA,characterization,,,,,
P298,SEM,characterization,,,,,
P298,Rheology,characterization,,,,,
P298,TEM,characterization,,,,,
P298,Dielectric,characterization,,,,,
P298,TGA,characterization,,,,,
P298,GPC,characterization,,,,,
P298,Cyclic Voltammetry,characterization,,,,,
P298,Tensile,characterization,,,,,
P298,NMR,characterization,,,,,
P299,DMA,characterization,,,,,
P299,DSC,characterization,,,,,
P299,SEM,characterization,,,,,
P299,MD Simulation,characterization,,,,,
P299,Rheology,characterization,,,,,
P299,TEM,characterization,,,,,
P299,TGA,characterization,,,,,
P299,NMR,characterization,,,,,
P300,SAXS,characterization,,,,,
P300,FTIR,characterization,,,,,
P300,Fluorescence,characterization,,,,,
P300,DMA,characterization,,,,,
P300,DSC,characterization,,,,,
P300,SEM,characterization,,,,,
P300,Rheology,characterization,,,,,
P300,TEM,characterization,,,,,
P300,TGA,characterization,,,,,
P300,Cyclic Voltammetry,characterization,,,,,
P300,Tensile,characterization,,,,,
P300,NMR,characterization,,,,,
P300,DFT,characterization,,,,,
P301,SAXS,characterization,,,,,
P301,Fluorescence,characterization,,,,,
P301,DMA,characterization,,,,,
P301,DSC,characterization,,,,,
P301,SEM,characterization,,,,,
P301,Rheology,characterization,,,,,
P301,TEM,characterization,,,,,
P301,Cyclic Voltammetry,characterization,,,,,
P301,Tensile,characterization,,,,,
P301,NMR,characterization,,,,,
P302,Piezoelectric,characterization,,,,,
P302,Fluorescence,characterization,,,,,
P302,DMA,characterization,,,,,
P302,DSC,characterization,,,,,
P302,SEM,characterization,,,,,
P302,TEM,characterization,,,,,
P302,NMR,characterization,,,,,
P302,DFT,characterization,,,,,
P303,Fluorescence,characterization,,,,,
P303,DMA,characterization,,,,,
P303,DSC,characterization,,,,,
P303,TEM,characterization,,,,,
P303,SEM,characterization,,,,,
P304,Fluorescence,characterization,,,,,
P304,DMA,characterization,,,,,
P304,DSC,characterization,,,,,
P304,SEM,characterization,,,,,
P304,TEM,characterization,,,,,
P304,NMR,characterization,,,,,
P304,DFT,characterization,,,,,
P305,SAXS,characterization,,,,,
P305,DMA,characterization,,,,,
P305,Neutron Scattering,characterization,,,,,
P305,DSC,characterization,,,,,
P305,SEM,characterization,,,,,
P305,MD Simulation,characterization,,,,,
P305,TEM,characterization,,,,,
P305,Cyclic Voltammetry,characterization,,,,,
P305,Tensile,characterization,,,,,
P305,Rheology,characterization,,,,,
P305,DFT,characterization,,,,,
P306,SAXS,characterization,,,,,
P306,FTIR,characterization,,,,,
P306,DMA,characterization,,,,,
P306,SEM,characterization,,,,,
P306,MD Simulation,characterization,,,,,
P306,Rheology,characterization,,,,,
P306,TEM,characterization,,,,,
P306,Dielectric,characterization,,,,,
P306,Tensile,characterization,,,,,
P306,NMR,characterization,,,,,
P306,AFM,characterization,,,,,
P316,MD Simulation,characterization,,,,,
P316,TEM,characterization,,,,,
P316,Cyclic Voltammetry,characterization,,,,,
P316,SEM,characterization,,,,,
P316,DFT,characterization,,,,,
P317,SEM,characterization,,,,,
P317,MD Simulation,characterization,,,,,
P317,TEM,characterization,,,,,
P317,DFT,characterization,,,,,
P318,TEM,characterization,,,,,
P319,DMA,characterization,,,,,
P319,SEM,characterization,,,,,
P319,MD Simulation,characterization,,,,,
P319,TEM,characterization,,,,,
P319,Rheology,characterization,,,,,
P320,DMA,characterization,,,,,
P320,DSC,characterization,,,,,
P320,SEM,characterization,,,,,
P320,MD Simulation,characterization,,,,,
P320,TEM,characterization,,,,,
P320,Tensile,characterization,,,,,
P320,Rheology,characterization,,,,,
P320,DFT,characterization,,,,,
P321,MD Simulation,characterization,,,,,
P321,TEM,characterization,,,,,
P321,Cyclic Voltammetry,characterization,,,,,
P321,Tensile,characterization,,,,,
P321,SEM,characterization,,,,,
P322,SAXS,characterization,,,,,
P322,FTIR,characterization,,,,,
P322,DMA,characterization,,,,,
P322,DSC,characterization,,,,,
P322,SEM,characterization,,,,,
P322,MD Simulation,characterization,,,,,
P322,TEM,characterization,,,,,
P322,GPC,characterization,,,,,
P322,Tensile,characterization,,,,,
P322,NMR,characterization,,,,,
P323,DSC,characterization,,,,,
P323,SEM,characterization,,,,,
P323,MD Simulation,characterization,,,,,
P323,TEM,characterization,,,,,
P323,Rheology,characterization,,,,,
P324,Piezoelectric,characterization,,,,,
P324,DMA,characterization,,,,,
P324,DLS,characterization,,,,,
P324,DSC,characterization,,,,,
P324,MD Simulation,characterization,,,,,
P324,TEM,characterization,,,,,
P324,Cyclic Voltammetry,characterization,,,,,
P324,SEM,characterization,,,,,
P324,AFM,characterization,,,,,
P324,XPS,characterization,,,,,
P325,DMA,characterization,,,,,
P325,Neutron Scattering,characterization,,,,,
P325,DSC,characterization,,,,,
P325,SEM,characterization,,,,,
P325,MD Simulation,characterization,,,,,
P325,TEM,characterization,,,,,
P325,Rheology,characterization,,,,,
P326,DMA,characterization,,,,,
P326,DSC,characterization,,,,,
P326,MD Simulation,characterization,,,,,
P326,TEM,characterization,,,,,
P326,Rheology,characterization,,,,,
P327,SAXS,characterization,,,,,
P327,FTIR,characterization,,,,,
P327,NMR,characterization,,,,,
P327,Fluorescence,characterization,,,,,
P327,DMA,characterization,,,,,
P327,DSC,characterization,,,,,
P327,SEM,characterization,,,,,
P327,MD Simulation,characterization,,,,,
P327,Rheology,characterization,,,,,
P327,TEM,characterization,,,,,
P327,TGA,characterization,,,,,
P327,GPC,characterization,,,,,
P327,Tensile,characterization,,,,,
P327,WAXD,characterization,,,,,
P327,AFM,characterization,,,,,
P327,DFT,characterization,,,,,
P328,SAXS,characterization,,,,,
P328,FTIR,characterization,,,,,
P328,DMA,characterization,,,,,
P328,SEM,characterization,,,,,
P328,MD Simulation,characterization,,,,,
P328,Rheology,characterization,,,,,
P328,TEM,characterization,,,,,
P328,Dielectric,characterization,,,,,
P328,Tensile,characterization,,,,,
P328,NMR,characterization,,,,,
P328,AFM,characterization,,,,,
P329,FTIR,characterization,,,,,
P329,DMA,characterization,,,,,
P329,DLS,characterization,,,,,
P329,TEM,characterization,,,,,
P329,UV-Vis,characterization,,,,,
P329,Cyclic Voltammetry,characterization,,,,,
P329,GPC,characterization,,,,,
P329,NMR,characterization,,,,,
P329,DFT,characterization,,,,,
P330,SEM,characterization,,,,,
P330,TEM,characterization,,,,,
P330,DMA,characterization,,,,,
P331,NMR,characterization,,,,,
P331,DSC,characterization,,,,,
P331,TEM,characterization,,,,,
P332,DMA,characterization,,,,,
P332,SEM,characterization,,,,,
P332,TEM,characterization,,,,,
P332,Dielectric,characterization,,,,,
P332,TGA,characterization,,,,,
P332,NMR,characterization,,,,,
P333,DMA,characterization,,,,,
P333,Neutron Scattering,characterization,,,,,
P333,DSC,characterization,,,,,
P333,TEM,characterization,,,,,
P333,Dielectric,characterization,,,,,
P333,TGA,characterization,,,,,
P333,GPC,characterization,,,,,
P333,Tensile,characterization,,,,,
P333,SEM,characterization,,,,,
P334,TEM,characterization,,,,,
P334,DMA,characterization,,,,,
P336,SAXS,characterization,,,,,
P336,FTIR,characterization,,,,,
P336,DMA,characterization,,,,,
P336,SEM,characterization,,,,,
P336,TEM,characterization,,,,,
P336,Tensile,characterization,,,,,
P336,Rheology,characterization,,,,,
P337,SAXS,characterization,,,,,
P337,FTIR,characterization,,,,,
P337,NMR,characterization,,,,,
P337,DSC,characterization,,,,,
P337,SEM,characterization,,,,,
P337,TEM,characterization,,,,,
P337,TGA,characterization,,,,,
P337,GPC,characterization,,,,,
P337,Tensile,characterization,,,,,
P337,WAXD,characterization,,,,,
P338,FTIR,characterization,,,,,
P338,Piezoelectric,characterization,,,,,
P338,NMR,characterization,,,,,
P338,DMA,characterization,,,,,
P338,DSC,characterization,,,,,
P338,TEM,characterization,,,,,
P338,Dielectric,characterization,,,,,
P338,TGA,characterization,,,,,
P338,Cyclic Voltammetry,characterization,,,,,
P338,WAXD,characterization,,,,,
P339,SAXS,characterization,,,,,
P339,DSC,characterization,,,,,
P339,SEM,characterization,,,,,
P339,MD Simulation,characterization,,,,,
P339,Rheology,characterization,,,,,
P339,TEM,characterization,,,,,
P339,Dielectric,characterization,,,,,
P339,Tensile,characterization,,,,,
P339,NMR,characterization,,,,,
P340,Piezoelectric,characterization,,,,,
P340,DMA,characterization,,,,,
P340,TEM,characterization,,,,,
P340,Dielectric,characterization,,,,,
P340,Cyclic Voltammetry,characterization,,,,,
P340,SEM,characterization,,,,,
P340,XPS,characterization,,,,,
P341,DSC,characterization,,,,,
P341,MD Simulation,characterization,,,,,
P341,TEM,characterization,,,,,
P341,Cyclic Voltammetry,characterization,,,,,
P341,SEM,characterization,,,,,
P342,Piezoelectric,characterization,,,,,
P342,DMA,characterization,,,,,
P342,DSC,characterization,,,,,
P342,SEM,characterization,,,,,
P342,TEM,characterization,,,,,
P342,Tensile,characterization,,,,,
P342,Rheology,characterization,,,,,
P343,SEM,characterization,,,,,
P343,DSC,characterization,,,,,
P343,TEM,characterization,,,,,
P344,DMA,characterization,,,,,
P344,DLS,characterization,,,,,
P344,DSC,characterization,,,,,
P344,SEM,characterization,,,,,
P344,MD Simulation,characterization,,,,,
P344,TEM,characterization,,,,,
P344,Dielectric,characterization,,,,,
P344,Rheology,characterization,,,,,
P345,DMA,characterization,,,,,
P345,DSC,characterization,,,,,
P345,SEM,characterization,,,,,
P345,TEM,characterization,,,,,
P345,TGA,characterization,,,,,
P345,Rheology,characterization,,,,,
P346,DMA,characterization,,,,,
P346,DSC,characterization,,,,,
P346,SEM,characterization,,,,,
P346,Rheology,characterization,,,,,
P346,TEM,characterization,,,,,
P346,Cyclic Voltammetry,characterization,,,,,
P346,Tensile,characterization,,,,,
P346,WAXD,characterization,,,,,
P346,AFM,characterization,,,,,
P347,FTIR,characterization,,,,,
P347,DMA,characterization,,,,,
P347,DSC,characterization,,,,,
P347,SEM,characterization,,,,,
P347,Rheology,characterization,,,,,
P347,TEM,characterization,,,,,
P347,TGA,characterization,,,,,
P347,GPC,characterization,,,,,
P347,Tensile,characterization,,,,,
P347,NMR,characterization,,,,,
P348,DMA,characterization,,,,,
P348,MD Simulation,characterization,,,,,
P348,TEM,characterization,,,,,
P348,Dielectric,characterization,,,,,
P348,SEM,characterization,,,,,
P349,SAXS,characterization,,,,,
P349,DLS,characterization,,,,,
P349,DSC,characterization,,,,,
P349,SEM,characterization,,,,,
P349,MD Simulation,characterization,,,,,
P349,Rheology,characterization,,,,,
P349,TEM,characterization,,,,,
P349,Dielectric,characterization,,,,,
