paper_id,material_system,composition,structure,processing_method,key_property,performance_data,application,limitation
P181,Polyimide,,,,,,,
P181,Polyurethane,,,,,,,
P181,Polylactic acid,,,,,,,
P181,Ionic liquid,,,,,,,
P181,Polyethylene,,,,,,,
P182,Polyimide,,,,,,,
P182,Polyurethane,,,,,,,
P182,Polylactic acid,,,,,,,
P182,Ionic liquid,,,,,,,
P182,PEG,,,,,,,
P182,Shape memory polymer,,,,,,,
P182,Polyethylene,,,,,,,
P183,Polylactic acid,,,,,,,
P183,Polyimide,,,,,,,
P183,Polyurethane,,,,,,,
P183,Polyethylene,,,,,,,
P184,Polyimide,,,,,,,
P184,Polyurethane,,,,,,,
P184,Polylactic acid,,,,,,,
P184,PEG,,,,,,,
P184,Polyethylene,,,,,,,
P185,Polyimide,,,,,,,
P185,Polyurethane,,,,,,,
P185,Polylactic acid,,,,,,,
P185,Hydrogel,,,,,,,
P185,Polyethylene,,,,,,,
P186,Polyimide,,,,,,,
P186,Polyethylene,,,,,,,
P186,Polyurethane,,,,,,,
P186,Polylactic acid,,,,,,,
P186,PCL,,,,,,,
P186,Polyester,,,,,,,
P186,Shape memory polymer,,,,,,,
P186,Polyamide,,,,,,,
P186,Block copolymer,,,,,,,
P187,Polyimide,,,,,,,
P187,Polyethylene,,,,,,,
P187,Polyurethane,,,,,,,
P187,Polylactic acid,,,,,,,
P187,Polyester,,,,,,,
P187,Elastomer,,,,,,,
P187,Block copolymer,,,,,,,
P188,Furan,,,,,,,
P188,Polyimide,,,,,,,
P188,Block copolymer,,,,,,,
P188,Self-healing,,,,,,,
P188,Polyurethane,,,,,,,
P188,Polylactic acid,,,,,,,
P188,Shape memory polymer,,,,,,,
P188,PDMS,,,,,,,
P188,PCL,,,,,,,
P188,PEG,,,,,,,
P188,Vitrimer,,,,,,,
P188,Polyester,,,,,,,
P188,Elastomer,,,,,,,
P188,Hydrogel,,,,,,,
P188,Polyethylene,,,,,,,
P189,Polylactic acid,,,,,,,
P189,Polyimide,,,,,,,
P189,Polyurethane,,,,,,,
P189,Polyethylene,,,,,,,
P190,Polyimide,,,,,,,
P190,Polyurethane,,,,,,,
P190,Polylactic acid,,,,,,,
P190,PEG,,,,,,,
P190,Elastomer,,,,,,,
P190,Polyethylene,,,,,,,
P191,Polyimide,,,,,,,
P191,Polyurethane,,,,,,,
P191,Polylactic acid,,,,,,,
P191,Polyamide,,,,,,,
P191,SBR,,,,,,,
P191,Polyethylene,,,,,,,
P192,Polyimide,,,,,,,
P192,PVDF-TrFE,,,,,,,
P192,Polythiophene,,,,,,,
P192,Self-healing,,,,,,,
P192,Polyurethane,,,,,,,
P192,Polylactic acid,,,,,,,
P192,PEDOT:PSS,,,,,,,
P192,PCL,,,,,,,
P192,Ionic liquid,,,,,,,
P192,PEG,,,,,,,
P192,Hydrogel,,,,,,,
P192,Polyethylene,,,,,,,
P193,Polyimide,,,,,,,
P193,Block copolymer,,,,,,,
P193,Polyurethane,,,,,,,
P193,Polyelectrolyte,,,,,,,
P193,Polylactic acid,,,,,,,
P193,PCL,,,,,,,
P193,Alginate,,,,,,,
P193,Elastomer,,,,,,,
P193,Polyethylene,,,,,,,
P194,Furan,,,,,,,
P194,Polyimide,,,,,,,
P194,Block copolymer,,,,,,,
P194,Polyurethane,,,,,,,
P194,Polylactic acid,,,,,,,
P194,PCL,,,,,,,
P194,PEG,,,,,,,
P194,Shape memory polymer,,,,,,,
P194,Polyester,,,,,,,
P194,Elastomer,,,,,,,
P194,Polyethylene,,,,,,,
P195,Polyimide,,,,,,,
P195,PVDF-TrFE,,,,,,,
P195,Polysiloxane,,,,,,,
P195,Polyamide,,,,,,,
P195,Polyurethane,,,,,,,
P195,BaTiO3,,,,,,,
P195,Polylactic acid,,,,,,,
P195,PDMS,,,,,,,
P195,Elastomer,,,,,,,
P195,PVDF,,,,,,,
P195,Polyethylene,,,,,,,
P196,Furan,,,,,,,
P196,Polyimide,,,,,,,
P196,Block copolymer,,,,,,,
P196,Self-healing,,,,,,,
P196,Polyurethane,,,,,,,
P196,Polyamide,,,,,,,
P196,Polylactic acid,,,,,,,
P196,PEDOT:PSS,,,,,,,
P196,Chitosan,,,,,,,
P196,PCL,,,,,,,
P196,Gelatin,,,,,,,
P196,Shape memory polymer,,,,,,,
P196,PEG,,,,,,,
P196,Polyester,,,,,,,
P196,Elastomer,,,,,,,
P196,Hydrogel,,,,,,,
P196,SBR,,,,,,,
P196,Polyethylene,,,,,,,
P197,Polyimide,,,,,,,
P197,PVDF-TrFE,,,,,,,
P197,Polyamide,,,,,,,
P197,Polyurethane,,,,,,,
P197,Polylactic acid,,,,,,,
P197,Ionic liquid,,,,,,,
P197,Polyester,,,,,,,
P197,Elastomer,,,,,,,
P197,PVDF,,,,,,,
P197,Polyethylene,,,,,,,
P198,Polyimide,,,,,,,
P198,Polyurethane,,,,,,,
P198,Polylactic acid,,,,,,,
P198,PCL,,,,,,,
P198,PEG,,,,,,,
P198,Elastomer,,,,,,,
P198,Polyethylene,,,,,,,
P199,Polyimide,,,,,,,
P199,Polyurethane,,,,,,,
P199,Polylactic acid,,,,,,,
P199,PEG,,,,,,,
P199,Elastomer,,,,,,,
P199,Polyethylene,,,,,,,
P200,Polyimide,,,,,,,
P200,Polyurethane,,,,,,,
P200,Polyelectrolyte,,,,,,,
P200,Polylactic acid,,,,,,,
P200,Polyethylene,,,,,,,
P201,Polyimide,,,,,,,
P201,Polyethylene,,,,,,,
P201,Polythiophene,,,,,,,
P201,Polyurethane,,,,,,,
P201,Polyelectrolyte,,,,,,,
P201,Polylactic acid,,,,,,,
P201,Elastomer,,,,,,,
P201,Block copolymer,,,,,,,
P202,Polyimide,,,,,,,
P202,Polyurethane,,,,,,,
P202,Polylactic acid,,,,,,,
P202,PEG,,,,,,,
P202,Elastomer,,,,,,,
P202,Hydrogel,,,,,,,
P202,Polyethylene,,,,,,,
P203,Polyimide,,,,,,,
P203,Polyurethane,,,,,,,
P203,Polylactic acid,,,,,,,
P203,Ionic liquid,,,,,,,
P203,Polyethylene,,,,,,,
P204,Polyimide,,,,,,,
P204,Polyurethane,,,,,,,
P204,Polylactic acid,,,,,,,
P204,PEG,,,,,,,
P204,Elastomer,,,,,,,
P204,Polyethylene,,,,,,,
P205,Polyimide,,,,,,,
P205,Polyethylene,,,,,,,
P205,Polyurethane,,,,,,,
P205,Polylactic acid,,,,,,,
P205,Elastomer,,,,,,,
P205,Block copolymer,,,,,,,
P206,Polyimide,,,,,,,
P206,Block copolymer,,,,,,,
P206,Self-healing,,,,,,,
P206,Polyurethane,,,,,,,
P206,Polyelectrolyte,,,,,,,
P206,Polylactic acid,,,,,,,
P206,PDMS,,,,,,,
P206,Shape memory polymer,,,,,,,
P206,Elastomer,,,,,,,
P206,Hydrogel,,,,,,,
P206,Polyethylene,,,,,,,
P207,Polyimide,,,,,,,
P207,PVDF-TrFE,,,,,,,
P207,Polyurethane,,,,,,,
P207,BaTiO3,,,,,,,
P207,Polylactic acid,,,,,,,
P207,PVDF,,,,,,,
P207,PEG,,,,,,,
P207,Elastomer,,,,,,,
P207,Hydrogel,,,,,,,
P207,Polyethylene,,,,,,,
P208,Polyimide,,,,,,,
P208,Polyurethane,,,,,,,
P208,Polylactic acid,,,,,,,
P208,PEG,,,,,,,
P208,Shape memory polymer,,,,,,,
P208,Elastomer,,,,,,,
P208,Polyethylene,,,,,,,
P209,Polyimide,,,,,,,
P209,Self-healing,,,,,,,
P209,Polyurethane,,,,,,,
P209,Polysulfide,,,,,,,
P209,Polylactic acid,,,,,,,
P209,Shape memory polymer,,,,,,,
P209,PDMS,,,,,,,
P209,PEG,,,,,,,
P209,Vitrimer,,,,,,,
P209,Elastomer,,,,,,,
P209,Polyethylene,,,,,,,
P210,Polyimide,,,,,,,
P210,Polyacrylate,,,,,,,
P210,PDMS,,,,,,,
P210,PEG,,,,,,,
P210,Polyethylene,,,,,,,
P211,Furan,,,,,,,
P211,Polyimide,,,,,,,
P211,Polyacrylate,,,,,,,
P211,Polysiloxane,,,,,,,
P211,Polyurethane,,,,,,,
P211,Ionogel,,,,,,,
P211,Polylactic acid,,,,,,,
P211,Ionic liquid,,,,,,,
P211,PEG,,,,,,,
P211,Elastomer,,,,,,,
P211,Hydrogel,,,,,,,
P211,Polyethylene,,,,,,,
P212,Polyimide,,,,,,,
P212,Polyurethane,,,,,,,
P212,Polysulfide,,,,,,,
P212,Polylactic acid,,,,,,,
P212,Elastomer,,,,,,,
P212,Polyethylene,,,,,,,
P213,Polyimide,,,,,,,
P213,Polyurethane,,,,,,,
P213,Polylactic acid,,,,,,,
P213,Elastomer,,,,,,,
P213,Polyethylene,,,,,,,
P214,Polyimide,,,,,,,
P214,Polyurethane,,,,,,,
P214,Polylactic acid,,,,,,,
P214,Elastomer,,,,,,,
P214,Polyethylene,,,,,,,
P215,Polyimide,,,,,,,
P215,Polyurethane,,,,,,,
P215,Polylactic acid,,,,,,,
P215,SBR,,,,,,,
P215,Polyethylene,,,,,,,
P216,Polyimide,,,,,,,
P216,Polyurethane,,,,,,,
P216,Polylactic acid,,,,,,,
P216,Elastomer,,,,,,,
P216,Polyethylene,,,,,,,
P217,Polyimide,,,,,,,
P217,Polyurethane,,,,,,,
P217,Polylactic acid,,,,,,,
P217,Elastomer,,,,,,,
P217,Polyethylene,,,,,,,
P218,Polyimide,,,,,,,
P218,Elastomer,,,,,,,
P218,Polyurethane,,,,,,,
P218,Polyethylene,,,,,,,
P219,Polyimide,,,,,,,
P219,Polyethylene,,,,,,,
P219,Polyurethane,,,,,,,
P219,Polylactic acid,,,,,,,
P219,Elastomer,,,,,,,
P219,Block copolymer,,,,,,,
P220,Furan,,,,,,,
P220,Polyimide,,,,,,,
P220,Polyacrylate,,,,,,,
P220,Self-healing,,,,,,,
P220,Polyurethane,,,,,,,
P220,Polyelectrolyte,,,,,,,
P220,Polylactic acid,,,,,,,
P220,Ionic liquid,,,,,,,
P220,Elastomer,,,,,,,
P220,Hydrogel,,,,,,,
P220,Polyethylene,,,,,,,
P221,Polyimide,,,,,,,
P221,Polyurethane,,,,,,,
P221,Polylactic acid,,,,,,,
P221,PEG,,,,,,,
P221,Polyethylene,,,,,,,
P222,Polylactic acid,,,,,,,
P222,Polyimide,,,,,,,
P222,Elastomer,,,,,,,
P222,Polyethylene,,,,,,,
P223,Polyimide,,,,,,,
P223,Polyurethane,,,,,,,
P223,Polylactic acid,,,,,,,
P223,Elastomer,,,,,,,
P223,SBR,,,,,,,
P223,Polyethylene,,,,,,,
P224,Polyimide,,,,,,,
P224,Boronic ester,,,,,,,
P224,Polysiloxane,,,,,,,
P224,Polyurethane,,,,,,,
P224,Polylactic acid,,,,,,,
P224,Shape memory polymer,,,,,,,
P224,PEG,,,,,,,
P224,Vitrimer,,,,,,,
P224,Elastomer,,,,,,,
P224,Polyethylene,,,,,,,
P225,Polyimide,,,,,,,
P225,Boronic ester,,,,,,,
P225,Self-healing,,,,,,,
P225,Polyurethane,,,,,,,
P225,Polylactic acid,,,,,,,
P225,Alginate,,,,,,,
P225,PEG,,,,,,,
P225,Vitrimer,,,,,,,
P225,Elastomer,,,,,,,
P225,Hydrogel,,,,,,,
P225,Polyethylene,,,,,,,
P226,Polyimide,,,,,,,
P226,Polyurethane,,,,,,,
P226,Polylactic acid,,,,,,,
P226,PEG,,,,,,,
P226,SBR,,,,,,,
P226,Polyethylene,,,,,,,
P227,Polyimide,,,,,,,
P227,Polyurethane,,,,,,,
P227,Polylactic acid,,,,,,,
P227,SBR,,,,,,,
P227,Polyethylene,,,,,,,
P228,Polyimide,,,,,,,
P228,Polyurethane,,,,,,,
P228,Polylactic acid,,,,,,,
P228,PEG,,,,,,,
P228,Elastomer,,,,,,,
P228,Hydrogel,,,,,,,
P228,Polyethylene,,,,,,,
P229,Polyimide,,,,,,,
P229,Polyurethane,,,,,,,
P229,Polylactic acid,,,,,,,
P229,PEG,,,,,,,
P229,Elastomer,,,,,,,
P229,SBR,,,,,,,
P229,Polyethylene,,,,,,,
P230,Polyimide,,,,,,,
P230,Polyurethane,,,,,,,
P230,Polylactic acid,,,,,,,
P230,PEG,,,,,,,
P230,Polyethylene,,,,,,,
P231,Polyimide,,,,,,,
P231,Boronic ester,,,,,,,
P231,Polyacrylate,,,,,,,
P231,Polythiophene,,,,,,,
P231,Polyurethane,,,,,,,
P231,Polyelectrolyte,,,,,,,
P231,Ionogel,,,,,,,
P231,Polylactic acid,,,,,,,
P231,PEDOT:PSS,,,,,,,
P231,Chitosan,,,,,,,
P231,Ionic liquid,,,,,,,
P231,Alginate,,,,,,,
P231,Vitrimer,,,,,,,
P231,Gelatin,,,,,,,
P231,PEG,,,,,,,
P231,Elastomer,,,,,,,
P231,Hydrogel,,,,,,,
P231,Polyethylene,,,,,,,
P232,Polyimide,,,,,,,
P232,Boronic ester,,,,,,,
P232,Polysiloxane,,,,,,,
P232,Polyurethane,,,,,,,
P232,Polyelectrolyte,,,,,,,
P232,Polylactic acid,,,,,,,
P232,PEG,,,,,,,
P232,Chitosan,,,,,,,
P232,Elastomer,,,,,,,
P232,Polyethylene,,,,,,,
P233,Polyimide,,,,,,,
P233,Polysiloxane,,,,,,,
P233,Polyurethane,,,,,,,
P233,Polyelectrolyte,,,,,,,
P233,Ionogel,,,,,,,
P233,Polylactic acid,,,,,,,
P233,Natural rubber,,,,,,,
P233,Elastomer,,,,,,,
P233,Hydrogel,,,,,,,
P233,Polyethylene,,,,,,,
P234,Furan,,,,,,,
P234,Polyimide,,,,,,,
P234,Polyacrylate,,,,,,,
P234,Polysiloxane,,,,,,,
P234,Self-healing,,,,,,,
P234,Polyurethane,,,,,,,
P234,Polylactic acid,,,,,,,
P234,PDMS,,,,,,,
P234,Ionic liquid,,,,,,,
P234,PEG,,,,,,,
P234,Elastomer,,,,,,,
P234,Hydrogel,,,,,,,
P234,Polyethylene,,,,,,,
P235,Polyimide,,,,,,,
P235,Polysiloxane,,,,,,,
P235,Block copolymer,,,,,,,
P235,Self-healing,,,,,,,
P235,Polyurethane,,,,,,,
P235,Polylactic acid,,,,,,,
P235,Elastomer,,,,,,,
P235,Hydrogel,,,,,,,
P235,SBR,,,,,,,
P235,Polyethylene,,,,,,,
P236,Polyimide,,,,,,,
P236,Self-healing,,,,,,,
P236,Polyurethane,,,,,,,
P236,Ionogel,,,,,,,
P236,Polylactic acid,,,,,,,
P236,Lipoic acid,,,,,,,
P236,PEG,,,,,,,
P236,Vitrimer,,,,,,,
P236,Hydrogel,,,,,,,
P236,SBR,,,,,,,
P236,Polyethylene,,,,,,,
P237,Furan,,,,,,,
P237,Polyimide,,,,,,,
P237,Boronic ester,,,,,,,
P237,Vitrimer,,,,,,,
P237,Self-healing,,,,,,,
P237,Polyurethane,,,,,,,
P237,Polylactic acid,,,,,,,
P237,PEG,,,,,,,
P237,Shape memory polymer,,,,,,,
P237,Thiourea,,,,,,,
P237,Polyethylene,,,,,,,
P238,Polyimide,,,,,,,
P238,Boronic ester,,,,,,,
P238,Self-healing,,,,,,,
P238,Polyurethane,,,,,,,
P238,Polylactic acid,,,,,,,
P238,PDMS,,,,,,,
P238,PEG,,,,,,,
P238,Elastomer,,,,,,,
P238,Hydrogel,,,,,,,
P238,Polyethylene,,,,,,,
P239,Polyimide,,,,,,,
P239,Polyurethane,,,,,,,
P239,Polylactic acid,,,,,,,
P239,PDMS,,,,,,,
P239,Alginate,,,,,,,
P239,Chitosan,,,,,,,
P239,Hydrogel,,,,,,,
P239,SBR,,,,,,,
P239,Polyethylene,,,,,,,
P240,Polyimide,,,,,,,
P240,Polysiloxane,,,,,,,
P240,Polyurethane,,,,,,,
P240,Polylactic acid,,,,,,,
P240,PEG,,,,,,,
P240,Elastomer,,,,,,,
P240,Polyethylene,,,,,,,
P241,Polyimide,,,,,,,
P241,Polysiloxane,,,,,,,
P241,Self-healing,,,,,,,
P241,Polyurethane,,,,,,,
P241,Polyamide,,,,,,,
P241,Polyelectrolyte,,,,,,,
P241,Ionogel,,,,,,,
P241,Polylactic acid,,,,,,,
P241,PDMS,,,,,,,
P241,Ionic liquid,,,,,,,
P241,Chitosan,,,,,,,
P241,Gelatin,,,,,,,
P241,PEG,,,,,,,
P241,Elastomer,,,,,,,
P241,Hydrogel,,,,,,,
P241,Polyethylene,,,,,,,
P242,Polyimide,,,,,,,
P242,Self-healing,,,,,,,
P242,Polyurethane,,,,,,,
P242,Polyelectrolyte,,,,,,,
P242,Ionogel,,,,,,,
P242,Polylactic acid,,,,,,,
P242,Ionic liquid,,,,,,,
P242,PEG,,,,,,,
P242,Elastomer,,,,,,,
P242,Hydrogel,,,,,,,
P242,Polyethylene,,,,,,,
P243,Polylactic acid,,,,,,,
P243,Polyelectrolyte,,,,,,,
P243,Ionic liquid,,,,,,,
P243,Polyethylene,,,,,,,
P244,Furan,,,,,,,
P244,Polyimide,,,,,,,
P244,Polyacrylate,,,,,,,
P244,Polyurethane,,,,,,,
P244,Polyelectrolyte,,,,,,,
P244,Ionogel,,,,,,,
P244,Polylactic acid,,,,,,,
P244,Chitosan,,,,,,,
P244,Ionic liquid,,,,,,,
P244,Alginate,,,,,,,
P244,PEG,,,,,,,
P244,Elastomer,,,,,,,
P244,Hydrogel,,,,,,,
P244,Polyethylene,,,,,,,
P245,Polyimide,,,,,,,
P245,Polyacrylate,,,,,,,
P245,Polyurethane,,,,,,,
P245,Ionogel,,,,,,,
P245,Polylactic acid,,,,,,,
P245,Ionic liquid,,,,,,,
P245,PEG,,,,,,,
P245,PVDF,,,,,,,
P245,Polyethylene,,,,,,,
P246,Polyimide,,,,,,,
P246,Polyurethane,,,,,,,
P246,Ionogel,,,,,,,
P246,Polylactic acid,,,,,,,
P246,PCL,,,,,,,
P246,Ionic liquid,,,,,,,
P246,Polyethylene,,,,,,,
P247,Polyimide,,,,,,,
P247,Polyurethane,,,,,,,
P247,Polysulfide,,,,,,,
P247,Polylactic acid,,,,,,,
P247,PEG,,,,,,,
P247,Ionic liquid,,,,,,,
P247,Polyethylene,,,,,,,
P248,Polyimide,,,,,,,
P248,Polyurethane,,,,,,,
P248,Polylactic acid,,,,,,,
P248,PEG,,,,,,,
P248,Ionic liquid,,,,,,,
P248,Polyethylene,,,,,,,
P249,Polyimide,,,,,,,
P249,Thiourea,,,,,,,
P249,Polysiloxane,,,,,,,
P249,Block copolymer,,,,,,,
P249,Self-healing,,,,,,,
P249,Polyurethane,,,,,,,
P249,Polyamide,,,,,,,
P249,Polyelectrolyte,,,,,,,
P249,Ionogel,,,,,,,
P249,Polylactic acid,,,,,,,
P249,PEDOT:PSS,,,,,,,
P249,PCL,,,,,,,
P249,Ionic liquid,,,,,,,
P249,PEG,,,,,,,
P249,Polyester,,,,,,,
P249,Elastomer,,,,,,,
P249,Hydrogel,,,,,,,
P249,Polyethylene,,,,,,,
P250,Polyimide,,,,,,,
P250,Polyacrylate,,,,,,,
P250,Self-healing,,,,,,,
P250,Polyurethane,,,,,,,
P250,Polyelectrolyte,,,,,,,
P250,Polylactic acid,,,,,,,
P250,Chitosan,,,,,,,
P250,PEG,,,,,,,
P250,Elastomer,,,,,,,
P250,Hydrogel,,,,,,,
P250,Polyethylene,,,,,,,
P251,Polyimide,,,,,,,
P251,Boronic ester,,,,,,,
P251,Polysiloxane,,,,,,,
P251,Self-healing,,,,,,,
P251,Polyurethane,,,,,,,
P251,Ionogel,,,,,,,
P251,Polylactic acid,,,,,,,
P251,PEDOT:PSS,,,,,,,
P251,PDMS,,,,,,,
P251,Gelatin,,,,,,,
P251,Elastomer,,,,,,,
P251,Hydrogel,,,,,,,
P251,Polyethylene,,,,,,,
P252,Polyimide,,,,,,,
P252,Polyethylene,,,,,,,
P252,Polyurethane,,,,,,,
P252,Polylactic acid,,,,,,,
P252,PEG,,,,,,,
P252,Block copolymer,,,,,,,
P253,Polyimide,,,,,,,
P253,Polysiloxane,,,,,,,
P253,Self-healing,,,,,,,
P253,Polyurethane,,,,,,,
P253,Polyamide,,,,,,,
P253,Polyelectrolyte,,,,,,,
P253,Ionogel,,,,,,,
P253,Polylactic acid,,,,,,,
P253,PDMS,,,,,,,
P253,Ionic liquid,,,,,,,
P253,Chitosan,,,,,,,
P253,Gelatin,,,,,,,
P253,PEG,,,,,,,
P253,Elastomer,,,,,,,
P253,Hydrogel,,,,,,,
P253,Polyethylene,,,,,,,
P254,Polyimide,,,,,,,
P254,Polyurethane,,,,,,,
P254,Polylactic acid,,,,,,,
P254,Ionic liquid,,,,,,,
P254,Polyethylene,,,,,,,
P255,Furan,,,,,,,
P255,Polyimide,,,,,,,
P255,Polyacrylate,,,,,,,
P255,Polysiloxane,,,,,,,
P255,Self-healing,,,,,,,
P255,Polyurethane,,,,,,,
P255,Polyamide,,,,,,,
P255,Polyelectrolyte,,,,,,,
P255,Polylactic acid,,,,,,,
P255,PDMS,,,,,,,
P255,Chitosan,,,,,,,
P255,Alginate,,,,,,,
P255,PEG,,,,,,,
P255,Elastomer,,,,,,,
P255,Hydrogel,,,,,,,
P255,Polyethylene,,,,,,,
P256,Polyimide,,,,,,,
P256,Polyacrylate,,,,,,,
P256,Polysiloxane,,,,,,,
P256,Block copolymer,,,,,,,
P256,Polyurethane,,,,,,,
P256,Polyelectrolyte,,,,,,,
P256,Polylactic acid,,,,,,,
P256,PDMS,,,,,,,
P256,Ionic liquid,,,,,,,
P256,PEG,,,,,,,
P256,Elastomer,,,,,,,
P256,PVDF,,,,,,,
P256,Polyethylene,,,,,,,
P257,Polyimide,,,,,,,
P257,Block copolymer,,,,,,,
P257,Self-healing,,,,,,,
P257,Polyurethane,,,,,,,
P257,Polyelectrolyte,,,,,,,
P257,Polylactic acid,,,,,,,
P257,PDMS,,,,,,,
P257,Ionic liquid,,,,,,,
P257,PEG,,,,,,,
P257,Shape memory polymer,,,,,,,
P257,Natural rubber,,,,,,,
P257,Elastomer,,,,,,,
P257,Hydrogel,,,,,,,
P257,Polyethylene,,,,,,,
P258,Polyimide,,,,,,,
P258,Polyacrylate,,,,,,,
P258,Polyurethane,,,,,,,
P258,Polylactic acid,,,,,,,
P258,PEG,,,,,,,
P258,Polyester,,,,,,,
P258,Elastomer,,,,,,,
P258,Polyethylene,,,,,,,
P259,Furan,,,,,,,
P259,Polyimide,,,,,,,
P259,Polyurethane,,,,,,,
P259,Polylactic acid,,,,,,,
P259,PDMS,,,,,,,
P259,PEG,,,,,,,
P259,Elastomer,,,,,,,
P259,Hydrogel,,,,,,,
P259,Polyethylene,,,,,,,
P260,Polyimide,,,,,,,
P260,Polyurethane,,,,,,,
P260,Polyelectrolyte,,,,,,,
P260,Polylactic acid,,,,,,,
P260,Ionic liquid,,,,,,,
P260,PEG,,,,,,,
P260,Elastomer,,,,,,,
P260,Polyethylene,,,,,,,
P261,Polyimide,,,,,,,
P261,Polyurethane,,,,,,,
P261,Polylactic acid,,,,,,,
P261,Ionic liquid,,,,,,,
P261,Elastomer,,,,,,,
P261,Polyethylene,,,,,,,
P262,Polyimide,,,,,,,
P262,Polyurethane,,,,,,,
P262,Polylactic acid,,,,,,,
P262,PVDF,,,,,,,
P262,Ionic liquid,,,,,,,
P262,PEG,,,,,,,
P262,Hydrogel,,,,,,,
P262,Polyethylene,,,,,,,
P263,Polyimide,,,,,,,
P263,Polyurethane,,,,,,,
P263,Polyelectrolyte,,,,,,,
P263,Polylactic acid,,,,,,,
P263,PEG,,,,,,,
P263,Polyethylene,,,,,,,
P264,Polyimide,,,,,,,
P264,Polyurethane,,,,,,,
P264,Polyelectrolyte,,,,,,,
P264,Polylactic acid,,,,,,,
P264,PEG,,,,,,,
P264,Polyethylene,,,,,,,
P265,Polyimide,,,,,,,
P265,Self-healing,,,,,,,
P265,Polyurethane,,,,,,,
P265,Ionogel,,,,,,,
P265,Polylactic acid,,,,,,,
P265,Elastomer,,,,,,,
P265,PVDF,,,,,,,
P265,Polyethylene,,,,,,,
P266,Polyimide,,,,,,,
P266,PVDF-TrFE,,,,,,,
P266,Polyacrylate,,,,,,,
P266,Polythiophene,,,,,,,
P266,Polyurethane,,,,,,,
P266,Polyelectrolyte,,,,,,,
P266,Ionogel,,,,,,,
P266,Polylactic acid,,,,,,,
P266,PVDF,,,,,,,
P266,Ionic liquid,,,,,,,
P266,Chitosan,,,,,,,
P266,Alginate,,,,,,,
P266,Gelatin,,,,,,,
P266,PEG,,,,,,,
P266,Elastomer,,,,,,,
P266,Hydrogel,,,,,,,
P266,Polyethylene,,,,,,,
P267,Polyimide,,,,,,,
P267,Polysiloxane,,,,,,,
P267,Self-healing,,,,,,,
P267,Polyurethane,,,,,,,
P267,Ionogel,,,,,,,
P267,Polylactic acid,,,,,,,
P267,Gelatin,,,,,,,
P267,PEG,,,,,,,
P267,Elastomer,,,,,,,
P267,Hydrogel,,,,,,,
P267,Polyethylene,,,,,,,
P268,Furan,,,,,,,
P268,Polyimide,,,,,,,
P268,Self-healing,,,,,,,
P268,Polyurethane,,,,,,,
P268,Ionogel,,,,,,,
P268,Polylactic acid,,,,,,,
P268,Ionic liquid,,,,,,,
P268,Alginate,,,,,,,
P268,PEG,,,,,,,
P268,Elastomer,,,,,,,
P268,Hydrogel,,,,,,,
P268,Polyethylene,,,,,,,
P269,Furan,,,,,,,
P269,Polyimide,,,,,,,
P269,Polysiloxane,,,,,,,
P269,Self-healing,,,,,,,
P269,Polyurethane,,,,,,,
P269,Polyelectrolyte,,,,,,,
P269,Hydrogel,,,,,,,
P269,Polylactic acid,,,,,,,
P269,Ionogel,,,,,,,
P269,PDMS,,,,,,,
P269,Ionic liquid,,,,,,,
P269,Elastomer,,,,,,,
P269,PVDF,,,,,,,
P269,Polyethylene,,,,,,,
P270,Polyimide,,,,,,,
P270,Self-healing,,,,,,,
P270,Polyurethane,,,,,,,
P270,Polylactic acid,,,,,,,
P270,PEDOT:PSS,,,,,,,
P270,PDMS,,,,,,,
P270,PEG,,,,,,,
P270,Elastomer,,,,,,,
P270,Hydrogel,,,,,,,
P270,Polyethylene,,,,,,,
P271,Polyimide,,,,,,,
P271,Block copolymer,,,,,,,
P271,Polyurethane,,,,,,,
P271,Polylactic acid,,,,,,,
P271,Ionic liquid,,,,,,,
P271,PEG,,,,,,,
P271,Polyester,,,,,,,
P271,Elastomer,,,,,,,
P271,PVDF,,,,,,,
P271,Polyethylene,,,,,,,
P272,Furan,,,,,,,
P272,Polyimide,,,,,,,
P272,Polyurethane,,,,,,,
P272,Polylactic acid,,,,,,,
P272,PEG,,,,,,,
P272,Polyethylene,,,,,,,
P273,Polyimide,,,,,,,
P273,Polyurethane,,,,,,,
P273,Polyelectrolyte,,,,,,,
P273,Polylactic acid,,,,,,,
P273,Ionic liquid,,,,,,,
P273,PEG,,,,,,,
P273,Elastomer,,,,,,,
P273,Polyethylene,,,,,,,
P274,Furan,,,,,,,
P274,Polyimide,,,,,,,
P274,Polyethylene,,,,,,,
P274,Polysiloxane,,,,,,,
P274,Polyamide,,,,,,,
P274,Polyurethane,,,,,,,
P274,Polyelectrolyte,,,,,,,
P274,Polylactic acid,,,,,,,
P274,PEG,,,,,,,
P274,Elastomer,,,,,,,
P274,Block copolymer,,,,,,,
P275,Polyimide,,,,,,,
P275,Polyurethane,,,,,,,
P275,Polyelectrolyte,,,,,,,
P275,Polylactic acid,,,,,,,
P275,Elastomer,,,,,,,
P275,Polyethylene,,,,,,,
P276,Polyimide,,,,,,,
P276,Polyacrylate,,,,,,,
P276,Polysiloxane,,,,,,,
P276,Block copolymer,,,,,,,
P276,Polyamide,,,,,,,
P276,Polyurethane,,,,,,,
P276,Polyelectrolyte,,,,,,,
P276,Ionogel,,,,,,,
P276,Polylactic acid,,,,,,,
P276,Ionic liquid,,,,,,,
P276,PEG,,,,,,,
P276,Elastomer,,,,,,,
