paper_id,figure_or_table,content,key_observation,supported_conclusion,importance_level
P108,Fig. 11,,,,
P108,Fig. 5,,,,
P109,Fig. 3c,,,,
P109,Fig. 3a,,,,
P109,Fig. 4b,,,,
P109,Fig. 2b,,,,
P109,Fig. 2,,,,
P109,Fig. 2c,,,,
P109,Fig. 1c,,,,
P109,Fig. 1b,,,,
P109,Fig. 1,,,,
P109,Fig. 4a,,,,
P109,Fig. 4,,,,
P109,Fig. 1a,,,,
P109,Fig. 3b,,,,
P109,Fig. 3,,,,
P109,Fig. 4c,,,,
P109,Fig. 2a,,,,
P110,Fig. 3a,,,,
P110,Fig. 5c,,,,
P110,Fig. 6b,,,,
P110,Fig. 2,,,,
P110,Fig. 4,,,,
P110,Fig. 1,,,,
P110,Fig. 7s,,,,
P110,Fig. 7,,,,
P110,Fig. 6a,,,,
P110,Fig. 6,,,,
P110,Fig. 5a,,,,
P110,Fig. 5b,,,,
P110,Fig. 3,,,,
P110,Fig. 7c,,,,
P110,Fig. 4s,,,,
P110,Fig. 1s,,,,
P110,Fig. 5,,,,
P111,Fig. 2,,,,
P111,Fig. 4,,,,
P111,Fig. 1,,,,
P111,Fig. 6,,,,
P111,Fig. 3,,,,
P111,Fig. 5,,,,
P112,Fig. 4d,,,,
P112,Fig. 2d,,,,
P112,Fig. 2b,,,,
P112,Fig. 4a,,,,
P112,Fig. 4,,,,
P112,Fig. 4i,,,,
P112,Fig. 1f,,,,
P112,Fig. 3e,,,,
P112,Fig. 1a,,,,
P112,Fig. 3b,,,,
P112,Fig. 2f,,,,
P112,Fig. 4f,,,,
P112,Fig. 2,,,,
P112,Fig. 1b,,,,
P112,Fig. 4g,,,,
P112,Fig. 1,,,,
P112,Fig. 3c,,,,
P112,Fig. 3a,,,,
P112,Fig. 2e,,,,
P112,Fig. 4b,,,,
P112,Fig. 4e,,,,
P112,Fig. 2c,,,,
P112,Fig. 1c,,,,
P112,Fig. 4h,,,,
P112,Fig. 3f,,,,
P112,Fig. 1d,,,,
P112,Fig. 1e,,,,
P112,Fig. 3d,,,,
P112,Fig. 3,,,,
P112,Fig. 4c,,,,
P112,Fig. 2a,,,,
P113,Fig. 4d,,,,
P113,Fig. 6b,,,,
P113,Fig. 2d,,,,
P113,Fig. 2b,,,,
P113,Fig. 4,,,,
P113,Fig. 4a,,,,
P113,Fig. 7b,,,,
P113,Fig. 5d,,,,
P113,Fig. 7,,,,
P113,Fig. 5g,,,,
P113,Fig. 3b,,,,
P113,Fig. 2,,,,
P113,Fig. 1,,,,
P113,Fig. 5a,,,,
P113,Fig. 7g,,,,
P113,Fig. 3c,,,,
P113,Fig. 3a,,,,
P113,Fig. 4b,,,,
P113,Fig. 4e,,,,
P113,Fig. 2c,,,,
P113,Fig. 5i,,,,
P113,Fig. 7a,,,,
P113,Fig. 7f,,,,
P113,Fig. 6a,,,,
P113,Fig. 7e,,,,
P113,Fig. 3d,,,,
P113,Fig. 6,,,,
P113,Fig. 3,,,,
P113,Fig. 4c,,,,
P113,Fig. 2a,,,,
P113,Fig. 5,,,,
P114,Fig. 2,,,,
P114,Fig. 4,,,,
P114,Fig. 8,,,,
P114,Fig. 1,,,,
P114,Fig. 7,,,,
P114,Fig. 6,,,,
P114,Fig. 3,,,,
P114,Fig. 5,,,,
P115,Fig. 2,,,,
P115,Fig. 4,,,,
P115,Fig. 8,,,,
P115,Fig. 1,,,,
P115,Fig. 7,,,,
P115,Fig. 6,,,,
P115,Fig. 3,,,,
P115,Fig. 5,,,,
P116,Fig. 2,,,,
P116,Fig. 4,,,,
P116,Fig. 8,,,,
P116,Fig. 1,,,,
P116,Fig. 7,,,,
P116,Fig. 6,,,,
P116,Fig. 3,,,,
P116,Fig. 5s,,,,
P116,Fig. 5,,,,
P117,Fig. 4d,,,,
P117,Fig. 6b,,,,
P117,Fig. 2d,,,,
P117,Fig. 2b,,,,
P117,Fig. 4,,,,
P117,Fig. 4a,,,,
P117,Fig. 7b,,,,
P117,Fig. 5d,,,,
P117,Fig. 7,,,,
P117,Fig. 5g,,,,
P117,Fig. 3b,,,,
P117,Fig. 2,,,,
P117,Fig. 1,,,,
P117,Fig. 5a,,,,
P117,Fig. 7g,,,,
P117,Fig. 3c,,,,
P117,Fig. 3a,,,,
P117,Fig. 4b,,,,
P117,Fig. 4e,,,,
P117,Fig. 2c,,,,
P117,Fig. 5i,,,,
P117,Fig. 7a,,,,
P117,Fig. 7f,,,,
P117,Fig. 6a,,,,
P117,Fig. 7e,,,,
P117,Fig. 3d,,,,
P117,Fig. 6,,,,
P117,Fig. 3,,,,
P117,Fig. 4c,,,,
P117,Fig. 2a,,,,
P117,Fig. 5,,,,
P118,Fig. 4d,,,,
P118,Fig. 6b,,,,
P118,Fig. 2d,,,,
P118,Fig. 2b,,,,
P118,Fig. 6d,,,,
P118,Fig. 4a,,,,
P118,Fig. 4,,,,
P118,Fig. 1k,,,,
P118,Fig. 8d,,,,
P118,Fig. 5d,,,,
P118,Fig. 7b,,,,
P118,Fig. 7,,,,
P118,Fig. 1f,,,,
P118,Fig. 3e,,,,
P118,Fig. 1a,,,,
P118,Fig. 3b,,,,
P118,Fig. 2i,,,,
P118,Fig. 1g,,,,
P118,Fig. 6i,,,,
P118,Fig. 3h,,,,
P118,Fig. 2f,,,,
P118,Fig. 4f,,,,
P118,Fig. 2,,,,
P118,Fig. 8,,,,
P118,Fig. 1b,,,,
P118,Fig. 1,,,,
P118,Fig. 5e,,,,
P118,Fig. 5a,,,,
P118,Fig. 1i,,,,
P118,Fig. 2g,,,,
P118,Fig. 5h,,,,
P118,Fig. 7d,,,,
P118,Fig. 7g,,,,
P118,Fig. 3c,,,,
P118,Fig. 2e,,,,
P118,Fig. 3a,,,,
P118,Fig. 1j,,,,
P118,Fig. 4b,,,,
P118,Fig. 3k,,,,
P118,Fig. 4e,,,,
P118,Fig. 1h,,,,
P118,Fig. 8f,,,,
P118,Fig. 1c,,,,
P118,Fig. 7h,,,,
P118,Fig. 6f,,,,
P118,Fig. 7a,,,,
P118,Fig. 7c,,,,
P118,Fig. 2j,,,,
P118,Fig. 8a,,,,
P118,Fig. 6a,,,,
P118,Fig. 7e,,,,
P118,Fig. 1d,,,,
P118,Fig. 2h,,,,
P118,Fig. 6e,,,,
P118,Fig. 6j,,,,
P118,Fig. 1e,,,,
P118,Fig. 1l,,,,
P118,Fig. 6,,,,
P118,Fig. 8c,,,,
P118,Fig. 3,,,,
P118,Fig. 4c,,,,
P118,Fig. 2a,,,,
P118,Fig. 5,,,,
P119,Fig. 2,,,,
P119,Fig. 2s,,,,
P119,Fig. 4,,,,
P119,Fig. 3s,,,,
P119,Fig. 1,,,,
P119,Fig. 7,,,,
P119,Fig. 8,,,,
P119,Fig. 6,,,,
P119,Fig. 3,,,,
P119,Fig. 9,,,,
P119,Fig. 5,,,,
P120,Fig. 15,,,,
P120,Fig. 4d,,,,
P120,Fig. 2d,,,,
P120,Fig. 2b,,,,
P120,Fig. 7b,,,,
P120,Fig. 4a,,,,
P120,Fig. 13a,,,,
P120,Fig. 3g,,,,
P120,Fig. 17a,,,,
P120,Fig. 4,,,,
P120,Fig. 5d,,,,
P120,Fig. 1f,,,,
P120,Fig. 5g,,,,
P120,Fig. 3e,,,,
P120,Fig. 1a,,,,
P120,Fig. 3b,,,,
P120,Fig. 18a,,,,
P120,Fig. 25a,,,,
P120,Fig. 9,,,,
P120,Fig. 3h,,,,
P120,Fig. 5c,,,,
P120,Fig. 4f,,,,
P120,Fig. 24s,,,,
P120,Fig. 2,,,,
P120,Fig. 8,,,,
P120,Fig. 1b,,,,
P120,Fig. 14,,,,
P120,Fig. 1,,,,
P120,Fig. 4g,,,,
P120,Fig. 21,,,,
P120,Fig. 5e,,,,
P120,Fig. 19a,,,,
P120,Fig. 5a,,,,
P120,Fig. 23a,,,,
P120,Fig. 5h,,,,
P120,Fig. 10,,,,
P120,Fig. 11,,,,
P120,Fig. 5f,,,,
P120,Fig. 3c,,,,
P120,Fig. 2e,,,,
P120,Fig. 3a,,,,
P120,Fig. 19,,,,
P120,Fig. 4e,,,,
P120,Fig. 2c,,,,
P120,Fig. 3i,,,,
P120,Fig. 1c,,,,
P120,Fig. 5i,,,,
P120,Fig. 20,,,,
P120,Fig. 7a,,,,
P120,Fig. 3j,,,,
P120,Fig. 4h,,,,
P120,Fig. 12,,,,
P120,Fig. 3f,,,,
P120,Fig. 16,,,,
P120,Fig. 1d,,,,
P120,Fig. 1e,,,,
P120,Fig. 18b,,,,
P120,Fig. 22,,,,
P120,Fig. 3d,,,,
P120,Fig. 6,,,,
P120,Fig. 5b,,,,
P120,Fig. 3,,,,
P120,Fig. 4c,,,,
P120,Fig. 2a,,,,
P120,Fig. 5,,,,
P121,Fig. 2,,,,
P121,Fig. 4,,,,
P121,Fig. 8,,,,
P121,Fig. 1,,,,
P121,Fig. 7,,,,
P121,Fig. 6,,,,
P121,Fig. 3,,,,
P121,Fig. 5,,,,
P122,Fig. 2,,,,
P122,Fig. 4,,,,
P122,Fig. 1,,,,
P122,Fig. 3,,,,
P123,Fig. 6b,,,,
P123,Fig. 4b,,,,
P123,Fig. 6d,,,,
P123,Fig. 2,,,,
P123,Fig. 4a,,,,
P123,Fig. 4,,,,
P123,Fig. 1,,,,
P123,Fig. 5d,,,,
P123,Fig. 6,,,,
P123,Fig. 5a,,,,
P123,Fig. 3,,,,
P123,Fig. 6a,,,,
P123,Fig. 6c,,,,
P123,Fig. 5,,,,
P124,Fig. 4d,,,,
P124,Fig. 6b,,,,
P124,Fig. 25,,,,
P124,Fig. 2d,,,,
P124,Fig. 2b,,,,
P124,Fig. 6d,,,,
P124,Fig. 4,,,,
P124,Fig. 4a,,,,
P124,Fig. 7,,,,
P124,Fig. 5d,,,,
P124,Fig. 5g,,,,
P124,Fig. 1f,,,,
P124,Fig. 3e,,,,
P124,Fig. 1a,,,,
P124,Fig. 3b,,,,
P124,Fig. 1g,,,,
P124,Fig. 17,,,,
P124,Fig. 9,,,,
P124,Fig. 6i,,,,
P124,Fig. 6c,,,,
P124,Fig. 18,,,,
P124,Fig. 5c,,,,
P124,Fig. 13,,,,
P124,Fig. 2,,,,
P124,Fig. 8,,,,
P124,Fig. 1b,,,,
P124,Fig. 1,,,,
P124,Fig. 5e,,,,
P124,Fig. 6g,,,,
P124,Fig. 5a,,,,
P124,Fig. 10,,,,
P124,Fig. 11,,,,
P124,Fig. 5f,,,,
P124,Fig. 3c,,,,
P124,Fig. 2e,,,,
P124,Fig. 4b,,,,
P124,Fig. 19,,,,
P124,Fig. 2c,,,,
P124,Fig. 1c,,,,
P124,Fig. 6h,,,,
P124,Fig. 6f,,,,
P124,Fig. 26,,,,
P124,Fig. 12,,,,
P124,Fig. 3f,,,,
P124,Fig. 24,,,,
P124,Fig. 6a,,,,
P124,Fig. 1d,,,,
P124,Fig. 6e,,,,
P124,Fig. 1e,,,,
P124,Fig. 22,,,,
P124,Fig. 3d,,,,
P124,Fig. 6,,,,
P124,Fig. 5b,,,,
P124,Fig. 3,,,,
P124,Fig. 4c,,,,
P124,Fig. 2a,,,,
P124,Fig. 5,,,,
P125,Fig. 6b,,,,
P125,Fig. 6d,,,,
P125,Fig. 4,,,,
P125,Fig. 7b,,,,
P125,Fig. 13a,,,,
P125,Fig. 7,,,,
P125,Fig. 9,,,,
P125,Fig. 13,,,,
P125,Fig. 2,,,,
P125,Fig. 8,,,,
P125,Fig. 14,,,,
P125,Fig. 1,,,,
P125,Fig. 13b,,,,
P125,Fig. 10,,,,
P125,Fig. 11,,,,
P125,Fig. 6f,,,,
P125,Fig. 7a,,,,
P125,Fig. 7c,,,,
P125,Fig. 14d,,,,
P125,Fig. 8a,,,,
P125,Fig. 12,,,,
P125,Fig. 8b,,,,
P125,Fig. 6a,,,,
P125,Fig. 6e,,,,
P125,Fig. 12a,,,,
P125,Fig. 6,,,,
P125,Fig. 3,,,,
P125,Fig. 5,,,,
P126,Fig. 4d,,,,
P126,Fig. 2d,,,,
P126,Fig. 2b,,,,
P126,Fig. 4a,,,,
P126,Fig. 4,,,,
P126,Fig. 1k,,,,
P126,Fig. 3g,,,,
P126,Fig. 5d,,,,
P126,Fig. 1f,,,,
P126,Fig. 1a,,,,
P126,Fig. 3b,,,,
P126,Fig. 1g,,,,
P126,Fig. 3h,,,,
P126,Fig. 2f,,,,
P126,Fig. 4f,,,,
P126,Fig. 2,,,,
P126,Fig. 1b,,,,
P126,Fig. 4g,,,,
P126,Fig. 1,,,,
P126,Fig. 5e,,,,
P126,Fig. 5a,,,,
P126,Fig. 2g,,,,
P126,Fig. 1i,,,,
P126,Fig. 5f,,,,
P126,Fig. 3c,,,,
P126,Fig. 2e,,,,
P126,Fig. 3a,,,,
P126,Fig. 4b,,,,
P126,Fig. 4e,,,,
P126,Fig. 2c,,,,
P126,Fig. 3i,,,,
P126,Fig. 3f,,,,
P126,Fig. 3d,,,,
P126,Fig. 5b,,,,
P126,Fig. 3,,,,
P126,Fig. 4c,,,,
P126,Fig. 2a,,,,
P126,Fig. 5,,,,
P128,Fig. 4d,,,,
P128,Fig. 2d,,,,
P128,Fig. 2b,,,,
P128,Fig. 4a,,,,
P128,Fig. 4,,,,
P128,Fig. 1k,,,,
P128,Fig. 3g,,,,
P128,Fig. 5d,,,,
P128,Fig. 4i,,,,
P128,Fig. 5g,,,,
P128,Fig. 1f,,,,
P128,Fig. 3e,,,,
P128,Fig. 1a,,,,
P128,Fig. 3b,,,,
P128,Fig. 1g,,,,
P128,Fig. 3h,,,,
P128,Fig. 2f,,,,
P128,Fig. 5c,,,,
P128,Fig. 4f,,,,
P128,Fig. 5j,,,,
P128,Fig. 2,,,,
P128,Fig. 1b,,,,
P128,Fig. 4g,,,,
P128,Fig. 1,,,,
P128,Fig. 5e,,,,
P128,Fig. 5a,,,,
P128,Fig. 1i,,,,
P128,Fig. 2g,,,,
P128,Fig. 5n,,,,
P128,Fig. 5h,,,,
P128,Fig. 5f,,,,
P128,Fig. 2e,,,,
P128,Fig. 3a,,,,
P128,Fig. 1j,,,,
P128,Fig. 4e,,,,
P128,Fig. 4b,,,,
P128,Fig. 5m,,,,
P128,Fig. 1h,,,,
P128,Fig. 2c,,,,
P128,Fig. 5l,,,,
P128,Fig. 1c,,,,
P128,Fig. 5i,,,,
P128,Fig. 4j,,,,
P128,Fig. 4h,,,,
P128,Fig. 3f,,,,
P128,Fig. 1d,,,,
P128,Fig. 2h,,,,
P128,Fig. 5k,,,,
P128,Fig. 1e,,,,
P128,Fig. 3d,,,,
P128,Fig. 5b,,,,
P128,Fig. 3,,,,
P128,Fig. 4c,,,,
P128,Fig. 2a,,,,
P128,Fig. 5,,,,
P129,Fig. 4d,,,,
P129,Fig. 6b,,,,
P129,Fig. 6d,,,,
P129,Fig. 4,,,,
P129,Fig. 4a,,,,
P129,Fig. 5d,,,,
P129,Fig. 3b,,,,
P129,Fig. 5c,,,,
P129,Fig. 2,,,,
P129,Fig. 1,,,,
P129,Fig. 5e,,,,
P129,Fig. 5a,,,,
P129,Fig. 3c,,,,
P129,Fig. 3a,,,,
P129,Fig. 4b,,,,
P129,Fig. 6f,,,,
P129,Fig. 6a,,,,
P129,Fig. 6e,,,,
P129,Fig. 5b,,,,
P129,Fig. 3,,,,
P129,Fig. 4c,,,,
P129,Fig. 6c,,,,
P129,Fig. 5,,,,
P130,Fig. 6b,,,,
P130,Fig. 6d,,,,
P130,Fig. 4,,,,
P130,Fig. 7b,,,,
P130,Fig. 13a,,,,
P130,Fig. 7,,,,
P130,Fig. 9,,,,
P130,Fig. 13,,,,
P130,Fig. 2,,,,
P130,Fig. 8,,,,
P130,Fig. 14,,,,
P130,Fig. 1,,,,
P130,Fig. 13b,,,,
P130,Fig. 10,,,,
P130,Fig. 11,,,,
P130,Fig. 6f,,,,
P130,Fig. 7a,,,,
P130,Fig. 7c,,,,
P130,Fig. 14d,,,,
P130,Fig. 8a,,,,
P130,Fig. 12,,,,
P130,Fig. 8b,,,,
P130,Fig. 6a,,,,
P130,Fig. 6e,,,,
P130,Fig. 12a,,,,
P130,Fig. 6,,,,
P130,Fig. 3,,,,
P130,Fig. 5,,,,
P131,Fig. 4d,,,,
P131,Fig. 2d,,,,
P131,Fig. 2b,,,,
P131,Fig. 4a,,,,
P131,Fig. 4,,,,
P131,Fig. 1k,,,,
P131,Fig. 3g,,,,
P131,Fig. 5d,,,,
P131,Fig. 1f,,,,
P131,Fig. 1a,,,,
P131,Fig. 3b,,,,
P131,Fig. 1g,,,,
P131,Fig. 3h,,,,
P131,Fig. 2f,,,,
P131,Fig. 4f,,,,
P131,Fig. 2,,,,
P131,Fig. 1b,,,,
P131,Fig. 4g,,,,
P131,Fig. 1,,,,
P131,Fig. 5e,,,,
P131,Fig. 5a,,,,
P131,Fig. 2g,,,,
P131,Fig. 1i,,,,
P131,Fig. 5f,,,,
P131,Fig. 3c,,,,
P131,Fig. 2e,,,,
P131,Fig. 3a,,,,
P131,Fig. 4b,,,,
P131,Fig. 4e,,,,
P131,Fig. 2c,,,,
P131,Fig. 3i,,,,
P131,Fig. 3f,,,,
P131,Fig. 3d,,,,
P131,Fig. 5b,,,,
P131,Fig. 3,,,,
P131,Fig. 4c,,,,
P131,Fig. 2a,,,,
P131,Fig. 5,,,,
P132,Fig. 4d,,,,
P132,Fig. 2d,,,,
P132,Fig. 2b,,,,
P132,Fig. 4a,,,,
P132,Fig. 4,,,,
P132,Fig. 1k,,,,
P132,Fig. 3g,,,,
P132,Fig. 5d,,,,
P132,Fig. 4i,,,,
P132,Fig. 5g,,,,
P132,Fig. 1f,,,,
P132,Fig. 3e,,,,
P132,Fig. 1a,,,,
P132,Fig. 3b,,,,
P132,Fig. 1g,,,,
P132,Fig. 3h,,,,
P132,Fig. 2f,,,,
P132,Fig. 5c,,,,
P132,Fig. 4f,,,,
P132,Fig. 5j,,,,
P132,Fig. 2,,,,
P132,Fig. 1b,,,,
P132,Fig. 4g,,,,
P132,Fig. 1,,,,
P132,Fig. 5e,,,,
P132,Fig. 5a,,,,
P132,Fig. 1i,,,,
P132,Fig. 2g,,,,
P132,Fig. 5n,,,,
P132,Fig. 5h,,,,
P132,Fig. 5f,,,,
P132,Fig. 2e,,,,
P132,Fig. 3a,,,,
P132,Fig. 1j,,,,
P132,Fig. 4e,,,,
P132,Fig. 4b,,,,
P132,Fig. 5m,,,,
P132,Fig. 1h,,,,
P132,Fig. 2c,,,,
P132,Fig. 5l,,,,
P132,Fig. 1c,,,,
P132,Fig. 5i,,,,
P132,Fig. 4j,,,,
P132,Fig. 4h,,,,
P132,Fig. 3f,,,,
P132,Fig. 1d,,,,
P132,Fig. 2h,,,,
P132,Fig. 5k,,,,
P132,Fig. 1e,,,,
P132,Fig. 3d,,,,
P132,Fig. 5b,,,,
P132,Fig. 3,,,,
P132,Fig. 4c,,,,
P132,Fig. 2a,,,,
P132,Fig. 5,,,,
P133,Fig. 6b,,,,
P133,Fig. 2b,,,,
P133,Fig. 4,,,,
P133,Fig. 4a,,,,
P133,Fig. 7b,,,,
P133,Fig. 7,,,,
P133,Fig. 2,,,,
P133,Fig. 8,,,,
P133,Fig. 1,,,,
P133,Fig. 4b,,,,
P133,Fig. 7a,,,,
P133,Fig. 8a,,,,
P133,Fig. 6a,,,,
P133,Fig. 8b,,,,
P133,Fig. 6,,,,
P133,Fig. 3,,,,
P133,Fig. 4c,,,,
P133,Fig. 2a,,,,
P133,Fig. 5,,,,
P134,Fig. 6b,,,,
P134,Fig. 4b,,,,
P134,Fig. 6d,,,,
P134,Fig. 2,,,,
P134,Fig. 4a,,,,
P134,Fig. 4,,,,
P134,Fig. 1,,,,
P134,Fig. 5d,,,,
P134,Fig. 6,,,,
P134,Fig. 5a,,,,
P134,Fig. 3,,,,
P134,Fig. 6a,,,,
P134,Fig. 6c,,,,
P134,Fig. 5,,,,
P135,Fig. 4d,,,,
P135,Fig. 6b,,,,
P135,Fig. 6d,,,,
P135,Fig. 4,,,,
P135,Fig. 4a,,,,
P135,Fig. 5d,,,,
P135,Fig. 3b,,,,
P135,Fig. 5c,,,,
P135,Fig. 2,,,,
P135,Fig. 1,,,,
P135,Fig. 5e,,,,
P135,Fig. 5a,,,,
P135,Fig. 3c,,,,
P135,Fig. 3a,,,,
P135,Fig. 4b,,,,
P135,Fig. 6f,,,,
P135,Fig. 6a,,,,
P135,Fig. 6e,,,,
P135,Fig. 5b,,,,
P135,Fig. 3,,,,
P135,Fig. 4c,,,,
P135,Fig. 6c,,,,
P135,Fig. 5,,,,
P136,Fig. 2,,,,
P136,Fig. 4,,,,
P136,Fig. 1,,,,
P136,Fig. 6,,,,
P136,Fig. 3,,,,
P136,Fig. 5,,,,
P137,Fig. 6b,,,,
P137,Fig. 2b,,,,
P137,Fig. 4,,,,
P137,Fig. 4a,,,,
P137,Fig. 7b,,,,
P137,Fig. 7,,,,
P137,Fig. 2,,,,
P137,Fig. 8,,,,
P137,Fig. 1,,,,
P137,Fig. 4b,,,,
P137,Fig. 7a,,,,
P137,Fig. 8a,,,,
P137,Fig. 6a,,,,
P137,Fig. 8b,,,,
P137,Fig. 6,,,,
P137,Fig. 3,,,,
P137,Fig. 4c,,,,
P137,Fig. 2a,,,,
P137,Fig. 5,,,,
P140,Fig. 3c,,,,
P140,Fig. 3a,,,,
P140,Fig. 4d,,,,
P140,Fig. 5c,,,,
P140,Fig. 2d,,,,
P140,Fig. 2b,,,,
P140,Fig. 2,,,,
P140,Fig. 2c,,,,
P140,Fig. 4,,,,
P140,Fig. 4a,,,,
P140,Fig. 1,,,,
P140,Fig. 3e,,,,
P140,Fig. 3,,,,
P140,Fig. 4c,,,,
P140,Fig. 2a,,,,
P140,Fig. 5,,,,
P141,Fig. 4d,,,,
P141,Fig. 6b,,,,
P141,Fig. 25,,,,
P141,Fig. 2d,,,,
P141,Fig. 2b,,,,
P141,Fig. 6d,,,,
P141,Fig. 4,,,,
P141,Fig. 4a,,,,
P141,Fig. 7,,,,
P141,Fig. 5d,,,,
P141,Fig. 5g,,,,
P141,Fig. 1f,,,,
P141,Fig. 3e,,,,
P141,Fig. 1a,,,,
P141,Fig. 3b,,,,
P141,Fig. 1g,,,,
P141,Fig. 17,,,,
P141,Fig. 9,,,,
P141,Fig. 6i,,,,
P141,Fig. 6c,,,,
P141,Fig. 18,,,,
P141,Fig. 5c,,,,
P141,Fig. 13,,,,
P141,Fig. 2,,,,
P141,Fig. 8,,,,
P141,Fig. 1b,,,,
P141,Fig. 1,,,,
P141,Fig. 5e,,,,
P141,Fig. 6g,,,,
P141,Fig. 5a,,,,
P141,Fig. 10,,,,
P141,Fig. 11,,,,
P141,Fig. 5f,,,,
P141,Fig. 3c,,,,
P141,Fig. 2e,,,,
P141,Fig. 4b,,,,
P141,Fig. 19,,,,
P141,Fig. 2c,,,,
P141,Fig. 1c,,,,
P141,Fig. 6h,,,,
P141,Fig. 6f,,,,
P141,Fig. 26,,,,
P141,Fig. 12,,,,
P141,Fig. 3f,,,,
P141,Fig. 24,,,,
P141,Fig. 6a,,,,
P141,Fig. 1d,,,,
P141,Fig. 6e,,,,
P141,Fig. 1e,,,,
P141,Fig. 22,,,,
P141,Fig. 3d,,,,
P141,Fig. 6,,,,
P141,Fig. 5b,,,,
P141,Fig. 3,,,,
P141,Fig. 4c,,,,
P141,Fig. 2a,,,,
P141,Fig. 5,,,,
P142,Fig. 2,,,,
P142,Fig. 4,,,,
P142,Fig. 1,,,,
P142,Fig. 3,,,,
P144,Fig. 2,,,,
P144,Fig. 2s,,,,
P144,Fig. 4,,,,
P144,Fig. 3s,,,,
P144,Fig. 1,,,,
P144,Fig. 7,,,,
P144,Fig. 8,,,,
P144,Fig. 6,,,,
P144,Fig. 3,,,,
P144,Fig. 9,,,,
P144,Fig. 5,,,,
P145,Fig. 2,,,,
P145,Fig. 1,,,,
P145,Fig. 3,,,,
P146,Fig. 2,,,,
P146,Fig. 4,,,,
P146,Fig. 1,,,,
P146,Fig. 7,,,,
P146,Fig. 6,,,,
P146,Fig. 3,,,,
P146,Fig. 5,,,,
P147,Fig. 15,,,,
P147,Fig. 4d,,,,
P147,Fig. 6b,,,,
P147,Fig. 2d,,,,
P147,Fig. 2b,,,,
P147,Fig. 6d,,,,
P147,Fig. 4,,,,
P147,Fig. 4a,,,,
P147,Fig. 7,,,,
P147,Fig. 4i,,,,
P147,Fig. 3e,,,,
P147,Fig. 1a,,,,
P147,Fig. 3b,,,,
P147,Fig. 17,,,,
P147,Fig. 9,,,,
P147,Fig. 6i,,,,
P147,Fig. 6c,,,,
P147,Fig. 18,,,,
P147,Fig. 2f,,,,
P147,Fig. 21c,,,,
P147,Fig. 4f,,,,
P147,Fig. 13,,,,
P147,Fig. 2,,,,
P147,Fig. 8,,,,
P147,Fig. 1b,,,,
P147,Fig. 4g,,,,
P147,Fig. 1,,,,
P147,Fig. 14,,,,
P147,Fig. 21,,,,
P147,Fig. 6g,,,,
P147,Fig. 2g,,,,
P147,Fig. 10,,,,
P147,Fig. 11,,,,
P147,Fig. 3c,,,,
P147,Fig. 2e,,,,
P147,Fig. 3a,,,,
P147,Fig. 4e,,,,
P147,Fig. 4b,,,,
P147,Fig. 2c,,,,
P147,Fig. 1c,,,,
P147,Fig. 6h,,,,
P147,Fig. 4j,,,,
P147,Fig. 4h,,,,
P147,Fig. 6a,,,,
P147,Fig. 6e,,,,
P147,Fig. 21b,,,,
P147,Fig. 3d,,,,
P147,Fig. 6,,,,
P147,Fig. 3,,,,
P147,Fig. 4c,,,,
P147,Fig. 2a,,,,
P147,Fig. 5,,,,
P148,Fig. 3c,,,,
P148,Fig. 3a,,,,
P148,Fig. 4b,,,,
P148,Fig. 2b,,,,
P148,Fig. 2,,,,
P148,Fig. 2c,,,,
P148,Fig. 1c,,,,
P148,Fig. 1b,,,,
P148,Fig. 1,,,,
P148,Fig. 4a,,,,
P148,Fig. 4,,,,
P148,Fig. 1a,,,,
P148,Fig. 3b,,,,
P148,Fig. 3,,,,
P148,Fig. 4c,,,,
P148,Fig. 2a,,,,
P149,Fig. 2,,,,
P149,Fig. 4,,,,
P149,Fig. 1,,,,
P149,Fig. 3,,,,
P149,Fig. 5,,,,
P150,Fig. 2b,,,,
P150,Fig. 4,,,,
P150,Fig. 4a,,,,
P150,Fig. 7b,,,,
P150,Fig. 7,,,,
P150,Fig. 1a,,,,
P150,Fig. 5c,,,,
P150,Fig. 2,,,,
P150,Fig. 8,,,,
P150,Fig. 1b,,,,
P150,Fig. 1,,,,
P150,Fig. 5a,,,,
P150,Fig. 7d,,,,
P150,Fig. 4b,,,,
P150,Fig. 2c,,,,
P150,Fig. 1c,,,,
P150,Fig. 7a,,,,
P150,Fig. 7c,,,,
P150,Fig. 8a,,,,
P150,Fig. 8b,,,,
P150,Fig. 1d,,,,
P150,Fig. 6,,,,
P150,Fig. 5b,,,,
P150,Fig. 3,,,,
P150,Fig. 4c,,,,
P150,Fig. 2a,,,,
P150,Fig. 5,,,,
P151,Fig. 2,,,,
P151,Fig. 4,,,,
P151,Fig. 1,,,,
P151,Fig. 6,,,,
P151,Fig. 3,,,,
P151,Fig. 5,,,,
P152,Fig. 6b,,,,
P152,Fig. 2c,,,,
P152,Fig. 2,,,,
P152,Fig. 4,,,,
P152,Fig. 8,,,,
P152,Fig. 1,,,,
P152,Fig. 7,,,,
P152,Fig. 6,,,,
P152,Fig. 5b,,,,
P152,Fig. 3,,,,
P152,Fig. 6a,,,,
P152,Fig. 2a,,,,
P152,Fig. 5,,,,
P153,Fig. 15,,,,
P153,Fig. 16,,,,
P153,Fig. 13,,,,
P153,Fig. 2,,,,
P153,Fig. 4,,,,
P153,Fig. 8,,,,
P153,Fig. 14,,,,
P153,Fig. 1,,,,
