paper_id,title,file_name,year,priority,extraction_quality,evidence_type,claim_type,evidence_text,figure_table_source,page_est,keyword,confidence,relevance,ml_feature_candidate
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,figure_caption,measurement,"Packingmodelsproducedbythecombinationofpolymethylene(PM)zigzagchainsegmentallayersandesterlayers(greenbox)orthec*-
axis.(a)VerticallyalignedPMchains,(b)tiltedPMchains,(c)acombinationofverticalPMchainlayersandtiltedc*axis,(d)acombinationof
verticalPMlayersandverticalc*axis,and(e)acombinationoftiltedP",Figure 4,,Figure 4,medium,standard,FALSE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,figure_caption,measurement,"(a)CrystalstructureofPE-2,18.(b)ComparisonofsubcellstructureofpolymethylenesegmentalpartswiththatoforthorhombicPE(pink).
orthorhombic PE crystal. That is, the zigzag polymethylene fromthedrawaxis,asfoundinthemonoclinicunitcell,the00l
chainsarepackedsidebyside,asillustratedinFigure4a.Inthe peakswilla",Figure 6,,Figure 6,medium,standard,FALSE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,figure_caption,measurement,"Crystalstructuresof(a)PE-4,18and(b)PE-6,18.
axis.Asaresult,PE-2,18maytakethemonoclinicunitcellwith UsingPolanyi’sequation,weestimatedtherepeatingperiod
non90°βangle. alongthechainaxisfromtheinterlayerspacings,c=27.15Å.
2401 https://doi.org/10.1021/acs.macromol.6c00020
Macromolecules2026,59,2393−2411",Figure 8,,Figure 8,medium,standard,FALSE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,figure_caption,measurement,"CrystalstructureofPE-3,18.Theblueboxesindicatethesubcelloftheorthorhombicpolyethylene.
Theobservedequatorial-linediffractionpeakscanbeindexed some values. For example, the origin of the 11th reciprocal
usingtherectangularcelloforthorhombicpolyethylene(a*= latticeplanewasshiftedfromthatofthezerothpla",Figure 10,,Figure 10,medium,standard,FALSE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,figure_caption,measurement,"(a)CrystalstructureofPE-2,13.(b)ThesubcellstructureiscomparedwiththeunitcelloforthorhombicPEcrystal.
extended conformation is assumed, the length of one repeating period of 26.5 Å × 2 = 53 Å. Using the above, we
monomeric unit is approximately 30 Å, which is longer than furtherbuiltstructuralmodelsa",Figure 12,,Figure 12,medium,standard,FALSE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,figure_caption,measurement,"2D-WAXDpatternofPE-2,13.(a)Theobserveddata,andthepatternscalculatedfor(b)theregularstructuremodeland(c)thedisordered
structuremodel.Thedrawdirectionisvertical.Somesharprings(bluearrows)detectedin(a)areduetothecatalystresidues.
aregivenforonlythreeequatorialpeaks. Thecrystalstructure chain segments f",Figure 14,,Figure 14,medium,standard,FALSE
P288,Polymorphic Self-Poisoning in the Isothermal Crystallization of,P288_unidentified.pdf,2026,medium,good,abstract,general,"Thermoplasticpolyurethanes(TPUs)aremultiblockcopolymerswhose
properties are strongly influenced by the crystallization of the hard segments (HS).
Crystallized HSs based on 4,4′-methylenediphenyl diisocyanate/1,4-butanediol can
developtwodistinctpolymorphs:thethermodynamicallystabletriclinicFormIIorthe
kinetically favored paracrystalline Form I, each associated with different mechanical
responses. While the effect of cooling rate on polymorphic crystallization has been
studied,theisothermalcrysta",abstract section,1,abstract,high,high_relevance_pu,FALSE
P288,Polymorphic Self-Poisoning in the Isothermal Crystallization of,P288_unidentified.pdf,2026,medium,good,conclusion,finding,"on the
(high-temperature branch). temperature-dependent polymorphism inferred from WAXD
At 146 °C, the sample crystallizes in the form of (Figures 3 and S4) and kinetics (Figures 2 and 4) analyses.
nonbirefringent crystals, which grow until impingement. This Moreover,thehypothesizedpolymorphicself-poisoningisalso
morphology,lackingbirefringence,ischaracteristicoftheForm compatible with the morphology, as in the temperature range
956 https://doi.org/10.1021/acs.macromol.5c02761
Macromolecules2026",conclusion section,end,conclusion,high,standard,TRUE
P288,Polymorphic Self-Poisoning in the Isothermal Crystallization of,P288_unidentified.pdf,2026,medium,good,excerpt,general,Polymorphic Self-Poisoning in the Isothermal Crystallization of Thermoplastic Polyurethanes,line 3,1,crystalliz,medium,high_relevance_pu,FALSE
P288,Polymorphic Self-Poisoning in the Isothermal Crystallization of,P288_unidentified.pdf,2026,medium,good,excerpt,general,"properties are strongly influenced by the crystallization of the hard segments (HS). Crystallized HSs based on 4,4′-methylenediphenyl diisocyanate/1,4-butanediol can",line 11,1,crystalliz,medium,high_relevance_pu,FALSE
P288,Polymorphic Self-Poisoning in the Isothermal Crystallization of,P288_unidentified.pdf,2026,medium,good,excerpt,general,"Crystallized HSs based on 4,4′-methylenediphenyl diisocyanate/1,4-butanediol can developtwodistinctpolymorphs:thethermodynamicallystabletriclinicFormIIorthe",line 12,1,crystalliz,medium,standard,FALSE
P288,Polymorphic Self-Poisoning in the Isothermal Crystallization of,P288_unidentified.pdf,2026,medium,good,excerpt,general,"responses. While the effect of cooling rate on polymorphic crystallization has been studied,theisothermalcrystallizationkineticsofTPUswithvaryingHScontentareless",line 15,1,crystalliz,medium,standard,FALSE
P288,Polymorphic Self-Poisoning in the Isothermal Crystallization of,P288_unidentified.pdf,2026,medium,good,excerpt,general,"studied,theisothermalcrystallizationkineticsofTPUswithvaryingHScontentareless explored.Here,weinvestigatetheisothermalcrystallizationofTPUscontaining29−80",line 16,1,crystalliz,medium,standard,FALSE
P288,Polymorphic Self-Poisoning in the Isothermal Crystallization of,P288_unidentified.pdf,2026,medium,good,excerpt,general,"explored.Here,weinvestigatetheisothermalcrystallizationofTPUscontaining29−80 wt % HS using differential scanning calorimetry (DSC), wide-angle X-ray diffraction",line 17,1,crystalliz,medium,standard,FALSE
P288,Polymorphic Self-Poisoning in the Isothermal Crystallization of,P288_unidentified.pdf,2026,medium,good,figure_caption,measurement,"RepresentativeDSCcurvesshowingtheevolutionofheat-
flowrateasafunctionoftimeatthedifferentindicatedcrystallization
temperaturesforTPU80.
analogous results for the other TPUs are reported in the
Supporting Information, Figure S2. The data reveal a peculiar
temperature dependence of the crystallization",Figure 1,,Figure 1,medium,standard,FALSE
P288,Polymorphic Self-Poisoning in the Isothermal Crystallization of,P288_unidentified.pdf,2026,medium,good,figure_caption,measurement,"crystallization temperatures (for which the half-crystallization
Similarbehavior,however,withtheminimumincrystallization time is difficult to determine because of the nonsteady state
rateoccurringatdifferenttemperatures,isreportedwithFigure instrumental heat-flow rate).38
S2forthesamplescontaining50",Figure 1,,Figure 1,medium,standard,FALSE
P288,Polymorphic Self-Poisoning in the Isothermal Crystallization of,P288_unidentified.pdf,2026,medium,good,figure_caption,measurement,"PolarizedlightopticalmicrographsacquiredatdifferenttimesduringcrystallizationofTPU80attheindicatedisothermaltemperatures.
kinetics. In the low supercooling range, the kinetics are the molecular dynamic simulations of polymorphic competition
slowest, while the Form II crystal content is the highest. ",Figure 5,,Figure 5,medium,standard,FALSE
P288,Polymorphic Self-Poisoning in the Isothermal Crystallization of,P288_unidentified.pdf,2026,medium,good,figure_caption,measurement,"Reciprocalofthecrystallizationhalf-timemeasuredbyFSC
tional DSC.25,58−61 This is expected as fast heating in FSC asafunctionofcrystallizationtemperatureforTPU80(a)andTPU33
experimentseffectivelysuppressescrystalreorganizationduring (b). Several measurements are reported to show the reproducibility
s",Figure 7,,Figure 7,medium,standard,FALSE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,abstract,finding,"In the processing of semicrystalline polymers, the
oriented crystal through flow-induced crystallization (FIC) represents
a significant phenomenon that can profoundly influence the final
properties of materials. This study investigates the melting and
crystallization behavior of biaxial stretch-induced crystal structures in
BOPA56/512 (biaxially oriented PA56/512 films) with varying
copolymerized compositions at temperatures above T , utilizing
m
DSC, XRD, FTIR, and in situ POM. Results reveal t",abstract section,1,abstract,high,standard,TRUE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,conclusion,finding,"Industry,GuangdongUniversityofTechnology,Guangzhou
In this work, we systematically investigated the melt memory 510006,China;Email:yzk@gdut.edu.cn
effect of biaxially oriented random copolyamides using XudongChen−SchoolofChemicalEngineeringandLight
BOPA56/512 as a model system. DSC analysis revealed that Industry,GuangdongUniversityofTechnology,Guangzhou
biaxial stretching-induced ordered structures persist in highly 510006,China;GuangdongProvincialLaboratoryof
superheatedmelts(ΔT superheat upto",conclusion section,end,conclusion,high,standard,TRUE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,excerpt,general,oriented crystal through flow-induced crystallization (FIC) represents a significant phenomenon that can profoundly influence the final,line 11,1,crystalliz,medium,standard,FALSE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,excerpt,general,properties of materials. This study investigates the melting and crystallization behavior of biaxial stretch-induced crystal structures in,line 13,1,melting,medium,standard,TRUE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,excerpt,general,crystallization behavior of biaxial stretch-induced crystal structures in BOPA56/512 (biaxially oriented PA56/512 films) with varying,line 14,1,crystalliz,medium,standard,FALSE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,excerpt,finding,"DSC, XRD, FTIR, and in situ POM. Results reveal that BOPA56/ 512withrelativelyhighPA512mol%intherandomcopolymerPA56/",line 18,1,ftir,medium,standard,FALSE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,excerpt,general,"equilibrium melting point (T0). Notably, the thermal history effect m",line 22,1,melting,medium,standard,TRUE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,excerpt,general,"from biaxial stretching, which elevates the crystallization temperature, persistsevenuponheatingtothemoltenstate.Additionally,increasingtheheattreatmenttemperatureinducesaγ-αformtransition",line 24,1,crystalliz,medium,standard,FALSE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,performance_data,measurement,FWHM: 56,text extraction,,performance,medium,standard,TRUE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,performance_data,measurement,H-bond metric: 683 cm,text extraction,,performance,medium,standard,TRUE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,figure_caption,measurement,"DSCresultsofPA512,PA56,andtheircopolyamidesbeforeandafterbiaxialorientationweremeasuredduringnonisothermalcrystallization.
(a,b;d,e)DSCcurvescollectedupon(a)heatingcurvesofPA56/512and(b)BOPA56/512;(d)coolingfromthemeltcurvesofPA56/512and(e)
BOPA56/512.(c)EvolutionsofT withPA512mol%derivedfrompanels(",Figure 1,,Figure 1,medium,standard,FALSE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,figure_caption,measurement,"ChangesinΔH andT ofBOPA56/512superheatedmelts.(a)ReductioninΔH atsuperheatingdegreesfrom30to90°C;(b)difference
c c c
inT betweenBOPA56/512andPA56/512atsuperheatingdegreesof30and90°C.(c)T ofBOPA56/512duringgradualheatingaboveT .
c c m
D https://doi.org/10.1021/acs.macromol.5c01641
MacromoleculesXXXX,",Figure 3,,Figure 3,medium,standard,FALSE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,figure_caption,measurement,"(a−c)WAXDpatternsofbiaxiallystretched,biaxiallystretchedfilmsannealedat30,50,70,and90°CaboveT andunbiaxiallystretched
m
samples,inwhichPA512mol%for80,60and40%.(d)Changesintheproportionofαandγformswithincreasingheattreatmenttemperature;(e,f)
crystalplanespacingofthe(100)planeforhydrogenbondinganalysi",Figure 5,,Figure 5,medium,standard,FALSE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,figure_caption,measurement,"1200−1300cm−1N−HandC�Ocharacteristicpeakarea(a−c);(d)characteristicpeakof3300cm−1amideA(N−H).
confirmsthatthepreorderedstructureandmeltmemoryeffects expands,butitdoesnotreachthelevelofnonbiaxiallystretched
ofBOPA56/512arenotcompletelyeliminatedinsuperheated PA56/512. This indicates that the hydrogen",Figure 6,,Figure 6,medium,standard,FALSE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,figure_caption,measurement,Melting-crystallizationprocessofBOPA56/512(a−c)andPA56/512(d−f)sampleswithPA512mol%=80%.,Figure 8,,Figure 8,medium,standard,TRUE
P289,Melt Memory Effect on Biaxially Oriented Random Copolyamides:,P289_unidentified.pdf,2025,low,good,figure_caption,measurement,"CP-MAS13CNMRspectrum(a)andchemicalshiftandcopolymerizationratioconversiondiagram(b).(c)Equilibriummeltingpointwas
calculatedbyextrapolation;(d)Gibbsfreeenergyofdifferentcopolymerizationratios.
structurespersistatsuperheatedtemperatures(FigureS9cand cross extinction patterns after recrystallization, ",Figure 10,,Figure 10,medium,standard,TRUE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,abstract,finding,"High-fidelity bioelectric signal acquisition is crucial
for wearable precision medicine, but traditional poly(3,4-ethyl-
enedioxythiophene): poly(styrenesulfonate) (PEDOT:PSS) elec-
trodes struggle to balance conductivity, stretchability, and skin
compatibility, particularly under perspiration or physical activity.
To address this challenge, we developed a PEDOT-based
functional system doped with PSS-co-poly(acrylic acid)/poly-
(acrylamide) binary copolymers (PSA/PSM). Through multiscale
charact",abstract section,1,abstract,high,high_relevance_pu,FALSE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,conclusion,finding,"electrodes showed only minimal noise during walking and
This study successfully developed and systematically charac-
remained regular during running (with RMS values of 17 and
terized PEDOT-based flexible electrode materials doped with
28 μV for walking and running, respectively). Thus, PSM 3:1
PSS-co-PAA/PAMcopolymers,elucidatingtheuniquerolesof
electrodes outperform Ag/AgCl electrodes in signal quality
−COOH and −CONH groups in regulating PEDOT chain
2
owing to their enhanced skin adhesion, lo",conclusion section,end,conclusion,high,high_relevance_pu,FALSE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,excerpt,measurement,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS Copolymers: Breaking the Conductivity−Interfacial Property Trade-,line 2,1,hydrogen bond,medium,high_relevance_pu,FALSE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,excerpt,finding,"electrical and interfacial properties, and hydrogen bond network dynamics. Key findings reveal that −COOH groups enhance π-π",line 23,1,hydrogen bond,medium,high_relevance_pu,FALSE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,excerpt,general,"(approximately8−85timesthatofskin)failstoaccommodate effect of static hydrogen bonds, without systematically skin deformation during joint flexion or muscle contrac- investigating the critical role of static network parameters",line 92,3,hydrogen bond,medium,high_relevance_pu,FALSE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,excerpt,general,"tion,15,16 triggering localized delamination that further (e.g., hydrogen bond density, bond length distribution, and exacerbates contact impedance fluctuations and degrades bondanglecharacteristics)inmaintainingcyclicstabilityunder",line 94,3,hydrogen bond,medium,high_relevance_pu,FALSE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,excerpt,general,"weakly polar, hydrogen bond network-forming), on PEDOT 4-Styrenesulfonic acid sodium salt (NaSS, ≥90%), 3,4-ethylenediox-",line 147,4,hydrogen bond,medium,high_relevance_pu,FALSE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,excerpt,general,"Attheendofthereaction,rapidcoolingandexposuretoairwereused 2.3.3.CrystalStructureAnalysis.Grazingincidencewide-angle to terminate the reaction. The mixture was cooled to room X-ray scattering (GIWAXS, Xenocs Xeuss 3.0) was employed to",line 184,5,wide-angle,medium,standard,FALSE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,performance_data,measurement,Elongation at break: 5.6,text extraction,,performance,medium,standard,TRUE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,performance_data,measurement,H-bond metric: 90 %,text extraction,,performance,medium,standard,TRUE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,figure_caption,measurement,"(a-b) Synthesis routesof PSA andPSM dispersions; (c) schematic ofthe bioepidermalelectrodefabrication process.
angle ≥120°. The number of hydrogen bonds was determined by pure PSS exhibited multiple peaks attributed to benzene ring
counting specific bonds within each system type (for example, proton",Figure 1,,Figure 1,medium,high_relevance_pu,FALSE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,figure_caption,measurement,"OpticalpropertiesandcrystalstructuresofPS,PSA,andPSMmaterials.(a-b)UV−visspectraofsamplesinoxidizedandreducedstates;
(c-d)Ramanspectrainthe1100−1700cm−1rangeandtheirlocalmagnifications;(e-i)GIWAXS2Dpatternsandscatteringintensitydistributions
alongthe q andq directions.
xy z
attributed to the differe",Figure 3,,Figure 3,medium,standard,FALSE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,figure_caption,measurement,"MechanicalandinterfacialadhesionpropertiesofPS,PSA,andPSMmaterials.(a-d)Stress−straincurvesandcomparisonsofYoung’s
modulus,toughness,andstrainatbreak;(e)AdhesioncurvesofthePAM3:1sampleonglass,dryskin,andwetskinsurfaces;(f)Adhesionforce
valuesofdifferentsamples;(g)schematicoftheadhesionbehavioroftheP",Figure 4,,Figure 4,medium,high_relevance_pu,TRUE
P294,Hydrogen Bonding in Carboxyl/Amido-Functionalized PEDOT:PSS,P294_unidentified.pdf,2025,low,good,figure_caption,measurement,"TensileelectricalpropertiesandhydrogenbondkineticanalysesofPSAandPSM.(a)Resistancevariationcurvesunder50%strain;(b)
resistancestabilityofPAM3:1under20%strainover500cycles;(c-d)schematicsofthetensilekineticsofPSAandPSM;(e-g)variationinthe
count, angle, and length of hydrogen bonds under different str",Figure 6,,Figure 6,medium,high_relevance_pu,FALSE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,abstract,finding,"High-temperaturestretchingisapotentialapproachfortheindustrial-scalefabricationof poly(vinylalcohol)(PVA)
nanofibril films. In this study, in situ small-angle X-ray scattering (SAXS)/wide-angle X-ray scattering (WAXS) are employed to
investigate thestructural evolutionof PVA gelfilmscontaining glycerolduringstretching at different temperatures. TheSAXS and
WAXS analyses reveal that uniaxial stretching triggers the melting−recrystallization of PVA lamellar crystals and the formation of
nanofibril",abstract section,1,abstract,high,standard,TRUE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,conclusion,measurement,"DSC curves in Figure 2a, the PVA−G-RX gel film began to
undergo a gradual melting process at around 100 °C. In summary, we have investigated the stretch-induced
Therefore, it indicated that the structural evolution in the structural evolution of PVA−glycerol gel films by in situ
stretchingprocesswastemperature-dependent.Atlowtemper- synchrotron radiation with SAXS and WAXS at different
atures, the disruption of crystals and the reconstruction of temperatures, indicating that the stretching tempe",conclusion section,end,conclusion,high,standard,TRUE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,excerpt,general,"nanofibril films. In this study, in situ small-angle X-ray scattering (SAXS)/wide-angle X-ray scattering (WAXS) are employed to investigate thestructural evolutionof PVA gelfilmscontaining glycerolduringstretching at different temperatures. TheSAXS and",line 10,1,saxs,medium,standard,FALSE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,excerpt,finding,investigate thestructural evolutionof PVA gelfilmscontaining glycerolduringstretching at different temperatures. TheSAXS and WAXS analyses reveal that uniaxial stretching triggers the melting−recrystallization of PVA lamellar crystals and the formation of,line 11,1,saxs,medium,standard,TRUE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,excerpt,finding,"WAXS analyses reveal that uniaxial stretching triggers the melting−recrystallization of PVA lamellar crystals and the formation of nanofibrils.Thekeyfactorsforstructuralevolutionwillchangewiththestretchingtemperature.Whenstretchedatlowtemperatures,",line 12,1,waxs,medium,standard,TRUE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,excerpt,general,"structural evolution, slowing the crystal destruction. At high temperatures, crystal destruction is dominated by melting, and the crystallinitydecreasesrapidlyunderstress,whilestretch-inducedrecrystallizationandreconstructionofnanofibrilsaremorereadily",line 15,1,melting,medium,standard,TRUE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,excerpt,general,"crystallinitydecreasesrapidlyunderstress,whilestretch-inducedrecrystallizationandreconstructionofnanofibrilsaremorereadily achieved.Besides,thelongperiodoflamellarcrystalsandnanofibrilsincreaseswiththeincreaseofstretchingtemperature.ThePVA",line 16,1,crystalliz,medium,standard,TRUE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,excerpt,measurement,"achieved.Besides,thelongperiodoflamellarcrystalsandnanofibrilsincreaseswiththeincreaseofstretchingtemperature.ThePVA porous nanofibril films with favorable nanofiber networks and porous structures can be obtained by biaxial stretching followed by",line 17,1,lamellar,medium,standard,FALSE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,performance_data,measurement,Molecular weight: 200 g/mol,text extraction,,performance,medium,standard,TRUE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,figure_caption,measurement,"SEMimagesofPVA−G-RXgelfilmwithrolltemperaturesof(a,a)25°C,(b,b)40°C,(c,c)60°C,and(d,d)80°C(Xmeans
1 2 1 2 1 2 1 2
theroller temperature).",Figure 1,,Figure 1,medium,standard,FALSE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Thisis due to the different cooling rates. At lowroll
TheinvariantQcanbeobtainedfromtheSAXSintegrationresults temperatures, the melt is cooled rapidly and the molecular
andcalculated by chainsarefrozenbeforephaseseparationtakesplace,resulting
in a uniform network structure.38 While at higher cooling",Figure 1,,Figure 1,medium,standard,FALSE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Representative WAXSscattering patternsof PVA−G-R25gel film werecollected duringstretching atdifferenttemperatures.
completely melted with glycerol, and the addition of glycerol higher roller temperatures, the cooling rate is slower,
reduces the ordered binding of PVA and enhances the promoting phase",Figure 4,,Figure 4,medium,standard,FALSE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Long period of lamellar crystals of (a) PVA−G-R25 and (b) PVA−G-R60 gel films at different stretching temperatures (solid in the
meridiandirection,hollowintheequatorialdirection).Thenanofibrilslongperiodintheequatorialdirectionatdifferentstretchingtemperatures
for(c)PVA−G-R25and (d) PVA−G-R60gelfilm",Figure 6,,Figure 6,medium,standard,TRUE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Evolutionofχ,L ,anddC/dεwithstrainfor(a)thePVA−G-R25gelfilmand(b)PVA−G-R60gelfilmat80°C,andfor(c)the
c l‑me f
PVA−G-R25gelfilm and (d)PVA−G-R60gel film at140 °C.
Meanwhile, at higher temperatures, the critical nucleation size evolutionary processes in which the long period of lamellar
is required to",Figure 8,,Figure 8,medium,standard,TRUE
P364,Stretch-Induced Structure Evolution of Poly(vinyl alcohol)−Glycerol,P364_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Schematic picture ofthe structural evolution ofthe PVA−Ggel film.
contentofnanofibrils(C).32,41TheC versusstrainforPVA− lamellar crystals, leading to the reduction of the lamellar
f f
G-R25 stretched at 80 °C is shown in Figure 7b. The C is crystal’slongperiodinthemeridiandirection.Thisalsoresults
f",Figure 9,,Figure 9,medium,standard,FALSE
P365,SMALL-ANGLE X-RAY SCATTERING OF POLYMER,P365_unidentified.pdf,2013,low,partial,excerpt,general,SMALL-ANGLE X-RAY SCATTERING OF POLYMER SYSTEMS,line 2,1,small-angle,medium,standard,FALSE
P365,SMALL-ANGLE X-RAY SCATTERING OF POLYMER,P365_unidentified.pdf,2013,low,partial,excerpt,general,"a number of applications in food packaging, automotive can crystallize. The size, shape, and organization of the parts, textiles, medical devices, etc., because of their crystals depend on the chemical and molecular structure",line 8,1,crystalliz,medium,standard,FALSE
P365,SMALL-ANGLE X-RAY SCATTERING OF POLYMER,P365_unidentified.pdf,2013,low,partial,excerpt,general,"properties depend on the morphology developed by these bility) and crystallization conditions (quiescent, deformed, crystalline systems. Unit cell, lamellar structure, and melt, solution). Although thermosets and rubbers can show",line 11,1,crystalliz,medium,standard,FALSE
P365,SMALL-ANGLE X-RAY SCATTERING OF POLYMER,P365_unidentified.pdf,2013,low,partial,excerpt,general,"crystalline systems. Unit cell, lamellar structure, and melt, solution). Although thermosets and rubbers can show microstructure show different morphological features at crystalline behavior, thermoplastic polymers offer a wide",line 12,1,lamellar,medium,standard,FALSE
P365,SMALL-ANGLE X-RAY SCATTERING OF POLYMER,P365_unidentified.pdf,2013,low,partial,excerpt,general,"different scales. In the nanoscale, the lamellar structure rangeofpossibilities,andsowefocusourattentiononthis formed by alternating crystalline and amorphous layers type of polymers.",line 14,1,lamellar,medium,standard,FALSE
P365,SMALL-ANGLE X-RAY SCATTERING OF POLYMER,P365_unidentified.pdf,2013,low,partial,excerpt,general,"studied by means of small-angle X-ray scattering (SAXS). of this type of polymers. Depending on the chemical and This technique is useful to determine the crystalline and molecular structure and processing variables, they may",line 19,1,saxs,medium,standard,FALSE
P365,SMALL-ANGLE X-RAY SCATTERING OF POLYMER,P365_unidentified.pdf,2013,low,partial,figure_caption,measurement,"1 Scheme of unique crystal of folded chain for PE.
chains extend, serving as nuclei (shish), whereas smaller Source: After Hoffman JD, Davis GT, Lauritzen JI. The rate of
chains crystallize (kebab), usually in the form of a disk. crystallization of linear polymers with chain folding. In: Hannay
Shis",Figure 19,,Figure 19,medium,standard,FALSE
